YBR011C	42.59
YBR012C	33.57
YBR012W-A	40.96
YBR012W-B	38.32
YBR013C	33.07
YBR014C	39.05
YBR015C	41.63
YBR016W	50.64
YBR017C	38.95
YBR018C	38.32
YBR019C	40.19
YBR020W	41.46
YBR021W	39.90
YBR022W	38.01
YBR023C	39.16
YBR024W	39.95
YBR025C	39.57
YBR026C	38.67
YBR027C	34.23
YBR028C	38.21
YBR029C	38.50
YBR030W	40.44
YBR031W	48.11
YBR032W	43.23
YBR033W	38.65
YBR034C	40.59
YBR035C	43.37
YBR036C	43.39
YBR037C	44.93
YBR038W	40.31
YBR039W	39.10
YBR040W	34.89
YBR041W	37.71
YBR042C	37.10
YBR043C	40.91
YBR044C	39.09
YBR045C	36.51
YBR046C	39.00
YBR047W	36.74
YBR048W	43.73
YBR049C	38.71
YBR050C	39.13
YBR051W	37.03
YBR052C	44.23
YBR053C	38.99
YBR054W	40.67
YBR055C	37.29
YBR056W	38.31
YBR056W-A	42.78
YBR056C-B	45.28
YBR057C	38.41
YBR058C	37.80
YBR058C-A	34.97
YBR059C	40.33
YBR060C	38.59
YBR061C	40.40
YBR062C	39.96
YBR063C	35.22
YBR064W	33.10
YBR065C	37.26
YBR066C	38.00
YBR067C	47.70
YBR068C	40.21
YBR069C	41.77
YBR070C	39.35
YBR071W	43.39
YBR072W	42.48
YBR072C-A	38.88
YBR073W	38.06
YBR074W	37.87
YBR076W	36.90
YBR076C-A	40.44
YBR077C	39.05
YBR078W	42.01
YBR079C	40.44
YBR080C	38.42
YBR081C	36.68
YBR082C	43.40
YBR083W	40.38
YBR084W	41.59
YBR084C-A	43.85
YBR085W	40.47
YBR085C-A	41.08
YBR086C	37.97
YBR087W	37.08
YBR088C	38.35
YBR089W	37.33
YBR089C-A	44.66
YBR090C	44.17
YBR091C	44.54
YBR092C	42.94
YBR093C	42.37
YBR094W	37.44
YBR095C	37.74
YBR096W	37.37
YBR097W	34.70
YBR098W	36.60
YBR099C	31.77
YBR101C	38.14
YBR102C	37.97
YBR103W	40.67
YBR103C-A	37.50
YBR104W	41.41
YBR105C	42.33
YBR106W	43.38
YBR107C	42.00
YBR108W	46.23
YBR109C	38.96
YBR109W-A	37.77
YBR110W	36.29
YBR111C	40.66
YBR111W-A	34.36
YBR112C	43.77
YBR113W	41.82
YBR114W	40.07
YBR115C	39.98
YBR116C	39.58
YBR117C	44.91
YBR118W	44.58
YBR119W	38.01
YBR120C	34.56
YBR121C	39.27
YBR121C-A	37.10
YBR122C	39.88
YBR123C	38.51
YBR124W	40.00
YBR125C	40.52
YBR126C	45.22
YBR126W-A	49.75
YBR126W-B	52.08
YBR127C	42.34
YBR128C	38.06
YBR129C	37.38
YBR130C	35.99
YBR131W	37.58
YBR131C-A	32.22
YBR132C	40.59
YBR133C	40.74
YBR134W	37.31
YBR135W	47.90
YBR136W	36.37
YBR137W	39.44
YBR138C	35.42
YBR139W	40.53
YBR140C	36.18
YBR141C	40.43
YBR141W-A	46.87
YBR142W	37.08
YBR143C	36.91
YBR144C	39.36
YBR145W	42.61
YBR146W	38.82
YBR147W	37.14
YBR148W	35.46
YBR149W	41.44
YBR150C	36.01
YBR151W	39.95
YBR152W	39.38
YBR153W	41.08
YBR154C	37.34
YBR155W	38.86
YBR156C	37.33
YBR157C	38.80
YBR158W	38.06
YBR159W	38.02
YBR160W	41.13
YBR161W	38.19
YBR162C	43.49
YBR162W-A	40.40
YBR163W	36.12
YBR164C	38.40
YBR165W	37.64
YBR166C	37.30
YBR167C	36.17
YBR168W	35.42
YBR169C	40.63
YBR170C	39.93
YBR171W	36.07
YBR172C	40.39
YBR173C	44.29
YBR174C	42.22
YBR175W	42.61
YBR176W	39.72
YBR177C	41.22
YBR178W	37.06
YBR179C	36.83
YBR180W	39.49
YBR181C	43.03
YBR182C	41.57
YBR182C-A	35.89
YBR183W	41.00
YBR184W	34.86
YBR185C	37.51
YBR186W	37.69
YBR187W	42.34
YBR188C	40.18
YBR189W	42.85
YBR190W	46.79
YBR191W	41.82
YBR191W-A	20.00
YBR192W	38.80
YBR193C	42.11
YBR194W	39.51
YBR195C	41.60
YBR196C	43.30
YBR196C-A	32.00
YBR196C-B	39.04
YBR197C	47.09
YBR198C	40.55
YBR199W	38.42
YBR200W	38.40
YBR200W-A	41.21
YBR201W	38.20
YBR201C-A	41.66
YBR202W	41.05
YBR203W	38.66
YBR204C	39.00
YBR205W	40.65
YBR206W	41.66
YBR207W	40.91
YBR208C	40.81
YBR209W	42.13
YBR210W	35.89
YBR211C	36.71
YBR212W	41.80
YBR213W	47.63
YBR214W	45.58
YBR215W	37.38
YBR216C	35.80
YBR217W	36.36
YBR218C	43.29
YBR219C	41.40
YBR220C	43.01
YBR221C	43.14
YBR221W-A	42.85
YBR222C	44.48
YBR223C	42.81
YBR223W-A	55.00
YBR224W	38.95
YBR225W	38.80
YBR226C	34.30
YBR227C	37.81
YBR228W	38.46
YBR229C	38.95
YBR230C	44.44
YBR230W-A	52.73
YBR231C	49.01
YBR232C	44.16
YBR233W	41.46
YBR233W-A	38.59
YBR234C	42.07
YBR235W	40.08
YBR236C	38.74
YBR237W	38.11
YBR238C	38.29
YBR239C	41.94
YBR240C	44.56
YBR241C	50.64
YBR242W	40.86
YBR243C	40.68
YBR244W	37.21
YBR245C	37.75
YBR246W	39.94
YBR247C	39.73
YBR248C	41.41
YBR249C	43.75
YBR250W	35.11
YBR251W	40.69
YBR252W	47.29
YBR253W	42.07
YBR254C	39.39
YBR255W	38.60
YBR255C-A	40.22
YBR256C	38.49
YBR257W	34.64
YBR258C	36.59
YBR259W	35.36
YBR260C	39.78
YBR261C	48.64
YBR262C	45.79
YBR263W	44.67
YBR264C	43.00
YBR265W	45.37
YBR267W	44.58
YBR266C	41.28
YBR268W	46.22
YBR269C	47.96
YBR270C	40.96
YBR271W	39.44
YBR272C	36.72
YBR273C	42.94
YBR274W	37.75
YBR275C	36.23
YBR276C	38.20
YBR277C	38.80
YBR278W	41.41
YBR279W	38.93
YBR280C	41.64
YBR281C	37.27
YBR282W	39.90
YBR283C	38.62
YBR284W	38.84
YBR285W	37.24
YBR286W	42.75
YBR287W	39.95
YBR288C	35.74
YBR289W	42.38
YBR290W	38.50
YBR291C	41.77
YBR292C	32.79
YBR293W	37.89
YBR294W	39.88
YBR295W	41.52
YBR296C	40.75
YBR296C-A	37.50
YBR297W	38.66
YBR298C	40.81
YBR298C-A	40.54
YBR299W	40.34
YBR300C	41.56
YBR301W	49.03
YBR302C	37.63
YCL076W	38.57
YCL075W	41.95
YCL074W	43.58
YCL073C	40.42
YCL069W	39.36
YCL068C	43.55
YCL067C	35.07
YCL066W	37.87
YCL065W	34.95
YCL064C	39.33
YCL063W	40.17
YCL061C	37.70
YCL059C	38.38
YCL058C	41.83
YCL058W-A	43.56
YCL057C-A	51.36
YCL057W	39.64
YCL056C	33.56
YCL055W	38.19
YCL054W-A	33.33
YCL054W	38.16
YCL052C	38.52
YCL051W	42.06
YCL050C	39.33
YCL049C	43.55
YCL048W-A	49.58
YCL048W	36.92
YCL047C	39.12
YCL045C	38.54
YCL046W	41.35
YCL044C	45.29
YCL043C	47.29
YCL041C	41.21
YCL042W	51.66
YCL040W	49.63
YCL039W	44.99
YCL038C	39.50
YCL037C	44.82
YCL036W	47.32
YCL035C	41.74
YCL034W	48.54
YCL033C	48.71
YCL032W	43.70
YCL031C	36.01
YCL030C	42.45
YCL029C	43.68
YCL028W	45.40
YCL027W	40.87
YCL026C-B	46.73
YCL026C-A	44.32
YCL025C	43.74
YCL023C	43.10
YCL024W	40.30
YCL022C	41.86
YCL021W-A	41.26
YCL020W	38.72
YCL019W	37.06
YCL018W	44.01
YCL017C	43.17
YCL016C	43.21
YCL014W	37.99
YCL012C	38.27
YCL011C	42.52
YCL010C	46.66
YCL009C	50.10
YCL008C	48.44
YCL007C	38.16
YCL005W-A	44.14
YCL005W	43.06
YCL004W	38.31
YCL002C	35.10
YCL001W	34.56
YCL001W-A	31.38
YCL001W-B	36.86
YCR001W	30.47
YCR002C	37.04
YCR003W	37.50
YCR004C	44.89
YCR005C	39.84
YCR006C	46.62
YCR007C	36.25
YCR008W	39.18
YCR009C	38.22
YCR010C	42.01
YCR011C	37.93
YCR012W	46.04
YCR013C	44.90
YCR014C	35.96
YCR015C	34.90
YCR016W	36.08
YCR017C	39.55
YCR018C	37.38
YCR018C-A	32.15
YCR019W	40.65
YCR020C	38.73
YCR020C-A	39.32
YCR020W-B	33.33
YCR021C	42.84
YCR022C	44.63
YCR023C	38.12
YCR024C	37.32
YCR024C-B	32.95
YCR024C-A	35.77
YCR025C	44.03
YCR026C	40.28
YCR027C	39.68
YCR028C	40.22
YCR028C-A	38.23
YCR030C	41.67
YCR031C	45.89
YCR032W	35.05
YCR033W	39.58
YCR034W	38.21
YCR035C	38.22
YCR036W	39.82
YCR037C	38.56
YCR038C	39.34
YCR038W-A	42.06
YCR039C	35.07
YCR040W	37.87
YCR041W	36.03
YCR042C	36.81
YCR043C	36.97
YCR044C	40.78
YCR045C	47.89
YCR045W-A	52.70
YCR046C	52.35
YCR047C	52.65
YCR047W-A	53.14
YCR049C	54.58
YCR048W	49.91
YCR050C	45.30
YCR051W	53.06
YCR052W	45.79
YCR053W	40.38
YCR054C	36.05
YCR057C	41.34
YCR059C	53.02
YCR060W	49.70
YCR061W	48.99
YCR064C	44.52
YCR063W	47.89
YCR065W	41.82
YCR066W	37.84
YCR067C	40.05
YCR068W	47.98
YCR069W	43.36
YCR071C	40.36
YCR072C	43.41
YCR073C	39.26
YCR073W-A	49.47
YCR075C	43.29
YCR075W-A	42.54
YCR076C	48.07
YCR077C	43.45
YCR079W	47.78
YCR081W	35.15
YCR081C-A	40.08
YCR082W	39.53
YCR083W	41.40
YCR084C	45.51
YCR085W	34.46
YCR086W	43.97
YCR087W	43.21
YCR087C-A	45.23
YCR088W	45.92
YCR089W	41.78
YCR090C	36.42
YCR091W	39.99
YCR092C	36.80
YCR093W	36.43
YCR094W	36.81
YCR095C	34.06
YCR095W-A	30.81
YCR096C	37.22
YCR097W	30.97
YCR097W-A	33.70
YCR098C	38.27
YCR099C	37.60
YCR100C	38.27
YCR101C	36.97
YCR102C	44.26
YCR102W-A	35.35
YCR104W	47.73
YCR105W	43.64
YCR106W	36.93
YCR107W	40.93
YCR108C	46.35
YDL248W	38.02
YDL247W-A	30.66
YDL247W	40.54
YDL246C	44.78
YDL245C	41.90
YDL244W	43.89
YDL243C	41.01
YDL242W	38.98
YDL241W	39.24
YDL240C-A	35.50
YDL240W	36.73
YDL239C	34.21
YDL238C	42.92
YDL237W	38.70
YDL236W	40.25
YDL235C	35.51
YDL234C	38.10
YDL233W	42.12
YDL232W	41.44
YDL231C	39.63
YDL230W	45.13
YDL229W	43.53
YDL228C	43.61
YDL227C	40.88
YDL226C	43.72
YDL225W	37.86
YDL224C	40.41
YDL223C	42.59
YDL222C	49.46
YDL221W	48.18
YDL220C	43.92
YDL219W	35.76
YDL218W	45.17
YDL217C	43.10
YDL216C	37.49
YDL215C	36.65
YDL214C	39.57
YDL213C	42.18
YDL212W	38.86
YDL211C	39.94
YDL210W	40.32
YDL209C	40.09
YDL208W	41.61
YDL207W	39.39
YDL206W	35.38
YDL205C	41.56
YDL204W	42.13
YDL203C	41.23
YDL202W	40.93
YDL201W	40.06
YDL200C	37.03
YDL199C	39.34
YDL198C	42.41
YDL197C	43.21
YDL196W	43.03
YDL195W	42.17
YDL194W	40.11
YDL193W	38.65
YDL192W	39.74
YDL191W	41.87
YDL190C	37.45
YDL189W	39.95
YDL188C	41.53
YDL187C	40.30
YDL186W	43.88
YDL185C-A	31.57
YDL185W	41.16
YDL184C	42.30
YDL183C	37.07
YDL182W	44.13
YDL181W	45.73
YDL180W	38.56
YDL179W	38.46
YDL178W	38.66
YDL177C	40.15
YDL176W	36.48
YDL175C	39.42
YDL174C	44.78
YDL173W	44.25
YDL172C	41.25
YDL171C	40.04
YDL170W	38.43
YDL169C	40.77
YDL168W	42.80
YDL167C	37.73
YDL166C	43.09
YDL165W	41.49
YDL164C	39.99
YDL163W	42.90
YDL162C	41.73
YDL161W	41.02
YDL160C-A	38.68
YDL160C	39.25
YDL159W-A	31.81
YDL159W	38.24
YDL159C-B	38.41
YDL158C	29.12
YDL157C	39.21
YDL156W	42.19
YDL155W	41.51
YDL154W	36.62
YDL153C	38.29
YDL152W	36.61
YDL151C	43.81
YDL150W	42.71
YDL149W	37.20
YDL148C	36.37
YDL147W	35.87
YDL146W	36.38
YDL145C	39.93
YDL144C	48.64
YDL143W	41.96
YDL142C	38.96
YDL141W	40.23
YDL140C	40.86
YDL139C	40.62
YDL138W	42.62
YDL137W	41.94
YDL136W	42.14
YDL135C	36.94
YDL134C	41.62
YDL133C-A	41.02
YDL133W	39.19
YDL132W	37.62
YDL131W	42.32
YDL130W-A	38.69
YDL130W	48.28
YDL129W	42.57
YDL128W	42.07
YDL127W	38.29
YDL126C	41.82
YDL125C	43.39
YDL124W	40.89
YDL123W	46.33
YDL122W	37.24
YDL121C	36.66
YDL120W	40.76
YDL119C	39.71
YDL118W	41.20
YDL117W	38.63
YDL116W	36.72
YDL115C	37.75
YDL114W-A	34.21
YDL114W	37.54
YDL113C	37.23
YDL112W	36.48
YDL111C	40.72
YDL110C	47.24
YDL109C	41.92
YDL108W	39.63
YDL107W	35.89
YDL106C	36.96
YDL105W	37.22
YDL104C	39.13
YDL103C	40.23
YDL102W	37.91
YDL101C	38.00
YDL100C	39.71
YDL099W	38.30
YDL098C	37.43
YDL097C	41.30
YDL096C	48.62
YDL095W	42.78
YDL094C	35.29
YDL093W	39.29
YDL092W	37.86
YDL091C	37.50
YDL090C	39.89
YDL089W	35.25
YDL088C	37.87
YDL087C	46.43
YDL086W	46.83
YDL086C-A	47.58
YDL085C-A	41.54
YDL085W	43.58
YDL084W	38.92
YDL083C	43.75
YDL082W	43.00
YDL081C	46.72
YDL080C	40.92
YDL079C	39.24
YDL078C	43.99
YDL077C	35.77
YDL076C	38.53
YDL075W	43.27
YDL074C	35.85
YDL073W	34.31
YDL072C	41.33
YDL071C	45.60
YDL070W	36.82
YDL069C	33.76
YDL068W	37.57
YDL067C	47.77
YDL066W	42.50
YDL065C	37.12
YDL064W	39.45
YDL063C	35.64
YDL062W	36.38
YDL061C	45.02
YDL060W	39.92
YDL059C	42.11
YDL058W	35.79
YDL057W	41.64
YDL056W	38.04
YDL055C	41.62
YDL054C	41.20
YDL053C	42.47
YDL052C	42.32
YDL051W	40.45
YDL050C	38.44
YDL049C	42.62
YDL048C	44.80
YDL047W	45.08
YDL046W	43.48
YDL045W-A	39.93
YDL045C	39.19
YDL044C	37.18
YDL043C	37.07
YDL042C	39.66
YDL041W	44.35
YDL040C	38.24
YDL039C	42.91
YDL037C	39.91
YDL036C	38.44
YDL035C	36.52
YDL034W	43.76
YDL033C	45.61
YDL032W	42.94
YDL031W	38.88
YDL030W	37.79
YDL029W	41.49
YDL028C	36.94
YDL027C	35.78
YDL026W	39.74
YDL025C	40.09
YDL025W-A	41.90
YDL024C	39.87
YDL022C-A	40.16
YDL023C	40.49
YDL022W	43.87
YDL021W	37.50
YDL020C	38.34
YDL019C	40.39
YDL018C	38.20
YDL017W	38.51
YDL016C	33.66
YDL015C	35.26
YDL014W	47.45
YDL013W	42.79
YDL012C	46.91
YDL011C	37.34
YDL010W	37.93
YDL009C	35.49
YDL008W	42.97
YDL007C-A	35.27
YDL007W	39.11
YDL006W	38.29
YDL005C	38.34
YDL004W	39.75
YDL003W	38.33
YDL002C	37.90
YDL001W	37.43
YDR001C	40.73
YDR002W	41.08
YDR003W	42.33
YDR003W-A	31.70
YDR004W	38.90
YDR005C	36.70
YDR006C	38.54
YDR007W	42.07
YDR008C	39.31
YDR009W	41.33
YDR010C	48.64
YDR011W	39.52
YDR012W	48.20
YDR013W	35.08
YDR014W	33.38
YDR014W-A	41.92
YDR015C	44.16
YDR016C	38.94
YDR017C	38.34
YDR018C	37.69
YDR019C	41.14
YDR020C	36.90
YDR021W	35.25
YDR022C	36.71
YDR023W	37.94
YDR024W	41.35
YDR025W	44.16
YDR026C	38.76
YDR027C	37.30
YDR028C	39.04
YDR029W	33.96
YDR030C	36.81
YDR031W	34.97
YDR032C	46.73
YDR033W	39.77
YDR034C	36.11
YDR034C-D	36.74
YDR034C-C	38.19
YDR034C-A	28.24
YDR034W-B	41.66
YDR035W	41.77
YDR036C	39.38
YDR037W	40.65
YDR038C	41.42
YDR039C	41.48
YDR040C	41.42
YDR041W	39.54
YDR042C	34.82
YDR043C	36.92
YDR044W	44.17
YDR045C	39.03
YDR046C	41.59
YDR047W	43.98
YDR048C	33.33
YDR049W	39.38
YDR050C	44.31
YDR051C	39.00
YDR052C	37.96
YDR053W	41.16
YDR054C	41.21
YDR055W	41.42
YDR056C	39.48
YDR057W	37.07
YDR058C	36.49
YDR059C	42.05
YDR060W	37.29
YDR061W	40.67
YDR062W	39.73
YDR063W	38.88
YDR064W	42.76
YDR065W	34.97
YDR066C	36.88
YDR067C	34.81
YDR068W	37.08
YDR069C	35.52
YDR070C	42.19
YDR071C	36.97
YDR072C	40.34
YDR073W	40.78
YDR074W	39.65
YDR075W	36.78
YDR076W	37.18
YDR077W	46.80
YDR078C	34.22
YDR079W	35.71
YDR079C-A	37.44
YDR080W	34.54
YDR081C	36.64
YDR082W	36.96
YDR083W	35.87
YDR084C	39.50
YDR085C	38.16
YDR086C	39.09
YDR087C	39.06
YDR088C	37.59
YDR089W	35.70
YDR090C	39.97
YDR091C	37.38
YDR092W	42.42
YDR093W	41.26
YDR094W	50.89
YDR095C	48.66
YDR096W	37.31
YDR097C	37.78
YDR098C	39.70
YDR098C-B	38.51
YDR098C-A	40.96
YDR099W	39.90
YDR100W	38.42
YDR101C	39.00
YDR102C	34.83
YDR103W	37.18
YDR104C	37.69
YDR105C	40.15
YDR106W	36.25
YDR107C	38.38
YDR108W	37.14
YDR109C	40.54
YDR110W	37.50
YDR111C	42.25
YDR112W	39.15
YDR113C	40.46
YDR114C	37.62
YDR115W	42.76
YDR116C	41.49
YDR117C	37.10
YDR118W	35.42
YDR118W-A	39.31
YDR119W	38.57
YDR119W-A	44.27
YDR120C	40.57
YDR121W	42.30
YDR122W	41.15
YDR123C	43.49
YDR124W	37.74
YDR125C	35.46
YDR126W	40.15
YDR127W	40.21
YDR128W	39.19
YDR129C	40.33
YDR130C	39.26
YDR131C	35.54
YDR132C	36.35
YDR133C	40.77
YDR134C	48.41
YDR135C	38.06
YDR136C	38.04
YDR137W	36.39
YDR138W	36.43
YDR139C	38.88
YDR140W	39.33
YDR141C	36.13
YDR142C	39.45
YDR143C	43.31
YDR144C	40.92
YDR145W	39.62
YDR146C	38.02
YDR147W	35.95
YDR148C	43.03
YDR149C	37.71
YDR150W	38.34
YDR151C	38.13
YDR152W	40.47
YDR153C	40.29
YDR154C	42.73
YDR155C	48.26
YDR156W	50.96
YDR157W	32.83
YDR158W	43.16
YDR159W	35.61
YDR160W	38.68
YDR161W	39.34
YDR162C	39.66
YDR163W	41.66
YDR164C	36.87
YDR165W	35.35
YDR166C	34.08
YDR167W	43.15
YDR168W	35.70
YDR169C	41.30
YDR169C-A	42.66
YDR170C	37.94
YDR170W-A	40.21
YDR171W	43.88
YDR172W	41.30
YDR173C	38.57
YDR174W	43.58
YDR175C	39.37
YDR176W	38.54
YDR177W	41.66
YDR178W	43.22
YDR179C	31.69
YDR179W-A	34.19
YDR180W	34.69
YDR181C	37.48
YDR182W	37.87
YDR182W-A	37.25
YDR183W	35.78
YDR183C-A	27.90
YDR184C	34.91
YDR185C	42.59
YDR186C	41.04
YDR187C	47.39
YDR188W	48.01
YDR189W	38.63
YDR190C	40.58
YDR191W	40.52
YDR192C	44.16
YDR193W	43.60
YDR194C	35.63
YDR194W-A	32.67
YDR195W	37.14
YDR196C	38.15
YDR197W	36.32
YDR198C	36.25
YDR199W	34.15
YDR200C	37.02
YDR201W	40.16
YDR202C	37.21
YDR203W	38.36
YDR204W	43.75
YDR205W	38.29
YDR206W	37.77
YDR207C	44.44
YDR208W	38.46
YDR209C	38.64
YDR210W	42.54
YDR210W-A	38.42
YDR210W-B	37.06
YDR210C-D	38.30
YDR210C-C	40.89
YDR211W	37.07
YDR212W	39.88
YDR213W	42.66
YDR214W	43.96
YDR215C	50.72
YDR216W	36.15
YDR217C	37.02
YDR218C	36.47
YDR219C	35.12
YDR220C	35.37
YDR221W	39.30
YDR222W	36.77
YDR223W	40.24
YDR224C	40.90
YDR225W	42.85
YDR226W	43.79
YDR227W	37.23
YDR228C	36.73
YDR229W	42.51
YDR230W	45.97
YDR231C	47.57
YDR232W	46.99
YDR233C	40.42
YDR234W	44.90
YDR235W	33.27
YDR236C	38.66
YDR237W	39.70
YDR238C	38.80
YDR239C	39.89
YDR240C	36.84
YDR241W	29.16
YDR242W	38.84
YDR243C	37.97
YDR244W	39.31
YDR245W	38.91
YDR246W	42.42
YDR246W-A	47.76
YDR247W	39.24
YDR248C	37.97
YDR249C	36.00
YDR250C	42.02
YDR251W	37.54
YDR252W	39.55
YDR253C	37.15
YDR254W	35.14
YDR255C	35.62
YDR256C	42.37
YDR257C	36.16
YDR258C	38.83
YDR259C	36.45
YDR260C	44.63
YDR261C	39.96
YDR261W-A	38.64
YDR261W-B	36.87
YDR261C-D	38.81
YDR261C-C	41.19
YDR262W	39.07
YDR263C	36.27
YDR264C	39.95
YDR265W	38.85
YDR266C	38.54
YDR267C	41.99
YDR268W	39.21
YDR269C	39.50
YDR270W	39.30
YDR271C	38.17
YDR272W	39.75
YDR273W	39.70
YDR274C	47.84
YDR275W	38.55
YDR276C	41.07
YDR277C	41.09
YDR278C	37.73
YDR279W	36.18
YDR280W	40.41
YDR281C	41.58
YDR282C	37.83
YDR283C	36.08
YDR284C	39.88
YDR285W	34.62
YDR286C	37.68
YDR287W	40.50
YDR288W	36.29
YDR289C	36.42
YDR290W	32.42
YDR291W	37.90
YDR292C	37.19
YDR293C	40.07
YDR294C	41.69
YDR295C	37.48
YDR296W	46.10
YDR297W	42.28
YDR298C	40.68
YDR299W	37.13
YDR300C	39.31
YDR301W	37.40
YDR302W	35.75
YDR303C	34.65
YDR304C	42.33
YDR305C	38.07
YDR306C	36.88
YDR307W	35.74
YDR308C	36.64
YDR309C	41.49
YDR310C	40.76
YDR311W	37.89
YDR312W	37.29
YDR313C	41.46
YDR314C	35.49
