Treatment,Bio_rep,ImageNumber,Parent_Cell,Cell_Parent_Children_stress_granule_Count,Stress
1_0,BioRep1,8,6,9,Azide
1_0,BioRep1,8,7,7,Azide
1_0,BioRep1,8,8,10,Azide
1_0,BioRep1,8,9,18,Azide
1_0,BioRep1,9,1,12,Azide
1_0,BioRep1,9,2,10,Azide
1_0,BioRep1,9,3,10,Azide
1_0,BioRep1,9,4,3,Azide
1_0,BioRep1,9,5,28,Azide
1_0,BioRep1,9,6,16,Azide
1_0,BioRep1,9,7,9,Azide
1_0,BioRep1,9,8,10,Azide
1_0,BioRep1,9,9,11,Azide
1_0,BioRep1,9,10,7,Azide
1_0,BioRep1,9,11,10,Azide
1_0,BioRep1,9,12,12,Azide
1_0,BioRep1,9,13,8,Azide
1_0,BioRep1,9,14,21,Azide
1_0,BioRep1,9,15,7,Azide
1_0,BioRep1,9,16,13,Azide
1_0,BioRep1,9,17,7,Azide
1_0,BioRep1,9,18,14,Azide
1_0,BioRep1,9,19,9,Azide
1_0,BioRep1,9,20,8,Azide
1_0,BioRep1,10,1,10,Azide
1_0,BioRep1,10,2,17,Azide
1_0,BioRep1,10,3,28,Azide
1_0,BioRep1,10,4,23,Azide
1_0,BioRep1,10,5,6,Azide
1_0,BioRep1,10,6,18,Azide
1_0,BioRep1,10,7,15,Azide
1_0,BioRep1,10,8,13,Azide
1_0,BioRep1,10,9,8,Azide
1_0,BioRep1,10,10,8,Azide
1_0,BioRep1,10,11,22,Azide
1_0,BioRep1,10,12,5,Azide
1_0,BioRep1,10,13,9,Azide
1_0,BioRep1,10,14,13,Azide
1_0,BioRep1,10,15,15,Azide
1_0,BioRep1,11,1,15,Azide
1_0,BioRep1,11,2,14,Azide
1_0,BioRep1,11,3,9,Azide
1_0,BioRep1,11,4,11,Azide
1_0,BioRep1,11,5,11,Azide
1_0,BioRep1,11,6,24,Azide
1_0,BioRep1,11,7,5,Azide
1_0,BioRep1,11,8,6,Azide
1_0,BioRep1,11,9,20,Azide
1_0,BioRep1,11,10,13,Azide
1_0,BioRep1,11,11,9,Azide
1_0,BioRep1,11,12,4,Azide
1_0,BioRep1,11,13,0,Azide
1_0,BioRep1,11,14,13,Azide
1_0,BioRep1,12,1,20,Azide
1_0,BioRep1,12,2,6,Azide
1_0,BioRep1,12,3,9,Azide
1_0,BioRep1,12,4,5,Azide
1_0,BioRep1,12,5,5,Azide
1_0,BioRep1,12,6,9,Azide
1_0,BioRep1,12,7,11,Azide
1_0,BioRep1,12,8,18,Azide
1_0,BioRep1,12,9,16,Azide
1_0,BioRep1,12,10,7,Azide
1_0,BioRep1,12,11,8,Azide
1_0,BioRep1,12,12,6,Azide
1_0,BioRep1,12,13,2,Azide
1_0,BioRep1,12,14,13,Azide
1_0,BioRep1,12,15,3,Azide
1_0,BioRep1,12,16,8,Azide
1_0,BioRep1,13,1,6,Azide
1_0,BioRep1,13,2,9,Azide
1_0,BioRep1,13,3,14,Azide
1_0,BioRep1,13,4,27,Azide
1_0,BioRep1,13,5,25,Azide
1_0,BioRep1,13,6,10,Azide
1_0,BioRep1,13,7,11,Azide
1_0,BioRep1,13,8,19,Azide
1_0,BioRep1,13,9,15,Azide
1_0,BioRep1,13,10,15,Azide
1_0,BioRep1,13,11,1,Azide
1_0,BioRep1,13,12,9,Azide
1_0,BioRep1,14,1,3,Azide
1_0,BioRep1,14,2,15,Azide
1_0,BioRep1,14,3,13,Azide
1_0,BioRep1,14,4,18,Azide
1_0,BioRep1,14,5,15,Azide
1_0,BioRep1,14,6,15,Azide
1_0,BioRep1,14,7,11,Azide
1_0,BioRep1,14,8,7,Azide
1_0,BioRep1,15,1,15,Azide
1_0,BioRep1,15,2,12,Azide
1_0,BioRep1,15,3,12,Azide
1_0,BioRep1,15,4,18,Azide
1_0,BioRep1,15,5,19,Azide
1_0,BioRep1,15,6,24,Azide
1_0,BioRep1,15,7,2,Azide
1_0,BioRep1,15,8,11,Azide
1_0,BioRep1,16,1,9,Azide
1_0,BioRep1,16,2,18,Azide
1_0,BioRep1,16,3,16,Azide
1_0,BioRep1,16,4,21,Azide
1_0,BioRep1,16,5,8,Azide
1_0,BioRep1,16,6,14,Azide
1_0,BioRep1,16,7,8,Azide
1_0,BioRep1,16,8,25,Azide
1_0,BioRep1,16,9,10,Azide
1_0,BioRep1,16,10,20,Azide
1_0,BioRep1,16,11,16,Azide
1_0,BioRep1,16,12,32,Azide
1_0,BioRep1,17,1,16,Azide
1_0,BioRep1,17,2,10,Azide
1_0,BioRep1,17,3,13,Azide
1_0,BioRep1,17,4,15,Azide
1_0,BioRep1,17,5,17,Azide
1_0,BioRep1,17,6,3,Azide
1_0,BioRep1,17,7,8,Azide
1_0,BioRep1,17,8,7,Azide
1_0,BioRep1,17,9,11,Azide
1_0,BioRep1,18,1,11,Azide
1_0,BioRep1,18,2,15,Azide
1_0,BioRep1,18,3,2,Azide
1_0,BioRep1,18,4,9,Azide
1_0,BioRep1,18,5,1,Azide
1_0,BioRep1,18,6,14,Azide
1_0,BioRep1,18,7,29,Azide
1_0,BioRep1,19,1,14,Azide
1_0,BioRep1,19,2,0,Azide
1_0,BioRep1,19,3,6,Azide
1_0,BioRep1,19,4,17,Azide
1_0,BioRep1,19,5,14,Azide
1_0,BioRep1,19,6,6,Azide
1_0,BioRep1,20,1,6,Azide
1_0,BioRep1,20,2,22,Azide
1_0,BioRep1,20,3,17,Azide
1_0,BioRep1,20,4,12,Azide
1_0,BioRep1,20,5,26,Azide
1_0,BioRep1,20,6,7,Azide
1_0,BioRep1,20,7,12,Azide
1_0,BioRep1,21,1,11,Azide
1_0,BioRep1,21,2,8,Azide
1_0,BioRep1,21,3,16,Azide
1_0,BioRep1,21,4,10,Azide
1_0,BioRep1,21,5,21,Azide
1_0,BioRep1,21,6,10,Azide
1_0,BioRep1,21,7,8,Azide
1_0,BioRep1,21,8,11,Azide
1_0,BioRep1,21,9,19,Azide
1_0,BioRep1,22,1,15,Azide
1_0,BioRep1,22,2,18,Azide
1_0,BioRep1,22,3,8,Azide
1_0,BioRep1,22,4,10,Azide
1_0,BioRep1,22,5,15,Azide
1_0,BioRep1,22,6,12,Azide
1_0,BioRep1,22,7,7,Azide
1_0,BioRep1,22,8,27,Azide
1_0,BioRep1,22,9,7,Azide
1_0,BioRep1,22,10,7,Azide
1_0,BioRep1,22,11,13,Azide
1_0,BioRep1,23,1,18,Azide
1_0,BioRep1,23,2,9,Azide
1_0,BioRep1,23,3,11,Azide
1_0,BioRep1,23,4,13,Azide
1_0,BioRep1,23,5,8,Azide
1_0,BioRep1,23,6,19,Azide
1_0,BioRep1,23,7,12,Azide
1_0,BioRep1,23,8,15,Azide
1_0,BioRep1,23,9,17,Azide
1_0,BioRep1,23,10,14,Azide
1_0,BioRep1,23,11,13,Azide
1_0,BioRep1,23,12,7,Azide
1_0,BioRep1,23,13,10,Azide
1_0,BioRep1,24,1,9,Azide
1_0,BioRep1,24,2,9,Azide
1_0,BioRep1,24,3,10,Azide
1_0,BioRep1,24,4,13,Azide
1_0,BioRep1,24,5,11,Azide
1_0,BioRep1,24,6,12,Azide
1_0,BioRep1,24,7,25,Azide
1_0,BioRep1,24,8,11,Azide
1_0,BioRep1,24,9,30,Azide
1_0,BioRep1,24,10,27,Azide
1_0,BioRep1,24,11,18,Azide
1_0,BioRep1,24,12,15,Azide
1_0,BioRep1,25,1,16,Azide
1_0,BioRep1,25,2,16,Azide
1_0,BioRep1,25,3,12,Azide
1_0,BioRep1,25,4,15,Azide
1_0,BioRep1,25,5,25,Azide
1_0,BioRep1,25,6,22,Azide
1_0,BioRep1,25,7,9,Azide
1_0,BioRep1,25,8,13,Azide
1_0,BioRep1,25,9,20,Azide
1_0,BioRep1,25,10,11,Azide
1_0,BioRep1,26,1,6,Azide
1_0,BioRep1,26,2,16,Azide
1_0,BioRep1,26,3,11,Azide
1_0,BioRep1,26,4,15,Azide
1_0,BioRep1,26,5,13,Azide
1_0,BioRep1,26,6,17,Azide
1_0,BioRep1,26,7,14,Azide
1_0,BioRep1,26,8,27,Azide
1_0,BioRep1,27,1,10,Azide
1_0,BioRep1,27,2,12,Azide
1_0,BioRep1,27,3,12,Azide
1_0,BioRep1,27,4,12,Azide
1_0,BioRep1,27,5,22,Azide
1_0,BioRep1,27,6,15,Azide
1_0,BioRep1,27,7,13,Azide
1_0,BioRep1,27,8,19,Azide
1_0,BioRep1,27,9,7,Azide
1_0,BioRep1,27,10,9,Azide
1_0,BioRep1,27,11,15,Azide
1_0,BioRep1,27,12,19,Azide
1_0,BioRep1,27,13,7,Azide
1_0,BioRep1,27,14,8,Azide
1_0,BioRep1,27,15,16,Azide
1_0,BioRep1,28,1,3,Azide
1_0,BioRep1,28,2,16,Azide
1_0,BioRep1,28,3,21,Azide
1_0,BioRep1,28,4,9,Azide
1_0,BioRep1,28,5,4,Azide
1_0,BioRep1,28,6,7,Azide
1_0,BioRep1,28,7,20,Azide
1_0,BioRep1,28,8,15,Azide
1_0,BioRep1,28,9,15,Azide
1_0,BioRep1,29,1,17,Azide
1_0,BioRep1,29,2,9,Azide
1_0,BioRep1,29,3,19,Azide
1_0,BioRep1,29,4,22,Azide
1_0,BioRep1,29,5,17,Azide
1_0,BioRep1,29,6,24,Azide
1_0,BioRep1,29,7,13,Azide
1_0,BioRep1,29,8,18,Azide
1_0,BioRep1,29,9,7,Azide
1_0,BioRep1,29,10,15,Azide
1_0,BioRep1,29,11,11,Azide
1_0,BioRep1,29,12,20,Azide
1_0,BioRep1,29,13,20,Azide
1_0,BioRep1,29,14,16,Azide
1_0,BioRep1,29,15,16,Azide
1_0,BioRep1,30,1,11,Azide
1_0,BioRep1,30,2,7,Azide
1_0,BioRep1,30,3,17,Azide
1_0,BioRep1,30,4,13,Azide
1_0,BioRep1,30,5,15,Azide
1_0,BioRep1,30,6,12,Azide
1_0,BioRep1,30,7,14,Azide
1_0,BioRep1,30,8,0,Azide
1_0,BioRep1,30,9,8,Azide
1_0,BioRep1,30,10,8,Azide
1_0,BioRep1,30,11,7,Azide
1_0,BioRep1,30,12,18,Azide
1_0,BioRep1,30,13,21,Azide
1_0,BioRep1,30,14,9,Azide
1_0,BioRep1,31,1,8,Azide
1_0,BioRep1,31,2,12,Azide
1_0,BioRep1,31,3,11,Azide
1_0,BioRep1,31,4,22,Azide
1_0,BioRep1,31,5,11,Azide
1_0,BioRep1,31,6,29,Azide
1_0,BioRep1,31,7,12,Azide
1_0,BioRep1,31,8,14,Azide
1_0,BioRep1,31,9,17,Azide
1_0,BioRep1,31,10,13,Azide
1_0,BioRep1,31,11,9,Azide
1_0,BioRep1,31,12,11,Azide
1_0,BioRep1,31,13,20,Azide
1_0,BioRep2,1,1,21,Azide
1_0,BioRep2,1,2,24,Azide
1_0,BioRep2,1,3,10,Azide
1_0,BioRep2,1,4,22,Azide
1_0,BioRep2,1,5,13,Azide
1_0,BioRep2,1,6,15,Azide
1_0,BioRep2,1,7,31,Azide
1_0,BioRep2,1,8,18,Azide
1_0,BioRep2,1,9,10,Azide
1_0,BioRep2,2,1,20,Azide
1_0,BioRep2,2,2,34,Azide
1_0,BioRep2,2,3,12,Azide
1_0,BioRep2,2,4,7,Azide
1_0,BioRep2,2,5,8,Azide
1_0,BioRep2,2,6,18,Azide
1_0,BioRep2,2,7,25,Azide
1_0,BioRep2,2,8,12,Azide
1_0,BioRep2,2,9,23,Azide
1_0,BioRep2,2,10,13,Azide
1_0,BioRep2,3,1,22,Azide
1_0,BioRep2,3,2,15,Azide
1_0,BioRep2,3,3,0,Azide
1_0,BioRep2,3,4,33,Azide
1_0,BioRep2,3,5,26,Azide
1_0,BioRep2,3,6,3,Azide
1_0,BioRep2,3,7,18,Azide
1_0,BioRep2,3,8,22,Azide
1_0,BioRep2,3,9,5,Azide
1_0,BioRep2,3,10,14,Azide
1_0,BioRep2,3,11,10,Azide
1_0,BioRep2,3,12,17,Azide
1_0,BioRep2,3,13,33,Azide
1_0,BioRep2,4,1,14,Azide
1_0,BioRep2,4,2,14,Azide
1_0,BioRep2,4,3,15,Azide
1_0,BioRep2,4,4,15,Azide
1_0,BioRep2,4,5,28,Azide
1_0,BioRep2,5,1,24,Azide
1_0,BioRep2,5,2,20,Azide
1_0,BioRep2,5,3,18,Azide
1_0,BioRep2,5,4,10,Azide
1_0,BioRep2,5,5,6,Azide
1_0,BioRep2,5,6,16,Azide
1_0,BioRep2,5,7,5,Azide
1_0,BioRep2,5,8,0,Azide
1_0,BioRep2,6,1,25,Azide
1_0,BioRep2,6,2,21,Azide
1_0,BioRep2,6,3,19,Azide
1_0,BioRep2,6,4,23,Azide
1_0,BioRep2,6,5,22,Azide
1_0,BioRep2,6,6,17,Azide
1_0,BioRep2,7,1,5,Azide
1_0,BioRep2,7,2,17,Azide
1_0,BioRep2,7,3,12,Azide
1_0,BioRep2,7,4,29,Azide
1_0,BioRep2,7,5,17,Azide
1_0,BioRep2,8,1,17,Azide
1_0,BioRep2,8,2,10,Azide
1_0,BioRep2,8,3,13,Azide
1_0,BioRep2,8,4,5,Azide
1_0,BioRep2,8,5,0,Azide
1_0,BioRep2,8,6,17,Azide
1_0,BioRep2,8,7,0,Azide
1_0,BioRep2,8,8,17,Azide
1_0,BioRep2,8,9,24,Azide
1_0,BioRep2,8,10,15,Azide
1_0,BioRep2,8,11,12,Azide
1_0,BioRep2,8,12,29,Azide
1_0,BioRep2,8,13,26,Azide
1_0,BioRep2,8,14,12,Azide
1_0,BioRep2,9,1,23,Azide
1_0,BioRep2,9,2,20,Azide
1_0,BioRep2,9,3,33,Azide
1_0,BioRep2,9,4,18,Azide
1_0,BioRep2,9,5,34,Azide
1_0,BioRep2,10,1,18,Azide
1_0,BioRep2,10,2,11,Azide
1_0,BioRep2,10,3,13,Azide
1_0,BioRep2,10,4,3,Azide
1_0,BioRep2,10,5,16,Azide
1_0,BioRep2,10,6,19,Azide
1_0,BioRep2,10,7,27,Azide
1_0,BioRep2,10,8,16,Azide
1_0,BioRep2,10,9,25,Azide
1_0,BioRep2,10,10,3,Azide
1_0,BioRep2,11,1,26,Azide
1_0,BioRep2,11,2,14,Azide
1_0,BioRep2,11,3,37,Azide
1_0,BioRep2,11,4,18,Azide
1_0,BioRep2,11,5,15,Azide
1_0,BioRep2,11,6,22,Azide
1_0,BioRep2,11,7,19,Azide
1_0,BioRep2,11,8,8,Azide
1_0,BioRep2,11,9,30,Azide
1_0,BioRep2,11,10,25,Azide
1_0,BioRep2,12,1,3,Azide
1_0,BioRep2,12,2,5,Azide
1_0,BioRep2,12,3,10,Azide
1_0,BioRep2,12,4,21,Azide
1_0,BioRep2,12,5,1,Azide
1_0,BioRep2,12,6,12,Azide
1_0,BioRep2,12,7,17,Azide
1_0,BioRep2,12,8,22,Azide
1_0,BioRep2,12,9,21,Azide
1_0,BioRep2,12,10,14,Azide
1_0,BioRep2,12,11,14,Azide
1_0,BioRep2,12,12,32,Azide
1_0,BioRep2,12,13,14,Azide
1_0,BioRep2,13,1,25,Azide
1_0,BioRep2,13,2,4,Azide
1_0,BioRep2,13,3,18,Azide
1_0,BioRep2,13,4,16,Azide
1_0,BioRep2,13,5,27,Azide
1_0,BioRep2,13,6,11,Azide
1_0,BioRep2,13,7,13,Azide
1_0,BioRep2,13,8,15,Azide
1_0,BioRep2,13,9,11,Azide
1_0,BioRep2,14,1,14,Azide
1_0,BioRep2,14,2,20,Azide
1_0,BioRep2,14,3,5,Azide
1_0,BioRep2,14,4,5,Azide
1_0,BioRep2,14,5,20,Azide
1_0,BioRep2,14,6,12,Azide
1_0,BioRep2,14,7,30,Azide
1_0,BioRep2,14,8,29,Azide
1_0,BioRep2,15,1,23,Azide
1_0,BioRep2,15,2,31,Azide
1_0,BioRep2,15,3,10,Azide
1_0,BioRep2,15,4,16,Azide
1_0,BioRep2,15,5,23,Azide
1_0,BioRep2,15,6,26,Azide
1_0,BioRep2,15,7,16,Azide
1_0,BioRep2,15,8,27,Azide
1_0,BioRep2,15,9,26,Azide
1_0,BioRep2,16,1,12,Azide
1_0,BioRep2,16,2,14,Azide
1_0,BioRep2,16,3,20,Azide
1_0,BioRep2,16,4,14,Azide
1_0,BioRep2,16,5,26,Azide
1_0,BioRep2,16,6,20,Azide
1_0,BioRep2,16,7,26,Azide
1_0,BioRep2,16,8,14,Azide
1_0,BioRep2,16,9,21,Azide
1_0,BioRep2,16,10,13,Azide
1_0,BioRep2,16,11,5,Azide
1_0,BioRep2,17,1,32,Azide
1_0,BioRep2,17,2,29,Azide
1_0,BioRep2,17,3,10,Azide
1_0,BioRep2,17,4,27,Azide
1_0,BioRep2,17,5,10,Azide
1_0,BioRep2,17,6,11,Azide
1_0,BioRep2,17,7,11,Azide
1_0,BioRep2,17,8,25,Azide
1_0,BioRep2,17,9,12,Azide
1_0,BioRep2,17,10,21,Azide
1_0,BioRep2,17,11,12,Azide
1_0,BioRep2,17,12,12,Azide
1_0,BioRep2,18,1,12,Azide
1_0,BioRep2,18,2,28,Azide
1_0,BioRep2,18,3,17,Azide
1_0,BioRep2,18,4,23,Azide
1_0,BioRep2,18,5,23,Azide
1_0,BioRep2,18,6,29,Azide
1_0,BioRep2,19,1,34,Azide
1_0,BioRep2,19,2,11,Azide
1_0,BioRep2,19,3,17,Azide
1_0,BioRep2,19,4,23,Azide
1_0,BioRep2,19,5,14,Azide
1_0,BioRep2,19,6,23,Azide
1_0,BioRep2,19,7,5,Azide
1_0,BioRep2,19,8,14,Azide
1_0,BioRep2,19,9,19,Azide
1_0,BioRep2,20,1,26,Azide
1_0,BioRep2,20,2,2,Azide
1_0,BioRep2,20,3,10,Azide
1_0,BioRep2,20,4,16,Azide
1_0,BioRep2,20,5,14,Azide
1_0,BioRep2,20,6,23,Azide
1_0,BioRep2,20,7,9,Azide
1_0,BioRep2,20,8,1,Azide
1_0,BioRep2,20,9,22,Azide
1_0,BioRep2,20,10,6,Azide
1_0,BioRep2,20,11,19,Azide
1_0,BioRep2,20,12,34,Azide
1_0,BioRep2,20,13,10,Azide
1_0,BioRep2,20,14,11,Azide
1_0,BioRep2,20,15,9,Azide
1_0,BioRep2,20,16,10,Azide
1_0,BioRep2,20,17,22,Azide
1_0,BioRep2,20,18,11,Azide
1_0,BioRep2,20,19,6,Azide
1_0,BioRep2,21,1,25,Azide
1_0,BioRep2,21,2,7,Azide
1_0,BioRep2,21,3,24,Azide
1_0,BioRep2,21,4,23,Azide
1_0,BioRep2,21,5,37,Azide
1_0,BioRep2,22,1,27,Azide
1_0,BioRep2,22,2,12,Azide
1_0,BioRep2,22,3,8,Azide
1_0,BioRep2,22,4,17,Azide
1_0,BioRep2,22,5,13,Azide
1_0,BioRep2,22,6,15,Azide
1_0,BioRep2,22,7,9,Azide
1_0,BioRep2,22,8,16,Azide
1_0,BioRep2,22,9,21,Azide
1_0,BioRep2,22,10,12,Azide
1_0,BioRep2,22,11,8,Azide
1_0,BioRep2,22,12,23,Azide
1_0,BioRep2,22,13,25,Azide
1_0,BioRep2,23,1,14,Azide
1_0,BioRep2,23,2,17,Azide
1_0,BioRep2,23,3,34,Azide
1_0,BioRep2,23,4,11,Azide
1_0,BioRep2,23,5,18,Azide
1_0,BioRep2,23,6,12,Azide
1_0,BioRep2,23,7,23,Azide
1_0,BioRep2,23,8,10,Azide
1_0,BioRep2,23,9,31,Azide
1_0,BioRep2,24,1,21,Azide
1_0,BioRep2,24,2,15,Azide
1_0,BioRep2,24,3,19,Azide
1_0,BioRep2,24,4,21,Azide
1_0,BioRep2,24,5,12,Azide
1_0,BioRep2,24,6,16,Azide
1_0,BioRep2,24,7,12,Azide
1_0,BioRep2,24,8,13,Azide
1_0,BioRep2,24,9,36,Azide
1_0,BioRep2,25,1,25,Azide
1_0,BioRep2,25,2,17,Azide
1_0,BioRep2,25,3,7,Azide
1_0,BioRep2,25,4,25,Azide
1_0,BioRep2,25,5,18,Azide
1_0,BioRep2,25,6,17,Azide
1_0,BioRep2,25,7,17,Azide
1_0,BioRep2,25,8,25,Azide
1_0,BioRep2,26,1,13,Azide
1_0,BioRep2,26,2,45,Azide
1_0,BioRep2,26,3,21,Azide
1_0,BioRep2,26,4,10,Azide
1_0,BioRep2,26,5,16,Azide
1_0,BioRep2,26,6,16,Azide
1_0,BioRep2,26,7,4,Azide
1_0,BioRep2,26,8,6,Azide
1_0,BioRep2,26,9,7,Azide
1_0,BioRep2,26,10,14,Azide
1_0,BioRep2,27,1,11,Azide
1_0,BioRep2,27,2,7,Azide
1_0,BioRep2,27,3,11,Azide
1_0,BioRep2,27,4,8,Azide
1_0,BioRep2,27,5,10,Azide
1_0,BioRep2,27,6,22,Azide
1_0,BioRep2,27,7,15,Azide
1_0,BioRep2,28,1,21,Azide
1_0,BioRep2,28,2,14,Azide
1_0,BioRep2,28,3,15,Azide
1_0,BioRep2,28,4,14,Azide
1_0,BioRep2,28,5,26,Azide
1_0,BioRep2,28,6,14,Azide
1_0,BioRep2,28,7,10,Azide
1_0,BioRep2,28,8,12,Azide
1_0,BioRep2,28,9,8,Azide
1_0,BioRep2,28,10,5,Azide
1_0,BioRep2,28,11,3,Azide
1_0,BioRep2,29,1,13,Azide
1_0,BioRep2,29,2,20,Azide
1_0,BioRep2,29,3,11,Azide
1_0,BioRep2,29,4,15,Azide
1_0,BioRep2,29,5,15,Azide
1_0,BioRep2,29,6,11,Azide
1_0,BioRep2,29,7,7,Azide
1_0,BioRep2,30,1,15,Azide
1_0,BioRep2,30,2,15,Azide
1_0,BioRep2,30,3,9,Azide
1_0,BioRep2,30,4,15,Azide
1_0,BioRep2,30,5,13,Azide
1_0,BioRep2,30,6,23,Azide
1_0,BioRep2,30,7,13,Azide
1_0,BioRep2,30,8,13,Azide
1_0,BioRep2,30,9,9,Azide
1_0,BioRep2,31,1,18,Azide
1_0,BioRep2,31,2,3,Azide
1_0,BioRep2,31,3,15,Azide
1_0,BioRep2,31,4,10,Azide
1_0,BioRep2,31,5,6,Azide
1_0,BioRep2,31,6,19,Azide
1_0,BioRep2,32,1,16,Azide
1_0,BioRep2,32,2,19,Azide
1_0,BioRep2,32,3,19,Azide
1_0,BioRep2,32,4,24,Azide
1_0,BioRep2,32,5,9,Azide
1_0,BioRep2,32,6,19,Azide
1_0,BioRep2,33,1,15,Azide
1_0,BioRep2,33,2,19,Azide
1_0,BioRep2,33,3,20,Azide
1_0,BioRep2,33,4,18,Azide
1_0,BioRep2,33,5,22,Azide
1_0,BioRep2,33,6,10,Azide
1_0,BioRep2,33,7,2,Azide
1_0,BioRep2,33,8,12,Azide
1_0,BioRep2,33,9,22,Azide
1_0,BioRep2,33,10,24,Azide
0_5,BioRep1,1,1,0,Azide
0_5,BioRep1,1,2,1,Azide
0_5,BioRep1,1,3,2,Azide
0_5,BioRep1,1,4,0,Azide
0_5,BioRep1,1,5,0,Azide
0_5,BioRep1,2,1,0,Azide
0_5,BioRep1,2,2,0,Azide
0_5,BioRep1,2,3,0,Azide
0_5,BioRep1,2,4,0,Azide
0_5,BioRep1,2,5,0,Azide
0_5,BioRep1,2,6,0,Azide
0_5,BioRep1,2,7,0,Azide
0_5,BioRep1,2,8,0,Azide
0_5,BioRep1,2,9,0,Azide
0_5,BioRep1,2,10,0,Azide
0_5,BioRep1,2,11,0,Azide
0_5,BioRep1,2,12,0,Azide
0_5,BioRep1,2,13,0,Azide
0_5,BioRep1,2,14,0,Azide
0_5,BioRep1,2,15,0,Azide
0_5,BioRep1,2,16,0,Azide
0_5,BioRep1,2,17,0,Azide
0_5,BioRep1,2,18,0,Azide
0_5,BioRep1,2,19,0,Azide
0_5,BioRep1,3,1,0,Azide
0_5,BioRep1,3,2,0,Azide
0_5,BioRep1,3,3,0,Azide
0_5,BioRep1,3,4,0,Azide
0_5,BioRep1,3,5,0,Azide
0_5,BioRep1,3,6,0,Azide
0_5,BioRep1,3,7,0,Azide
0_5,BioRep1,3,8,0,Azide
0_5,BioRep1,3,9,0,Azide
0_5,BioRep1,3,10,0,Azide
0_5,BioRep1,3,11,0,Azide
0_5,BioRep1,3,12,0,Azide
0_5,BioRep1,3,13,0,Azide
0_5,BioRep1,3,14,0,Azide
0_5,BioRep1,3,15,0,Azide
0_5,BioRep1,3,16,0,Azide
0_5,BioRep1,3,17,0,Azide
0_5,BioRep1,3,18,0,Azide
0_5,BioRep1,3,19,0,Azide
0_5,BioRep1,3,20,0,Azide
0_5,BioRep1,4,1,0,Azide
0_5,BioRep1,4,2,0,Azide
0_5,BioRep1,4,3,0,Azide
0_5,BioRep1,4,4,0,Azide
0_5,BioRep1,4,5,0,Azide
0_5,BioRep1,4,6,0,Azide
0_5,BioRep1,4,7,0,Azide
0_5,BioRep1,4,8,0,Azide
0_5,BioRep1,4,9,0,Azide
0_5,BioRep1,4,10,0,Azide
0_5,BioRep1,4,11,0,Azide
0_5,BioRep1,4,12,0,Azide
0_5,BioRep1,4,13,0,Azide
0_5,BioRep1,4,14,0,Azide
0_5,BioRep1,4,15,0,Azide
0_5,BioRep1,5,1,0,Azide
0_5,BioRep1,5,2,0,Azide
0_5,BioRep1,5,3,0,Azide
0_5,BioRep1,5,4,0,Azide
0_5,BioRep1,5,5,0,Azide
0_5,BioRep1,5,6,0,Azide
0_5,BioRep1,5,7,0,Azide
0_5,BioRep1,5,8,0,Azide
0_5,BioRep1,5,9,0,Azide
0_5,BioRep1,5,10,0,Azide
0_5,BioRep1,5,11,0,Azide
0_5,BioRep1,5,12,0,Azide
0_5,BioRep1,6,1,3,Azide
0_5,BioRep1,6,2,0,Azide
0_5,BioRep1,6,3,0,Azide
0_5,BioRep1,6,4,0,Azide
0_5,BioRep1,6,5,0,Azide
0_5,BioRep1,6,6,0,Azide
0_5,BioRep1,6,7,0,Azide
