Lysate_sample	Dataset	Variable	Term	Value
L36	snake_220403	lp__	n_eff	607.6643854720087
L36	snake_220403	lp__	Rhat	1.0040445555498216
L37	snake_220403	mixing_Sup	mean	0.3033649022920933
L37	snake_220403	mixing_Sup	se_mean	8.15035555740573e-5
L37	snake_220403	mixing_Sup	sd	0.00282383272300184
L37	snake_220403	mixing_Sup	x2.5	0.2979072285788346
L37	snake_220403	mixing_Sup	x25	0.30150202258354175
L37	snake_220403	mixing_Sup	x50	0.30336973969733394
L37	snake_220403	mixing_Sup	x75	0.3052444030619272
L37	snake_220403	mixing_Sup	x97.5	0.30886188835464173
L37	snake_220403	mixing_Sup	n_eff	1200.3967830292256
L37	snake_220403	mixing_Sup	Rhat	1.000975716251788
L37	snake_220403	mixing_Pellet	mean	0.19265374008146977
L37	snake_220403	mixing_Pellet	se_mean	1.8146768065839264e-5
L37	snake_220403	mixing_Pellet	sd	6.439923235905776e-4
L37	snake_220403	mixing_Pellet	x2.5	0.1913703103162371
L37	snake_220403	mixing_Pellet	x25	0.19221699980662635
L37	snake_220403	mixing_Pellet	x50	0.19265506999405457
L37	snake_220403	mixing_Pellet	x75	0.1930997267727375
L37	snake_220403	mixing_Pellet	x97.5	0.193929732958115
L37	snake_220403	mixing_Pellet	n_eff	1259.3974339966442
L37	snake_220403	mixing_Pellet	Rhat	0.999607482233947
L37	snake_220403	phi	mean	248.7459911124131
L37	snake_220403	phi	se_mean	0.3716611257997591
L37	snake_220403	phi	sd	12.031827564083374
L37	snake_220403	phi	x2.5	225.8780589102093
L37	snake_220403	phi	x25	240.09301502416596
L37	snake_220403	phi	x50	248.37193316124495
L37	snake_220403	phi	x75	256.9951207311311
L37	snake_220403	phi	x97.5	272.67690691839886
L37	snake_220403	phi	n_eff	1048.0184350082234
L37	snake_220403	phi	Rhat	1.0006496010794472
L37	snake_220403	lp__	mean	14456639.312627502
L37	snake_220403	lp__	se_mean	0.04691094666887951
L37	snake_220403	lp__	sd	1.2408786384575636
L37	snake_220403	lp__	x2.5	14456636.076773426
L37	snake_220403	lp__	x25	14456638.736970931
L37	snake_220403	lp__	x50	14456639.617869914
L37	snake_220403	lp__	x75	14456640.230142796
L37	snake_220403	lp__	x97.5	14456640.73737298
L37	snake_220403	lp__	n_eff	699.6973390868044
L37	snake_220403	lp__	Rhat	1.0044970776140234
L38	snake_220403	mixing_Sup	mean	0.7297552966572332
L38	snake_220403	mixing_Sup	se_mean	5.629639977701666e-5
L38	snake_220403	mixing_Sup	sd	0.00168077424799934
L38	snake_220403	mixing_Sup	x2.5	0.726502449096511
L38	snake_220403	mixing_Sup	x25	0.7285816506363434
L38	snake_220403	mixing_Sup	x50	0.7297437772304507
L38	snake_220403	mixing_Sup	x75	0.7309068186217346
L38	snake_220403	mixing_Sup	x97.5	0.7329917717743212
L38	snake_220403	mixing_Sup	n_eff	891.3690010388617
L38	snake_220403	mixing_Sup	Rhat	1.0028918030601326
L38	snake_220403	mixing_Pellet	mean	0.16599087459042214
L38	snake_220403	mixing_Pellet	se_mean	5.335036146291742e-5
L38	snake_220403	mixing_Pellet	sd	0.00151285206182169
L38	snake_220403	mixing_Pellet	x2.5	0.16301914394395148
L38	snake_220403	mixing_Pellet	x25	0.1649735046093102
L38	snake_220403	mixing_Pellet	x50	0.1659767018553218
L38	snake_220403	mixing_Pellet	x75	0.1669788152346669
L38	snake_220403	mixing_Pellet	x97.5	0.16890427993185014
L38	snake_220403	mixing_Pellet	n_eff	804.1150499192601
L38	snake_220403	mixing_Pellet	Rhat	1.0028070248274836
L38	snake_220403	phi	mean	739.9453200209002
L38	snake_220403	phi	se_mean	1.182631665655714
L38	snake_220403	phi	sd	35.958346655614314
L38	snake_220403	phi	x2.5	669.058261431232
L38	snake_220403	phi	x25	715.0904002114362
L38	snake_220403	phi	x50	738.9983847358071
L38	snake_220403	phi	x75	763.4944905006985
L38	snake_220403	phi	x97.5	811.0777513827309
L38	snake_220403	phi	n_eff	924.4861796882004
L38	snake_220403	phi	Rhat	1.0081386392119518
L38	snake_220403	lp__	mean	39211444.80924477
L38	snake_220403	lp__	se_mean	0.05048461247557746
L38	snake_220403	lp__	sd	1.285252500351128
L38	snake_220403	lp__	x2.5	39211441.58707735
L38	snake_220403	lp__	x25	39211444.26970035
L38	snake_220403	lp__	x50	39211445.17925764
L38	snake_220403	lp__	x75	39211445.72008154
L38	snake_220403	lp__	x97.5	39211446.21682014
L38	snake_220403	lp__	n_eff	648.1251302290779
L38	snake_220403	lp__	Rhat	1.0013334089959374
L39	snake_220403	mixing_Sup	mean	0.8674514372774864
L39	snake_220403	mixing_Sup	se_mean	9.154423697094672e-5
L39	snake_220403	mixing_Sup	sd	0.00286231396294308
L39	snake_220403	mixing_Sup	x2.5	0.8616829855927804
L39	snake_220403	mixing_Sup	x25	0.8655852496016757
L39	snake_220403	mixing_Sup	x50	0.8675400023092434
L39	snake_220403	mixing_Sup	x75	0.8693548227162055
L39	snake_220403	mixing_Sup	x97.5	0.8728581552057073
L39	snake_220403	mixing_Sup	n_eff	977.625497737024
L39	snake_220403	mixing_Sup	Rhat	1.0022780532226108
L39	snake_220403	mixing_Pellet	mean	0.3991121448307881
L39	snake_220403	mixing_Pellet	se_mean	5.602947514027928e-5
L39	snake_220403	mixing_Pellet	sd	0.00172550295219439
L39	snake_220403	mixing_Pellet	x2.5	0.3958776624798753
L39	snake_220403	mixing_Pellet	x25	0.3979229888038201
L39	snake_220403	mixing_Pellet	x50	0.3990580554769505
L39	snake_220403	mixing_Pellet	x75	0.4003120191955899
L39	snake_220403	mixing_Pellet	x97.5	0.4026159611593827
L39	snake_220403	mixing_Pellet	n_eff	948.4147615919396
L39	snake_220403	mixing_Pellet	Rhat	1.0025081877407764
L39	snake_220403	phi	mean	514.0038047811424
L39	snake_220403	phi	se_mean	0.8185391406261567
L39	snake_220403	phi	sd	20.660800973737448
L39	snake_220403	phi	x2.5	475.1403171651075
L39	snake_220403	phi	x25	499.53999619046726
L39	snake_220403	phi	x50	513.4337875284957
L39	snake_220403	phi	x75	527.0784897829058
L39	snake_220403	phi	x97.5	554.9859698886673
L39	snake_220403	phi	n_eff	637.1114437523347
L39	snake_220403	phi	Rhat	1.0035432477437558
L39	snake_220403	lp__	mean	45223345.26444223
L39	snake_220403	lp__	se_mean	0.05170360710030677
L39	snake_220403	lp__	sd	1.2652783497891054
L39	snake_220403	lp__	x2.5	45223341.91157593
L39	snake_220403	lp__	x25	45223344.73200211
L39	snake_220403	lp__	x50	45223345.58831544
L39	snake_220403	lp__	x75	45223346.152926415
L39	snake_220403	lp__	x97.5	45223346.653705895
L39	snake_220403	lp__	n_eff	598.8671186190006
L39	snake_220403	lp__	Rhat	1.001532983467736
L40	snake_220403	mixing_Sup	mean	0.835167234481121
L40	snake_220403	mixing_Sup	se_mean	1.175170395464606e-4
L40	snake_220403	mixing_Sup	sd	0.00379903091917061
L40	snake_220403	mixing_Sup	x2.5	0.8278279723566576
L40	snake_220403	mixing_Sup	x25	0.8325387974944733
L40	snake_220403	mixing_Sup	x50	0.8351151356514731
L40	snake_220403	mixing_Sup	x75	0.837706609726484
L40	snake_220403	mixing_Sup	x97.5	0.8426982302419631
L40	snake_220403	mixing_Sup	n_eff	1045.0666088213654
L40	snake_220403	mixing_Sup	Rhat	1.0027157682347796
L40	snake_220403	mixing_Pellet	mean	1.0799177893558844
L40	snake_220403	mixing_Pellet	se_mean	8.849401299966909e-5
L40	snake_220403	mixing_Pellet	sd	0.00296911666840551
L40	snake_220403	mixing_Pellet	x2.5	1.0741767999764638
L40	snake_220403	mixing_Pellet	x25	1.0780028708596754
L40	snake_220403	mixing_Pellet	x50	1.079959736361225
L40	snake_220403	mixing_Pellet	x75	1.0819313488884612
L40	snake_220403	mixing_Pellet	x97.5	1.0856966940171464
L40	snake_220403	mixing_Pellet	n_eff	1125.7105767425348
L40	snake_220403	mixing_Pellet	Rhat	1.0025164518458756
L40	snake_220403	phi	mean	465.8322609609059
L40	snake_220403	phi	se_mean	0.5369158144154077
L40	snake_220403	phi	sd	15.964530058741898
L40	snake_220403	phi	x2.5	434.9422856232266
L40	snake_220403	phi	x25	454.5534760399202
L40	snake_220403	phi	x50	465.7782469990297
L40	snake_220403	phi	x75	475.8236749039551
L40	snake_220403	phi	x97.5	499.1308091639035
L40	snake_220403	phi	n_eff	884.0969370364528
L40	snake_220403	phi	Rhat	1.003616144794396
L40	snake_220403	lp__	mean	60956684.73974968
L40	snake_220403	lp__	se_mean	0.04571132714136115
L40	snake_220403	lp__	sd	1.192136303868662
L40	snake_220403	lp__	x2.5	60956681.6883008
L40	snake_220403	lp__	x25	60956684.181394115
L40	snake_220403	lp__	x50	60956685.05347119
L40	snake_220403	lp__	x75	60956685.60272829
L40	snake_220403	lp__	x97.5	60956686.08450858
L40	snake_220403	lp__	n_eff	680.1491607905879
L40	snake_220403	lp__	Rhat	1.0000135381257484
L41	snake_220725	mixing_Sup	mean	0.6322843983780903
L41	snake_220725	mixing_Sup	se_mean	4.72918902382232e-5
L41	snake_220725	mixing_Sup	sd	0.0015544347486882
L41	snake_220725	mixing_Sup	x2.5	0.6293803008940442
L41	snake_220725	mixing_Sup	x25	0.6312380065927283
L41	snake_220725	mixing_Sup	x50	0.6322325397083387
L41	snake_220725	mixing_Sup	x75	0.6332826782793586
L41	snake_220725	mixing_Sup	x97.5	0.6354588800498061
L41	snake_220725	mixing_Sup	n_eff	1080.3678366304116
L41	snake_220725	mixing_Sup	Rhat	0.999240447627163
L41	snake_220725	mixing_Pellet	mean	0.12674735051740663
L41	snake_220725	mixing_Pellet	se_mean	7.734860952138634e-5
L41	snake_220725	mixing_Pellet	sd	0.00223644237176941
L41	snake_220725	mixing_Pellet	x2.5	0.12219222318469686
L41	snake_220725	mixing_Pellet	x25	0.1253032996876992
L41	snake_220725	mixing_Pellet	x50	0.12679482765985448
L41	snake_220725	mixing_Pellet	x75	0.12818783850977006
L41	snake_220725	mixing_Pellet	x97.5	0.1310913756987282
L41	snake_220725	mixing_Pellet	n_eff	836.0079394359268
L41	snake_220725	mixing_Pellet	Rhat	0.9997575403495635
L41	snake_220725	phi	mean	138.3060633506909
L41	snake_220725	phi	se_mean	0.13122149527884383
L41	snake_220725	phi	sd	3.6921297001488895
L41	snake_220725	phi	x2.5	130.74843093939575
L41	snake_220725	phi	x25	135.99375156002955
L41	snake_220725	phi	x50	138.3148605472859
L41	snake_220725	phi	x75	140.70825825003772
L41	snake_220725	phi	x97.5	145.72568870074176
L41	snake_220725	phi	n_eff	791.6695358292541
L41	snake_220725	phi	Rhat	1.0066745645389856
L41	snake_220725	lp__	mean	105318235.66482285
L41	snake_220725	lp__	se_mean	0.04888209345875086
L41	snake_220725	lp__	sd	1.274616758301157
L41	snake_220725	lp__	x2.5	105318232.20411023
L41	snake_220725	lp__	x25	105318235.13605294
L41	snake_220725	lp__	x50	105318236.02743636
L41	snake_220725	lp__	x75	105318236.56724931
L41	snake_220725	lp__	x97.5	105318237.0433792
L41	snake_220725	lp__	n_eff	679.9228775752214
L41	snake_220725	lp__	Rhat	1.000606120715375
L43	snake_220725	mixing_Sup	mean	0.2799402317615554
L43	snake_220725	mixing_Sup	se_mean	6.0761479276122265e-5
L43	snake_220725	mixing_Sup	sd	0.00187964809478102
L43	snake_220725	mixing_Sup	x2.5	0.27642044647245395
L43	snake_220725	mixing_Sup	x25	0.2786395789091229
L43	snake_220725	mixing_Sup	x50	0.2799278915804152
L43	snake_220725	mixing_Sup	x75	0.2811949999252171
L43	snake_220725	mixing_Sup	x97.5	0.283736637077018
L43	snake_220725	mixing_Sup	n_eff	956.9658075779654
L43	snake_220725	mixing_Sup	Rhat	0.9995804906117832
L43	snake_220725	mixing_Pellet	mean	0.43285358341983887
L43	snake_220725	mixing_Pellet	se_mean	5.871983264109044e-5
L43	snake_220725	mixing_Pellet	sd	0.00189689575469456
L43	snake_220725	mixing_Pellet	x2.5	0.4291322374558087
L43	snake_220725	mixing_Pellet	x25	0.4316097641464055
L43	snake_220725	mixing_Pellet	x50	0.432864453955911
L43	snake_220725	mixing_Pellet	x75	0.434132474836572
L43	snake_220725	mixing_Pellet	x97.5	0.4364941176896131
L43	snake_220725	mixing_Pellet	n_eff	1043.559728026729
L43	snake_220725	mixing_Pellet	Rhat	0.999000876549642
L43	snake_220725	phi	mean	96.9206185234778
L43	snake_220725	phi	se_mean	0.08023688574715074
L43	snake_220725	phi	sd	2.439387122569932
L43	snake_220725	phi	x2.5	92.19404829992764
L43	snake_220725	phi	x25	95.2473475629957
L43	snake_220725	phi	x50	96.939835434061
L43	snake_220725	phi	x75	98.59708993290356
L43	snake_220725	phi	x97.5	101.6419580481726
L43	snake_220725	phi	n_eff	924.3007933296556
L43	snake_220725	phi	Rhat	1.0002689603324388
L43	snake_220725	lp__	mean	77537585.21341966
L43	snake_220725	lp__	se_mean	0.04200301857212425
L43	snake_220725	lp__	sd	1.1957461004360477
L43	snake_220725	lp__	x2.5	77537582.03796035
L43	snake_220725	lp__	x25	77537584.75566226
L43	snake_220725	lp__	x50	77537585.51634079
L43	snake_220725	lp__	x75	77537586.06620613
L43	snake_220725	lp__	x97.5	77537586.56971829
L43	snake_220725	lp__	n_eff	810.4326734509593
L43	snake_220725	lp__	Rhat	1.0046271076872824
L44	snake_220725	mixing_Sup	mean	0.37798479828028664
L44	snake_220725	mixing_Sup	se_mean	3.001684064574775e-5
L44	snake_220725	mixing_Sup	sd	9.767879385810588e-4
L44	snake_220725	mixing_Sup	x2.5	0.3760559751088776
L44	snake_220725	mixing_Sup	x25	0.3773411363550654
L44	snake_220725	mixing_Sup	x50	0.3780036502295857
L44	snake_220725	mixing_Sup	x75	0.37863888192297807
L44	snake_220725	mixing_Sup	x97.5	0.3798108666753299
L44	snake_220725	mixing_Sup	n_eff	1058.9382049378778
L44	snake_220725	mixing_Sup	Rhat	1.0028645688160456
L44	snake_220725	mixing_Pellet	mean	0.11319039690822393
L44	snake_220725	mixing_Pellet	se_mean	5.98362344650763e-5
L44	snake_220725	mixing_Pellet	sd	0.00187326431321639
L44	snake_220725	mixing_Pellet	x2.5	0.10966579463765797
L44	snake_220725	mixing_Pellet	x25	0.11195296965807966
L44	snake_220725	mixing_Pellet	x50	0.1131529153321658
L44	snake_220725	mixing_Pellet	x75	0.11443378074433876
L44	snake_220725	mixing_Pellet	x97.5	0.11688978452329823
L44	snake_220725	mixing_Pellet	n_eff	980.0982386800624
L44	snake_220725	mixing_Pellet	Rhat	1.0054892854531945
L44	snake_220725	phi	mean	199.36894574203257
L44	snake_220725	phi	se_mean	0.18557037574874993
L44	snake_220725	phi	sd	5.700499031563245
L44	snake_220725	phi	x2.5	188.38141004847995
L44	snake_220725	phi	x25	195.6604607615592
L44	snake_220725	phi	x50	199.05194200551455
L44	snake_220725	phi	x75	203.0962890072348
L44	snake_220725	phi	x97.5	211.2026303030431
L44	snake_220725	phi	n_eff	943.6445982902673
L44	snake_220725	phi	Rhat	1.001156061774512
L44	snake_220725	lp__	mean	77412393.75681095
L44	snake_220725	lp__	se_mean	0.05284421286415967
L44	snake_220725	lp__	sd	1.2046849355785323
L44	snake_220725	lp__	x2.5	77412390.74670322
L44	snake_220725	lp__	x25	77412393.19452845
L44	snake_220725	lp__	x50	77412394.087879
L44	snake_220725	lp__	x75	77412394.64005126
L44	snake_220725	lp__	x97.5	77412395.12799907
L44	snake_220725	lp__	n_eff	519.699252994433
L44	snake_220725	lp__	Rhat	1.0004055437097468
L46	snake_220725	mixing_Sup	mean	1.0510696265632558
L46	snake_220725	mixing_Sup	se_mean	2.3470808703690533e-4
L46	snake_220725	mixing_Sup	sd	0.00733508197883407
L46	snake_220725	mixing_Sup	x2.5	1.0372405386614731
L46	snake_220725	mixing_Sup	x25	1.046246231070363
L46	snake_220725	mixing_Sup	x50	1.0507188116588102
L46	snake_220725	mixing_Sup	x75	1.0558395562105147
L46	snake_220725	mixing_Sup	x97.5	1.0658346819050668
L46	snake_220725	mixing_Sup	n_eff	976.6834675504344
L46	snake_220725	mixing_Sup	Rhat	1.004501227714812
L46	snake_220725	mixing_Pellet	mean	0.4611808480489205
L46	snake_220725	mixing_Pellet	se_mean	6.508009781054263e-5
L46	snake_220725	mixing_Pellet	sd	0.0020621167740945
L46	snake_220725	mixing_Pellet	x2.5	0.4571016952794414
L46	snake_220725	mixing_Pellet	x25	0.4598925815604808
L46	snake_220725	mixing_Pellet	x50	0.461211633291954
L46	snake_220725	mixing_Pellet	x75	0.4625827663232752
L46	snake_220725	mixing_Pellet	x97.5	0.46517392651744593
L46	snake_220725	mixing_Pellet	n_eff	1003.9916849901036
L46	snake_220725	mixing_Pellet	Rhat	1.0059808019832637
L46	snake_220725	phi	mean	96.4770063296936
L46	snake_220725	phi	se_mean	0.0746544371614082
L46	snake_220725	phi	sd	2.4131316022414655
L46	snake_220725	phi	x2.5	91.68597484320584
L46	snake_220725	phi	x25	94.9428270423336
L46	snake_220725	phi	x50	96.41933338962652
L46	snake_220725	phi	x75	98.05749896599768
L46	snake_220725	phi	x97.5	101.30351230429407
L46	snake_220725	phi	n_eff	1044.842340270237
L46	snake_220725	phi	Rhat	1.0018213244191674
L46	snake_220725	lp__	mean	76275049.87677601
L46	snake_220725	lp__	se_mean	0.05258351757915364
L46	snake_220725	lp__	sd	1.275774383211966
L46	snake_220725	lp__	x2.5	76275046.61091018
L46	snake_220725	lp__	x25	76275049.23886141
L46	snake_220725	lp__	x50	76275050.2048673
L46	snake_220725	lp__	x75	76275050.82039079
L46	snake_220725	lp__	x97.5	76275051.34383549
L46	snake_220725	lp__	n_eff	588.6382579797306
L46	snake_220725	lp__	Rhat	1.0096481872141396
L47	snake_220725	mixing_Sup	mean	1.0826549078893668
L47	snake_220725	mixing_Sup	se_mean	6.109782010467437e-5
L47	snake_220725	mixing_Sup	sd	0.00194724247840852
L47	snake_220725	mixing_Sup	x2.5	1.078925817903972
L47	snake_220725	mixing_Sup	x25	1.0813015273795243
L47	snake_220725	mixing_Sup	x50	1.082637650660088
L47	snake_220725	mixing_Sup	x75	1.0839292667426048
L47	snake_220725	mixing_Sup	x97.5	1.0864569960354689
L47	snake_220725	mixing_Sup	n_eff	1015.75422887076
L47	snake_220725	mixing_Sup	Rhat	1.0033057521266602
L47	snake_220725	mixing_Pellet	mean	0.12164078409529694
L47	snake_220725	mixing_Pellet	se_mean	3.907717834070396e-5
L47	snake_220725	mixing_Pellet	sd	0.00105463249997124
L47	snake_220725	mixing_Pellet	x2.5	0.11949574862690111
L47	snake_220725	mixing_Pellet	x25	0.12095523713334876
L47	snake_220725	mixing_Pellet	x50	0.12166651065473252
L47	snake_220725	mixing_Pellet	x75	0.122366155863863
L47	snake_220725	mixing_Pellet	x97.5	0.1236043003962598
L47	snake_220725	mixing_Pellet	n_eff	728.3764695675313
L47	snake_220725	mixing_Pellet	Rhat	1.0034641012367087
L47	snake_220725	phi	mean	503.039535413923
L47	snake_220725	phi	se_mean	0.6131219821610248
L47	snake_220725	phi	sd	18.60964365919253
L47	snake_220725	phi	x2.5	469.7943440937342
L47	snake_220725	phi	x25	490.4147689066125
L47	snake_220725	phi	x50	502.3941217862845
L47	snake_220725	phi	x75	515.096981436963
L47	snake_220725	phi	x97.5	544.4131133007186
L47	snake_220725	phi	n_eff	921.260265807235
L47	snake_220725	phi	Rhat	1.0018142500252427
L47	snake_220725	lp__	mean	81376597.00364006
L47	snake_220725	lp__	se_mean	0.0473513166854185
L47	snake_220725	lp__	sd	1.2525914461139838
L47	snake_220725	lp__	x2.5	81376593.70378172
L47	snake_220725	lp__	x25	81376596.45947754
L47	snake_220725	lp__	x50	81376597.33975418
L47	snake_220725	lp__	x75	81376597.92327732
L47	snake_220725	lp__	x97.5	81376598.40907703
L47	snake_220725	lp__	n_eff	699.7691037350636
L47	snake_220725	lp__	Rhat	1.006571279700612
L48	snake_220725	mixing_Sup	mean	0.5771646635283112
L48	snake_220725	mixing_Sup	se_mean	2.8996877268719628e-5
L48	snake_220725	mixing_Sup	sd	8.546932861940442e-4
L48	snake_220725	mixing_Sup	x2.5	0.575465207530864
L48	snake_220725	mixing_Sup	x25	0.5765802597988094
L48	snake_220725	mixing_Sup	x50	0.577181003183499
L48	snake_220725	mixing_Sup	x75	0.5777599853389054
L48	snake_220725	mixing_Sup	x97.5	0.5787850223162869
L48	snake_220725	mixing_Sup	n_eff	868.7966231389365
L48	snake_220725	mixing_Sup	Rhat	1.0018299226507017
L48	snake_220725	mixing_Pellet	mean	0.05623241996062999
L48	snake_220725	mixing_Pellet	se_mean	2.095153205055036e-5
L48	snake_220725	mixing_Pellet	sd	5.636761322338255e-4
L48	snake_220725	mixing_Pellet	x2.5	0.05514564996491653
L48	snake_220725	mixing_Pellet	x25	0.05584481380584377
L48	snake_220725	mixing_Pellet	x50	0.05621981230979228
L48	snake_220725	mixing_Pellet	x75	0.05661708597102557
L48	snake_220725	mixing_Pellet	x97.5	0.05732896050218136
L48	snake_220725	mixing_Pellet	n_eff	723.8152358189752
L48	snake_220725	mixing_Pellet	Rhat	1.002192462241358
L48	snake_220725	phi	mean	1242.7170842450369
L48	snake_220725	phi	se_mean	2.62991312778499
L48	snake_220725	phi	sd	72.51809521125615
L48	snake_220725	phi	x2.5	1103.7356447918603
L48	snake_220725	phi	x25	1195.8338757009417
L48	snake_220725	phi	x50	1240.3718600381876
L48	snake_220725	phi	x75	1290.1185460009967
L48	snake_220725	phi	x97.5	1385.9446673562993
L48	snake_220725	phi	n_eff	760.3437327076163
L48	snake_220725	phi	Rhat	0.9996803255541196
L48	snake_220725	lp__	mean	61764822.63683394
L48	snake_220725	lp__	se_mean	0.05219976483902489
L48	snake_220725	lp__	sd	1.2495040402070563
L48	snake_220725	lp__	x2.5	61764819.42404022
L48	snake_220725	lp__	x25	61764822.07917732
L48	snake_220725	lp__	x50	61764822.97753559
L48	snake_220725	lp__	x75	61764823.51955643
L48	snake_220725	lp__	x97.5	61764824.020751975
L48	snake_220725	lp__	n_eff	572.978381682245
L48	snake_220725	lp__	Rhat	1.006374398089227
L49	snake_220725	mixing_Sup	mean	0.8256438699962326
L49	snake_220725	mixing_Sup	se_mean	3.981144252823007e-5
L49	snake_220725	mixing_Sup	sd	0.00118997706112289
L49	snake_220725	mixing_Sup	x2.5	0.8232667562741147
L49	snake_220725	mixing_Sup	x25	0.8248524153888439
L49	snake_220725	mixing_Sup	x50	0.8256542838477834
L49	snake_220725	mixing_Sup	x75	0.8264611857069832
L49	snake_220725	mixing_Sup	x97.5	0.827870673054861
L49	snake_220725	mixing_Sup	n_eff	893.4316866263607
L49	snake_220725	mixing_Sup	Rhat	1.0052276116842596
L49	snake_220725	mixing_Pellet	mean	0.09898689172815182
L49	snake_220725	mixing_Pellet	se_mean	2.9272414064331525e-5
L49	snake_220725	mixing_Pellet	sd	8.183625735506665e-4
L49	snake_220725	mixing_Pellet	x2.5	0.09750367420398132
L49	snake_220725	mixing_Pellet	x25	0.09838825464406742
L49	snake_220725	mixing_Pellet	x50	0.09896921936231408
L49	snake_220725	mixing_Pellet	x75	0.09952670255651457
L49	snake_220725	mixing_Pellet	x97.5	0.1007113990627976
L49	snake_220725	mixing_Pellet	n_eff	781.5818029400535
L49	snake_220725	mixing_Pellet	Rhat	1.0068438410418976
L49	snake_220725	phi	mean	963.5150174864808
L49	snake_220725	phi	se_mean	1.4468034034531538
L49	snake_220725	phi	sd	42.40981257748372
L49	snake_220725	phi	x2.5	885.9060202410839
L49	snake_220725	phi	x25	933.8306777668336
L49	snake_220725	phi	x50	961.6740541132732
L49	snake_220725	phi	x75	992.7107509798506
L49	snake_220725	phi	x97.5	1051.21789373097
L49	snake_220725	phi	n_eff	859.238370676551
L49	snake_220725	phi	Rhat	1.00362801186314
L49	snake_220725	lp__	mean	87102141.73289263
L49	snake_220725	lp__	se_mean	0.05763188796559733
L49	snake_220725	lp__	sd	1.2273174969000662
L49	snake_220725	lp__	x2.5	87102138.44757952
L49	snake_220725	lp__	x25	87102141.22540566
L49	snake_220725	lp__	x50	87102142.05755532
L49	snake_220725	lp__	x75	87102142.58801866
L49	snake_220725	lp__	x97.5	87102143.11502655
L49	snake_220725	lp__	n_eff	453.5113468125368
L49	snake_220725	lp__	Rhat	1.0065032911544678
L50	snake_220725	mixing_Sup	mean	1.8679847236729936
L50	snake_220725	mixing_Sup	se_mean	1.239329655579898e-4
L50	snake_220725	mixing_Sup	sd	0.00359965544895812
L50	snake_220725	mixing_Sup	x2.5	1.860958328953784
L50	snake_220725	mixing_Sup	x25	1.8655767755163648
L50	snake_220725	mixing_Sup	x50	1.8679575535794883
L50	snake_220725	mixing_Sup	x75	1.8702810909979992
L50	snake_220725	mixing_Sup	x97.5	1.8750895185789216
L50	snake_220725	mixing_Sup	n_eff	843.6225545373304
L50	snake_220725	mixing_Sup	Rhat	1.0015174109664662
L50	snake_220725	mixing_Pellet	mean	0.08114923278444656
L50	snake_220725	mixing_Pellet	se_mean	3.1307984285848746e-5
L50	snake_220725	mixing_Pellet	sd	8.691299735531583e-4
L50	snake_220725	mixing_Pellet	x2.5	0.07940251480683957
L50	snake_220725	mixing_Pellet	x25	0.08055319629482521
L50	snake_220725	mixing_Pellet	x50	0.08115212990083417
L50	snake_220725	mixing_Pellet	x75	0.08172977253751446
L50	snake_220725	mixing_Pellet	x97.5	0.08282649418152013
L50	snake_220725	mixing_Pellet	n_eff	770.6536522244163
L50	snake_220725	mixing_Pellet	Rhat	1.000533857131358
L50	snake_220725	phi	mean	500.5924177635002
L50	snake_220725	phi	se_mean	0.6615398466125317
L50	snake_220725	phi	sd	18.033179646532847
L50	snake_220725	phi	x2.5	467.377937268748
L50	snake_220725	phi	x25	487.94603358598806
L50	snake_220725	phi	x50	500.6326261516237
L50	snake_220725	phi	x75	513.0007268629387
L50	snake_220725	phi	x97.5	536.6644841261458
L50	snake_220725	phi	n_eff	743.0749173511457
L50	snake_220725	phi	Rhat	1.0009859865302069
L50	snake_220725	lp__	mean	94331428.70051748
L50	snake_220725	lp__	se_mean	0.04750926027367899
L50	snake_220725	lp__	sd	1.250149618807737
L50	snake_220725	lp__	x2.5	94331425.56633385
L50	snake_220725	lp__	x25	94331428.13671447
L50	snake_220725	lp__	x50	94331429.02846748
L50	snake_220725	lp__	x75	94331429.58904414
L50	snake_220725	lp__	x97.5	94331430.10084198
L50	snake_220725	lp__	n_eff	692.4165642878542
L50	snake_220725	lp__	Rhat	1.0058270070295283
L57	snake_221019	mixing_Sup	mean	1.2815210981195668
L57	snake_221019	mixing_Sup	se_mean	1.199685061210158e-4
L57	snake_221019	mixing_Sup	sd	0.00388576166046857
L57	snake_221019	mixing_Sup	x2.5	1.273886629723709
L57	snake_221019	mixing_Sup	x25	1.2789555012142044
L57	snake_221019	mixing_Sup	x50	1.2816012263112642
L57	snake_221019	mixing_Sup	x75	1.2842384258332833
L57	snake_221019	mixing_Sup	x97.5	1.2890262629171336
L57	snake_221019	mixing_Sup	n_eff	1049.1022439713613
L57	snake_221019	mixing_Sup	Rhat	1.0006896034219397
L57	snake_221019	mixing_Pellet	mean	0.26953326677825307
L57	snake_221019	mixing_Pellet	se_mean	7.152439195684551e-5
L57	snake_221019	mixing_Pellet	sd	0.00221918661961293
L57	snake_221019	mixing_Pellet	x2.5	0.2651959977037872
L57	snake_221019	mixing_Pellet	x25	0.2680938933750714
L57	snake_221019	mixing_Pellet	x50	0.26951794874110674
L57	snake_221019	mixing_Pellet	x75	0.27097432703017793
L57	snake_221019	mixing_Pellet	x97.5	0.2740833146910749
L57	snake_221019	mixing_Pellet	n_eff	962.6741306806948
L57	snake_221019	mixing_Pellet	Rhat	1.0012611776179805
L57	snake_221019	phi	mean	231.43064403862883
