Lysate_sample	Dataset	Variable	Term	Value
L70	snake_221019	mixing_Sup	x97.5	0.5685178508631304
L70	snake_221019	mixing_Sup	n_eff	1094.6370736858134
L70	snake_221019	mixing_Sup	Rhat	1.0026757330138762
L70	snake_221019	mixing_Pellet	mean	0.41423013569408845
L70	snake_221019	mixing_Pellet	se_mean	5.612036132097454e-5
L70	snake_221019	mixing_Pellet	sd	0.00186319411091083
L70	snake_221019	mixing_Pellet	x2.5	0.4105154442044609
L70	snake_221019	mixing_Pellet	x25	0.4129767765006542
L70	snake_221019	mixing_Pellet	x50	0.4142631458470487
L70	snake_221019	mixing_Pellet	x75	0.4155356590614598
L70	snake_221019	mixing_Pellet	x97.5	0.4177281156972886
L70	snake_221019	mixing_Pellet	n_eff	1102.23776978771
L70	snake_221019	mixing_Pellet	Rhat	1.0008609089824998
L70	snake_221019	phi	mean	199.31562747748043
L70	snake_221019	phi	se_mean	0.18758844577240977
L70	snake_221019	phi	sd	6.472286160080592
L70	snake_221019	phi	x2.5	187.26908462199177
L70	snake_221019	phi	x25	194.679475502384
L70	snake_221019	phi	x50	199.35432950583828
L70	snake_221019	phi	x75	203.4888120472184
L70	snake_221019	phi	x97.5	212.724680694466
L70	snake_221019	phi	n_eff	1190.4283219484066
L70	snake_221019	phi	Rhat	1.0024474425247822
L70	snake_221019	lp__	mean	47987849.80948463
L70	snake_221019	lp__	se_mean	0.04303330843007915
L70	snake_221019	lp__	sd	1.2184832100000038
L70	snake_221019	lp__	x2.5	47987846.58082461
L70	snake_221019	lp__	x25	47987849.25904688
L70	snake_221019	lp__	x50	47987850.10348368
L70	snake_221019	lp__	x75	47987850.70293343
L70	snake_221019	lp__	x97.5	47987851.197917655
L70	snake_221019	lp__	n_eff	801.7327528744975
L70	snake_221019	lp__	Rhat	1.0064170897937423
L71	snake_221019	mixing_Sup	mean	0.5205758224769759
L71	snake_221019	mixing_Sup	se_mean	1.8243694715976285e-4
L71	snake_221019	mixing_Sup	sd	0.00526655870966329
L71	snake_221019	mixing_Sup	x2.5	0.5097961073334153
L71	snake_221019	mixing_Sup	x25	0.5169751592379488
L71	snake_221019	mixing_Sup	x50	0.5206808195639154
L71	snake_221019	mixing_Sup	x75	0.5241465597403026
L71	snake_221019	mixing_Sup	x97.5	0.5310457612957972
L71	snake_221019	mixing_Sup	n_eff	833.3515878118915
L71	snake_221019	mixing_Sup	Rhat	1.0012163473880316
L71	snake_221019	mixing_Pellet	mean	0.6579378606033779
L71	snake_221019	mixing_Pellet	se_mean	1.0393204601449576e-4
L71	snake_221019	mixing_Pellet	sd	0.00316027152869377
L71	snake_221019	mixing_Pellet	x2.5	0.6518751544183088
L71	snake_221019	mixing_Pellet	x25	0.655767038401453
L71	snake_221019	mixing_Pellet	x50	0.6578811458216167
L71	snake_221019	mixing_Pellet	x75	0.6600298180084012
L71	snake_221019	mixing_Pellet	x97.5	0.6642075082704175
L71	snake_221019	mixing_Pellet	n_eff	924.5913865420788
L71	snake_221019	mixing_Pellet	Rhat	1.0017720513523851
L71	snake_221019	phi	mean	96.77412153322136
L71	snake_221019	phi	se_mean	0.08530786274194921
L71	snake_221019	phi	sd	2.652581867796884
L71	snake_221019	phi	x2.5	91.74203471084768
L71	snake_221019	phi	x25	94.97386494214554
L71	snake_221019	phi	x50	96.69984865012262
L71	snake_221019	phi	x75	98.50697166844584
L71	snake_221019	phi	x97.5	102.17542428458994
L71	snake_221019	phi	n_eff	966.8508206449238
L71	snake_221019	phi	Rhat	1.0003869026703889
L71	snake_221019	lp__	mean	57950729.11175653
L71	snake_221019	lp__	se_mean	0.04500694919605207
L71	snake_221019	lp__	sd	1.2881572802864465
L71	snake_221019	lp__	x2.5	57950725.93659202
L71	snake_221019	lp__	x25	57950728.56781762
L71	snake_221019	lp__	x50	57950729.45109385
L71	snake_221019	lp__	x75	57950730.04158921
L71	snake_221019	lp__	x97.5	57950730.560989335
L71	snake_221019	lp__	n_eff	819.1786677585167
L71	snake_221019	lp__	Rhat	1.0029628064964726
L72	snake_221019	mixing_Sup	mean	0.731544920248329
L72	snake_221019	mixing_Sup	se_mean	8.497752000784536e-5
L72	snake_221019	mixing_Sup	sd	0.00261915733593094
L72	snake_221019	mixing_Sup	x2.5	0.7262652045523141
L72	snake_221019	mixing_Sup	x25	0.7297682524528781
L72	snake_221019	mixing_Sup	x50	0.7315870994022701
L72	snake_221019	mixing_Sup	x75	0.7333708934524061
L72	snake_221019	mixing_Sup	x97.5	0.7366007645847441
L72	snake_221019	mixing_Sup	n_eff	949.9813311662232
L72	snake_221019	mixing_Sup	Rhat	1.0059989847783226
L72	snake_221019	mixing_Pellet	mean	0.3673023190576409
L72	snake_221019	mixing_Pellet	se_mean	7.366345649313557e-5
L72	snake_221019	mixing_Pellet	sd	0.00219533737279898
L72	snake_221019	mixing_Pellet	x2.5	0.36317625496667433
L72	snake_221019	mixing_Pellet	x25	0.36577805239774863
L72	snake_221019	mixing_Pellet	x50	0.36729662619018433
L72	snake_221019	mixing_Pellet	x75	0.36877506056561793
L72	snake_221019	mixing_Pellet	x97.5	0.3716259859925617
L72	snake_221019	mixing_Pellet	n_eff	888.1746120140052
L72	snake_221019	mixing_Pellet	Rhat	1.007345527019614
L72	snake_221019	phi	mean	263.05927195963454
L72	snake_221019	phi	se_mean	0.26131252630230006
L72	snake_221019	phi	sd	7.433034461734329
L72	snake_221019	phi	x2.5	248.81932774493643
L72	snake_221019	phi	x25	257.94032002401616
L72	snake_221019	phi	x50	263.0031417644942
L72	snake_221019	phi	x75	268.2333479388768
L72	snake_221019	phi	x97.5	277.1532390175694
L72	snake_221019	phi	n_eff	809.1179490339184
L72	snake_221019	phi	Rhat	1.0044863665233357
L72	snake_221019	lp__	mean	45409517.090404205
L72	snake_221019	lp__	se_mean	0.04353224983825718
L72	snake_221019	lp__	sd	1.2298901742463562
L72	snake_221019	lp__	x2.5	45409513.770198785
L72	snake_221019	lp__	x25	45409516.594993055
L72	snake_221019	lp__	x50	45409517.40846959
L72	snake_221019	lp__	x75	45409517.96735868
L72	snake_221019	lp__	x97.5	45409518.474338695
L72	snake_221019	lp__	n_eff	798.1976370735096
L72	snake_221019	lp__	Rhat	1.0017162090821643
L73	snake_221019	mixing_Sup	mean	0.2634792770651751
L73	snake_221019	mixing_Sup	se_mean	9.061685887071678e-5
L73	snake_221019	mixing_Sup	sd	0.00262675740981939
L73	snake_221019	mixing_Sup	x2.5	0.2583888599787832
L73	snake_221019	mixing_Sup	x25	0.2615912523100441
L73	snake_221019	mixing_Sup	x50	0.26346040169445006
L73	snake_221019	mixing_Sup	x75	0.26523221036836025
L73	snake_221019	mixing_Sup	x97.5	0.2688092093915825
L73	snake_221019	mixing_Sup	n_eff	840.2759325000834
L73	snake_221019	mixing_Sup	Rhat	1.004238444290386
L73	snake_221019	mixing_Pellet	mean	0.32181838371949145
L73	snake_221019	mixing_Pellet	se_mean	3.6343587253661926e-5
L73	snake_221019	mixing_Pellet	sd	0.00112267725321123
L73	snake_221019	mixing_Pellet	x2.5	0.3195889890562945
L73	snake_221019	mixing_Pellet	x25	0.3210755352140955
L73	snake_221019	mixing_Pellet	x50	0.32180217360454194
L73	snake_221019	mixing_Pellet	x75	0.32257068395849553
L73	snake_221019	mixing_Pellet	x97.5	0.3239494960442047
L73	snake_221019	mixing_Pellet	n_eff	954.2326307492618
L73	snake_221019	mixing_Pellet	Rhat	1.0032021358870704
L73	snake_221019	phi	mean	140.47014007867753
L73	snake_221019	phi	se_mean	0.12234515346608994
L73	snake_221019	phi	sd	3.917215597120692
L73	snake_221019	phi	x2.5	132.5413809045992
L73	snake_221019	phi	x25	137.7936869099801
L73	snake_221019	phi	x50	140.49079952767312
L73	snake_221019	phi	x75	143.18770026769764
L73	snake_221019	phi	x97.5	148.10186371783533
L73	snake_221019	phi	n_eff	1025.1358229258196
L73	snake_221019	phi	Rhat	0.9994431724833092
L73	snake_221019	lp__	mean	23894425.13948849
L73	snake_221019	lp__	se_mean	0.0448949145339866
L73	snake_221019	lp__	sd	1.1966888508018385
L73	snake_221019	lp__	x2.5	23894422.16901454
L73	snake_221019	lp__	x25	23894424.608426444
L73	snake_221019	lp__	x50	23894425.409975056
L73	snake_221019	lp__	x75	23894425.99294485
L73	snake_221019	lp__	x97.5	23894426.50987465
L73	snake_221019	lp__	n_eff	710.5067225896047
L73	snake_221019	lp__	Rhat	1.0038925353301955
L74	snake_221019	mixing_Sup	mean	0.22980709320254383
L74	snake_221019	mixing_Sup	se_mean	1.8206710337504925e-4
L74	snake_221019	mixing_Sup	sd	0.00574847431259132
L74	snake_221019	mixing_Sup	x2.5	0.21836472586854536
L74	snake_221019	mixing_Sup	x25	0.22611803994875124
L74	snake_221019	mixing_Sup	x50	0.22987401649444972
L74	snake_221019	mixing_Sup	x75	0.23357758984609112
L74	snake_221019	mixing_Sup	x97.5	0.2411175103751062
L74	snake_221019	mixing_Sup	n_eff	996.878488409604
L74	snake_221019	mixing_Sup	Rhat	1.0017945674039332
L74	snake_221019	mixing_Pellet	mean	0.49233459309858546
L74	snake_221019	mixing_Pellet	se_mean	4.310099553843576e-5
L74	snake_221019	mixing_Pellet	sd	0.00149865079218916
L74	snake_221019	mixing_Pellet	x2.5	0.4894131964093241
L74	snake_221019	mixing_Pellet	x25	0.4913419739854112
L74	snake_221019	mixing_Pellet	x50	0.49230278485585327
L74	snake_221019	mixing_Pellet	x75	0.49332397112329585
L74	snake_221019	mixing_Pellet	x97.5	0.49538544122389694
L74	snake_221019	mixing_Pellet	n_eff	1208.9999757207158
L74	snake_221019	mixing_Pellet	Rhat	1.0002468843153671
L74	snake_221019	phi	mean	70.79172691510574
L74	snake_221019	phi	se_mean	0.05271189321322502
L74	snake_221019	phi	sd	1.7444212816505316
L74	snake_221019	phi	x2.5	67.35296660596853
L74	snake_221019	phi	x25	69.59592538696059
L74	snake_221019	phi	x50	70.75890432359154
L74	snake_221019	phi	x75	71.98318151366395
L74	snake_221019	phi	x97.5	74.28929771775441
L74	snake_221019	phi	n_eff	1095.1800481215078
L74	snake_221019	phi	Rhat	1.001050365380679
L74	snake_221019	lp__	mean	38301830.169838674
L74	snake_221019	lp__	se_mean	0.05084019247486082
L74	snake_221019	lp__	sd	1.3061262433710612
L74	snake_221019	lp__	x2.5	38301826.891846046
L74	snake_221019	lp__	x25	38301829.607301176
L74	snake_221019	lp__	x50	38301830.5438654
L74	snake_221019	lp__	x75	38301831.097145826
L74	snake_221019	lp__	x97.5	38301831.61070789
L74	snake_221019	lp__	n_eff	660.0182421101251
L74	snake_221019	lp__	Rhat	1.0017742046007398
L75	snake_221019	mixing_Sup	mean	0.4855628200867196
L75	snake_221019	mixing_Sup	se_mean	3.221772238686783e-5
L75	snake_221019	mixing_Sup	sd	0.00117537729743498
L75	snake_221019	mixing_Sup	x2.5	0.4832774538436526
L75	snake_221019	mixing_Sup	x25	0.4847656034882184
L75	snake_221019	mixing_Sup	x50	0.4855453424789601
L75	snake_221019	mixing_Sup	x75	0.48633075795731046
L75	snake_221019	mixing_Sup	x97.5	0.4879668317680216
L75	snake_221019	mixing_Sup	n_eff	1330.9597623703796
L75	snake_221019	mixing_Sup	Rhat	1.0013254932219686
L75	snake_221019	mixing_Pellet	mean	0.17391131667853077
L75	snake_221019	mixing_Pellet	se_mean	3.6803820977106826e-5
L75	snake_221019	mixing_Pellet	sd	0.00123347131625028
L75	snake_221019	mixing_Pellet	x2.5	0.17140160863812828
L75	snake_221019	mixing_Pellet	x25	0.17307805456426065
L75	snake_221019	mixing_Pellet	x50	0.17393665629114546
L75	snake_221019	mixing_Pellet	x75	0.17474100327936598
L75	snake_221019	mixing_Pellet	x97.5	0.1763187270894007
L75	snake_221019	mixing_Pellet	n_eff	1123.239300167998
L75	snake_221019	mixing_Pellet	Rhat	1.0007519197255363
L75	snake_221019	phi	mean	438.9519090603122
L75	snake_221019	phi	se_mean	0.7093916492388409
L75	snake_221019	phi	sd	20.58032015219231
L75	snake_221019	phi	x2.5	399.21585501445736
L75	snake_221019	phi	x25	425.70792294711185
L75	snake_221019	phi	x50	438.72187294319446
L75	snake_221019	phi	x75	453.0447427573399
L75	snake_221019	phi	x97.5	479.8037126650487
L75	snake_221019	phi	n_eff	841.6511271711589
L75	snake_221019	phi	Rhat	1.0070096886936537
L75	snake_221019	lp__	mean	31806411.876375705
L75	snake_221019	lp__	se_mean	0.04410130684665524
L75	snake_221019	lp__	sd	1.2396147937310025
L75	snake_221019	lp__	x2.5	31806408.59819324
L75	snake_221019	lp__	x25	31806411.363658916
L75	snake_221019	lp__	x50	31806412.21885597
L75	snake_221019	lp__	x75	31806412.754961737
L75	snake_221019	lp__	x97.5	31806413.26774467
L75	snake_221019	lp__	n_eff	790.0791171923336
L75	snake_221019	lp__	Rhat	0.9991713706171788
L76	snake_221019	mixing_Sup	mean	0.4018602938638409
L76	snake_221019	mixing_Sup	se_mean	1.1545737664798524e-4
L76	snake_221019	mixing_Sup	sd	0.00334736759506521
L76	snake_221019	mixing_Sup	x2.5	0.3952747546275512
L76	snake_221019	mixing_Sup	x25	0.399673718786292
L76	snake_221019	mixing_Sup	x50	0.40182594230049207
L76	snake_221019	mixing_Sup	x75	0.40402803740915777
L76	snake_221019	mixing_Sup	x97.5	0.4083682512674877
L76	snake_221019	mixing_Sup	n_eff	840.5497901373085
L76	snake_221019	mixing_Sup	Rhat	1.0100134855765164
L76	snake_221019	mixing_Pellet	mean	0.21957805238549463
L76	snake_221019	mixing_Pellet	se_mean	6.337450307642643e-5
L76	snake_221019	mixing_Pellet	sd	0.00182842369788627
L76	snake_221019	mixing_Pellet	x2.5	0.21600300674972303
L76	snake_221019	mixing_Pellet	x25	0.2183665678168232
L76	snake_221019	mixing_Pellet	x50	0.2195601415175573
L76	snake_221019	mixing_Pellet	x75	0.22078394913953847
L76	snake_221019	mixing_Pellet	x97.5	0.2232061362677879
L76	snake_221019	mixing_Pellet	n_eff	832.3855816800237
L76	snake_221019	mixing_Pellet	Rhat	1.0099705194465864
L76	snake_221019	phi	mean	57.12149867187042
L76	snake_221019	phi	se_mean	0.05600883858292464
L76	snake_221019	phi	sd	1.6055303065205038
L76	snake_221019	phi	x2.5	53.99579778287156
L76	snake_221019	phi	x25	56.05921756557949
L76	snake_221019	phi	x50	57.12842673849475
L76	snake_221019	phi	x75	58.195518782450144
L76	snake_221019	phi	x97.5	60.20652374517659
L76	snake_221019	phi	n_eff	821.7200455347935
L76	snake_221019	phi	Rhat	1.0002085288759317
L76	snake_221019	lp__	mean	27065306.292577263
L76	snake_221019	lp__	se_mean	0.04929137263234153
L76	snake_221019	lp__	sd	1.298749287296472
L76	snake_221019	lp__	x2.5	27065303.003121454
L76	snake_221019	lp__	x25	27065305.720276516
L76	snake_221019	lp__	x50	27065306.647916462
L76	snake_221019	lp__	x75	27065307.251946677
L76	snake_221019	lp__	x97.5	27065307.73979796
L76	snake_221019	lp__	n_eff	694.2387006725845
L76	snake_221019	lp__	Rhat	1.000529906677249
L77	snake_221019	mixing_Sup	mean	0.408821171297909
L77	snake_221019	mixing_Sup	se_mean	1.850253904795529e-4
L77	snake_221019	mixing_Sup	sd	0.0063092084891228
L77	snake_221019	mixing_Sup	x2.5	0.3971036680685926
L77	snake_221019	mixing_Sup	x25	0.4046383182901727
L77	snake_221019	mixing_Sup	x50	0.4086347647225934
L77	snake_221019	mixing_Sup	x75	0.4129732188754805
L77	snake_221019	mixing_Sup	x97.5	0.4215392975292616
L77	snake_221019	mixing_Sup	n_eff	1162.752010579839
L77	snake_221019	mixing_Sup	Rhat	1.009231933648963
L77	snake_221019	mixing_Pellet	mean	0.4592566703660419
L77	snake_221019	mixing_Pellet	se_mean	7.254304640060803e-5
L77	snake_221019	mixing_Pellet	sd	0.00252845207694992
L77	snake_221019	mixing_Pellet	x2.5	0.4543954973649139
L77	snake_221019	mixing_Pellet	x25	0.4575884401699341
L77	snake_221019	mixing_Pellet	x50	0.4592534214098023
L77	snake_221019	mixing_Pellet	x75	0.460973061188212
L77	snake_221019	mixing_Pellet	x97.5	0.4641701550747487
L77	snake_221019	mixing_Pellet	n_eff	1214.836618217674
L77	snake_221019	mixing_Pellet	Rhat	1.0082366844064756
L77	snake_221019	phi	mean	56.28471187624375
L77	snake_221019	phi	se_mean	0.04948327178998967
L77	snake_221019	phi	sd	1.534528795314659
L77	snake_221019	phi	x2.5	53.270138501076104
L77	snake_221019	phi	x25	55.26647256327334
L77	snake_221019	phi	x50	56.2173078570555
L77	snake_221019	phi	x75	57.25429556133079
L77	snake_221019	phi	x97.5	59.31776380991152
L77	snake_221019	phi	n_eff	961.6859486604178
L77	snake_221019	phi	Rhat	1.002381455989677
L77	snake_221019	lp__	mean	40046979.85462609
L77	snake_221019	lp__	se_mean	0.04400766679094879
L77	snake_221019	lp__	sd	1.2519116665820436
L77	snake_221019	lp__	x2.5	40046976.58795167
L77	snake_221019	lp__	x25	40046979.321773514
L77	snake_221019	lp__	x50	40046980.20685897
L77	snake_221019	lp__	x75	40046980.760446966
L77	snake_221019	lp__	x97.5	40046981.248183645
L77	snake_221019	lp__	n_eff	809.2648659481133
L77	snake_221019	lp__	Rhat	1.0012754585279997
L78	snake_221019	mixing_Sup	mean	0.6403895704288112
L78	snake_221019	mixing_Sup	se_mean	2.1034219147917063e-4
L78	snake_221019	mixing_Sup	sd	0.00517189667433747
L78	snake_221019	mixing_Sup	x2.5	0.6301962296250908
L78	snake_221019	mixing_Sup	x25	0.6367277929436141
L78	snake_221019	mixing_Sup	x50	0.6404387495326762
L78	snake_221019	mixing_Sup	x75	0.643880543928905
L78	snake_221019	mixing_Sup	x97.5	0.650161795622829
L78	snake_221019	mixing_Sup	n_eff	604.5704150367304
L78	snake_221019	mixing_Sup	Rhat	1.0071567057246722
L78	snake_221019	mixing_Pellet	mean	0.19178824634428243
L78	snake_221019	mixing_Pellet	se_mean	8.022468560107904e-5
L78	snake_221019	mixing_Pellet	sd	0.00196600345679532
L78	snake_221019	mixing_Pellet	x2.5	0.1880264785154463
L78	snake_221019	mixing_Pellet	x25	0.19043587710301615
L78	snake_221019	mixing_Pellet	x50	0.19174317749118097
L78	snake_221019	mixing_Pellet	x75	0.19316205094555472
L78	snake_221019	mixing_Pellet	x97.5	0.19575207907613443
L78	snake_221019	mixing_Pellet	n_eff	600.5546122057599
L78	snake_221019	mixing_Pellet	Rhat	1.007196571839665
L78	snake_221019	phi	mean	73.74813852561692
L78	snake_221019	phi	se_mean	0.06395043541160257
L78	snake_221019	phi	sd	1.923534211183724
L78	snake_221019	phi	x2.5	69.95820090811887
L78	snake_221019	phi	x25	72.42373666352884
L78	snake_221019	phi	x50	73.72866581419498
L78	snake_221019	phi	x75	75.07607212825907
L78	snake_221019	phi	x97.5	77.68023447520842
L78	snake_221019	phi	n_eff	904.7171402354136
L78	snake_221019	phi	Rhat	1.0037370728764494
L78	snake_221019	lp__	mean	25684882.31859488
L78	snake_221019	lp__	se_mean	0.05412964401838823
L78	snake_221019	lp__	sd	1.2920110086176697
L78	snake_221019	lp__	x2.5	25684878.993826225
L78	snake_221019	lp__	x25	25684881.685684174
L78	snake_221019	lp__	x50	25684882.67328263
L78	snake_221019	lp__	x75	25684883.26292859
L78	snake_221019	lp__	x97.5	25684883.787728667
L78	snake_221019	lp__	n_eff	569.7208141391803
L78	snake_221019	lp__	Rhat	1.0021028139983632
L79	snake_221019	mixing_Sup	mean	0.4282831629657861
L79	snake_221019	mixing_Sup	se_mean	1.8770629218172133e-4
L79	snake_221019	mixing_Sup	sd	0.00483574521741928
L79	snake_221019	mixing_Sup	x2.5	0.4189127532533496
L79	snake_221019	mixing_Sup	x25	0.4250554473754406
L79	snake_221019	mixing_Sup	x50	0.4281055886701314
L79	snake_221019	mixing_Sup	x75	0.431429454612263
L79	snake_221019	mixing_Sup	x97.5	0.4379103577251134
L79	snake_221019	mixing_Sup	n_eff	663.6959383344799
L79	snake_221019	mixing_Sup	Rhat	1.006718457745818
L79	snake_221019	mixing_Pellet	mean	0.348117338906874
L79	snake_221019	mixing_Pellet	se_mean	6.321431040768166e-5
L79	snake_221019	mixing_Pellet	sd	0.00177705351447817
L79	snake_221019	mixing_Pellet	x2.5	0.34444096028424154
L79	snake_221019	mixing_Pellet	x25	0.3469396989838001
L79	snake_221019	mixing_Pellet	x50	0.3481504852228132
L79	snake_221019	mixing_Pellet	x75	0.3492999392494027
L79	snake_221019	mixing_Pellet	x97.5	0.35163546235157983
L79	snake_221019	mixing_Pellet	n_eff	790.2603700447488
L79	snake_221019	mixing_Pellet	Rhat	1.0041855762409553
L79	snake_221019	phi	mean	69.49765054550691
L79	snake_221019	phi	se_mean	0.05397576680987055
L79	snake_221019	phi	sd	1.6783731065675138
L79	snake_221019	phi	x2.5	66.34176475284899
L79	snake_221019	phi	x25	68.24048539726236
L79	snake_221019	phi	x50	69.52978912289257
L79	snake_221019	phi	x75	70.68909014800249
L79	snake_221019	phi	x97.5	72.6441568604761
L79	snake_221019	phi	n_eff	966.8951509181372
L79	snake_221019	phi	Rhat	1.0077159363327204
L79	snake_221019	lp__	mean	29586110.08007724
L79	snake_221019	lp__	se_mean	0.04222355568041917
L79	snake_221019	lp__	sd	1.156723201043157
L79	snake_221019	lp__	x2.5	29586107.04534948
L79	snake_221019	lp__	x25	29586109.556682423
L79	snake_221019	lp__	x50	29586110.368202835
L79	snake_221019	lp__	x75	29586110.93280052
L79	snake_221019	lp__	x97.5	29586111.450906593
L79	snake_221019	lp__	n_eff	750.497564982645
L79	snake_221019	lp__	Rhat	1.00203959557902
L80	snake_221019	mixing_Sup	mean	0.29604488476537844
L80	snake_221019	mixing_Sup	se_mean	3.0023392385600587e-4
L80	snake_221019	mixing_Sup	sd	0.00918404551431867
L80	snake_221019	mixing_Sup	x2.5	0.27814353811601966
L80	snake_221019	mixing_Sup	x25	0.2899561296213493
L80	snake_221019	mixing_Sup	x50	0.29605108193292695
L80	snake_221019	mixing_Sup	x75	0.30193958675477295
L80	snake_221019	mixing_Sup	x97.5	0.3140396049919006
L80	snake_221019	mixing_Sup	n_eff	935.7256408420188
L80	snake_221019	mixing_Sup	Rhat	1.0088388799694366
L80	snake_221019	mixing_Pellet	mean	0.362981672292794
L80	snake_221019	mixing_Pellet	se_mean	4.35464825985396e-5
L80	snake_221019	mixing_Pellet	sd	0.00145435525048094
L80	snake_221019	mixing_Pellet	x2.5	0.360080840451804
L80	snake_221019	mixing_Pellet	x25	0.362019789912792
L80	snake_221019	mixing_Pellet	x50	0.3629944253275535
L80	snake_221019	mixing_Pellet	x75	0.363987974752563
L80	snake_221019	mixing_Pellet	x97.5	0.36575050593541497
L80	snake_221019	mixing_Pellet	n_eff	1115.4107960810215
L80	snake_221019	mixing_Pellet	Rhat	1.005282772131526
L80	snake_221019	phi	mean	44.707518776552455
L80	snake_221019	phi	se_mean	0.03180101466934787
L80	snake_221019	phi	sd	1.0569532885469173
L80	snake_221019	phi	x2.5	42.776592765831545
L80	snake_221019	phi	x25	43.9565101808672
L80	snake_221019	phi	x50	44.69331686014549
L80	snake_221019	phi	x75	45.45892812230429
L80	snake_221019	phi	x97.5	46.74538672956366
L80	snake_221019	phi	n_eff	1104.6625587165183
L80	snake_221019	phi	Rhat	1.0004707255089362
L80	snake_221019	lp__	mean	19477570.600675896
L80	snake_221019	lp__	se_mean	0.04299287706018097
L80	snake_221019	lp__	sd	1.1850234927025052
L80	snake_221019	lp__	x2.5	19477567.59911991
L80	snake_221019	lp__	x25	19477570.041354656
L80	snake_221019	lp__	x50	19477570.892861824
L80	snake_221019	lp__	x75	19477571.477393992
L80	snake_221019	lp__	x97.5	19477571.98041295
L80	snake_221019	lp__	n_eff	759.7328455412887
L80	snake_221019	lp__	Rhat	1.0012571587711216
L81	snake_221019	mixing_Sup	mean	0.887725246524379
L81	snake_221019	mixing_Sup	se_mean	1.1334865508022784e-4
L81	snake_221019	mixing_Sup	sd	0.00375116939507228
L81	snake_221019	mixing_Sup	x2.5	0.8806094409812081
L81	snake_221019	mixing_Sup	x25	0.8850734764133704
L81	snake_221019	mixing_Sup	x50	0.8877938967923189
L81	snake_221019	mixing_Sup	x75	0.8903722907153668
L81	snake_221019	mixing_Sup	x97.5	0.8947540996497757
L81	snake_221019	mixing_Sup	n_eff	1095.2180936482282
L81	snake_221019	mixing_Sup	Rhat	1.0009515865435104
L81	snake_221019	mixing_Pellet	mean	0.17064326662862525
L81	snake_221019	mixing_Pellet	se_mean	1.0163443917640624e-4
L81	snake_221019	mixing_Pellet	sd	0.00316691648499173
L81	snake_221019	mixing_Pellet	x2.5	0.16469014198062293
L81	snake_221019	mixing_Pellet	x25	0.1683945605173802
L81	snake_221019	mixing_Pellet	x50	0.1706472528327231
L81	snake_221019	mixing_Pellet	x75	0.17281682431346168
L81	snake_221019	mixing_Pellet	x97.5	0.17697086236874793
L81	snake_221019	mixing_Pellet	n_eff	970.937849602121
L81	snake_221019	mixing_Pellet	Rhat	1.0022610435362622
L81	snake_221019	phi	mean	63.21315011841684
L81	snake_221019	phi	se_mean	0.04692329412897854
L81	snake_221019	phi	sd	1.5496707523357605
L81	snake_221019	phi	x2.5	60.109981899253256
L81	snake_221019	phi	x25	62.14781056387114
L81	snake_221019	phi	x50	63.240596408062245
L81	snake_221019	phi	x75	64.22591337037437
L81	snake_221019	phi	x97.5	66.21977796514241
L81	snake_221019	phi	n_eff	1090.691395198086
L81	snake_221019	phi	Rhat	1.0015435865175932
L81	snake_221019	lp__	mean	50587747.01677867
L81	snake_221019	lp__	se_mean	0.04373474922879716
L81	snake_221019	lp__	sd	1.175460281173305
L81	snake_221019	lp__	x2.5	50587743.96341104
L81	snake_221019	lp__	x25	50587746.47139948
L81	snake_221019	lp__	x50	50587747.30114488
L81	snake_221019	lp__	x75	50587747.896020256
L81	snake_221019	lp__	x97.5	50587748.38064334
L81	snake_221019	lp__	n_eff	722.3748818707634
L81	snake_221019	lp__	Rhat	1.0035714322955265
L82	snake_221019	mixing_Sup	mean	1.3750748298182889
L82	snake_221019	mixing_Sup	se_mean	2.7377838433676924e-4
L82	snake_221019	mixing_Sup	sd	0.00825758559879234
L82	snake_221019	mixing_Sup	x2.5	1.358564736627629
L82	snake_221019	mixing_Sup	x25	1.3696831737125448
L82	snake_221019	mixing_Sup	x50	1.3748293044253486
L82	snake_221019	mixing_Sup	x75	1.3806665106482403
L82	snake_221019	mixing_Sup	x97.5	1.3915286404900744
L82	snake_221019	mixing_Sup	n_eff	909.7202376916048
L82	snake_221019	mixing_Sup	Rhat	1.001312130068687
L82	snake_221019	mixing_Pellet	mean	0.2115750740660221
L82	snake_221019	mixing_Pellet	se_mean	1.3833334591748737e-4
L82	snake_221019	mixing_Pellet	sd	0.00413264783943022
L82	snake_221019	mixing_Pellet	x2.5	0.2033118526326961
L82	snake_221019	mixing_Pellet	x25	0.2089478608334535
L82	snake_221019	mixing_Pellet	x50	0.21161861156593129
L82	snake_221019	mixing_Pellet	x75	0.2143148477140132
L82	snake_221019	mixing_Pellet	x97.5	0.21953267770800955
L82	snake_221019	mixing_Pellet	n_eff	892.489333819006
L82	snake_221019	mixing_Pellet	Rhat	1.00014763244666
L82	snake_221019	phi	mean	44.69498924895869
L82	snake_221019	phi	se_mean	0.03130421174116651
L82	snake_221019	phi	sd	1.043821825362336
L82	snake_221019	phi	x2.5	42.61336971263751
L82	snake_221019	phi	x25	43.98722428326019
L82	snake_221019	phi	x50	44.70483260093491
L82	snake_221019	phi	x75	45.40031871499752
L82	snake_221019	phi	x97.5	46.79177156730417
L82	snake_221019	phi	n_eff	1111.8525634594207
L82	snake_221019	phi	Rhat	1.004649685756946
L82	snake_221019	lp__	mean	39557163.18413681
L82	snake_221019	lp__	se_mean	0.05025619724176468
