# Run started 2024-04-14 15:46:55 
# Command: sedsim-driver.py --experiment-file ./sed-control-mol.txt --summary-only --summary-out ./results/summary-mol-full.txt
# Parameters:
#	experiment_file: ./sed-control-mol.txt
#	rcf_g: 20000
#	rotor_radius_cm: 10
#	sample_height_mm: 10
#	spin_time_sec: 900
#	viscosity: 1.002
#	number_of_molecules: 1000
#	replicates: 1
#	random_seed: 111
#	out_fname: None
#	summary_only: True
#	summary_out_fname: ./results/summary-mol-full.txt
#
#	experiment.id [string] = experiment identifier
#	spin.rcf.g [float] = rotor centrifugal force in g
#	spin.time.sec [float] = time of centrifuge spin in seconds
#	crosslink.mol.prob [float] = probability of crosslink per molecules
#	crosslink.nt.prob [float] = probability of crosslink per nucleotide
#	translation.prob [float] = fraction of maximal translation rate
#	mol.translation.prob [float] = probability this molecule is translated at maximal translation rate
#	protection.prob [float] = probability this molecule is protected from crosslinking
#	id [string] = molecule ID
#	length [int] = length in nucleotides
#	mass [float] = mass in g/mol
#	radius [float] = radius in nanometers
#	psup [float] = average proportion in the supernatant
#	pfree [float] = average proportion free (not in any cluster)
#	psupclust [float] = average proportion in the supernatant and in a cluster
#	count [float] = average number of molecules
#	reps [int] = number of replicates
#	avg.cluster.count [float] = average number of clusters this molecule is in
#	avg.cluster.size [float] = average number of molecules in average cluster
#	avg.cluster.length [float] = average cluster length in nucleotides
#	avg.cluster.mass [float] = average cluster mass in g/mol
#	avg.cluster.radius [float] = average cluster radius in nanometers
experiment.id	spin.rcf.g	spin.time.sec	crosslink.mol.prob	crosslink.nt.prob	translation.prob	mol.translation.prob	protection.prob	id	length	mass	radius	psup	pfree	psupclust	count	reps	avg.cluster.count	avg.cluster.size	avg.cluster.length	avg.cluster.mass	avg.cluster.radius
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR165C	7413	2446290.000000	19.771387	0.570000	0.010000	0.000000	1.000000	100	16.760000	16.760000	32588.530000	1.075421e+07	29.652893
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR169W	1433	472890.000000	11.307403	0.820000	0.520000	0.000000	1.000000	100	4.270000	4.270000	6507.570000	2.147498e+06	15.316071
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR170W	1726	569580.000000	12.045728	0.834000	0.438000	0.000000	5.000000	100	8.658500	5.718000	9490.804000	3.131965e+06	17.203523
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR174W	1477	487410.000000	11.424272	0.854785	0.479264	0.000000	326.000000	100	7.978925	4.635153	7284.822638	2.403991e+06	15.870173
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR175W	828	273240.000000	9.383600	0.920000	0.675000	0.000000	2.000000	100	3.440000	2.425000	3096.075000	1.021704e+06	11.901930
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR179W	1357	447810.000000	11.099830	0.872857	0.506429	0.000000	14.000000	100	7.955190	4.395000	6763.361429	2.231909e+06	15.421742
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR181W	815	268950.000000	9.333247	0.890000	0.580000	0.000000	1.000000	100	3.820000	3.820000	5284.570000	1.743908e+06	12.755318
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR183W	1676	553080.000000	11.925932	0.843684	0.424211	0.000000	19.000000	100	8.262392	5.152105	8315.014737	2.743954e+06	16.784642
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR188C	1950	643500.000000	12.555990	0.830000	0.470000	0.000000	1.000000	100	5.880000	5.880000	9920.480000	3.273758e+06	17.276516
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR190W	1488	491040.000000	11.453130	0.855000	0.452500	0.000000	4.000000	100	7.513333	4.622500	7151.872500	2.360117e+06	15.983954
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR192W	952	314160.000000	9.839561	0.880000	0.650000	0.000000	1.000000	100	2.830000	2.830000	3984.230000	1.314795e+06	12.206749
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR193C	621	204930.000000	8.509231	0.923125	0.723750	0.000000	32.000000	100	6.914608	2.625000	3199.333125	1.055779e+06	10.960247
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR196W	1841	607530.000000	12.312818	0.790000	0.375000	0.000000	2.000000	100	8.260000	5.825000	9731.785000	3.211489e+06	17.213646
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR197W	2423	799590.000000	13.518215	0.790000	0.330000	0.000000	1.000000	100	5.480000	5.480000	9187.990000	3.032036e+06	18.515674
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR200W	912	300960.000000	9.697001	0.907500	0.627500	0.000000	4.000000	100	6.355833	3.495000	4873.100000	1.608122e+06	13.256088
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR203C	958	316140.000000	9.860603	0.894306	0.612361	0.000000	72.000000	100	7.815328	3.658472	5256.503056	1.734646e+06	13.396786
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR206W	2359	778470.000000	13.395739	0.810000	0.320000	0.000000	1.000000	100	6.450000	6.450000	10923.470000	3.604745e+06	18.508544
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR208W	1371	452430.000000	11.138634	0.856000	0.498000	0.000000	5.000000	100	7.381833	4.476000	6863.936000	2.265098e+06	15.437905
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR215W	1575	519750.000000	11.676551	0.870000	0.340000	0.000000	1.000000	100	5.300000	5.300000	8520.740000	2.811844e+06	16.714245
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YHR216W	1801	594330.000000	12.221200	0.850000	0.460000	0.000000	1.000000	100	3.950000	3.950000	6489.460000	2.141521e+06	16.013964
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL004C	580	191400.000000	8.313898	0.980000	0.700000	0.000000	1.000000	100	1.490000	1.490000	1225.350000	4.043650e+05	9.732814
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL005W	2414	796620.000000	13.501122	0.840000	0.340000	0.000000	1.000000	100	5.920000	5.920000	9937.840000	3.279487e+06	19.099385
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL008W	491	162030.000000	7.856098	0.963333	0.780000	0.000000	3.000000	100	3.061667	2.003333	1956.676667	6.457030e+05	9.636973
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL009C-A	652	215160.000000	8.651340	0.910000	0.740000	0.000000	1.000000	100	2.250000	2.250000	2474.380000	8.165450e+05	10.817572
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL009W	2334	770220.000000	13.347302	0.780000	0.320000	0.000000	1.000000	100	5.280000	5.280000	8921.080000	2.943956e+06	18.303535
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL010W	866	285780.000000	9.527858	0.900000	0.650000	0.000000	1.000000	100	3.720000	3.720000	5312.170000	1.753016e+06	13.007516
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL015W	2038	672540.000000	12.745844	0.802500	0.370000	0.000000	4.000000	100	10.200000	6.642500	11265.442500	3.717596e+06	18.385380
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL016W	584	192720.000000	8.333349	0.935000	0.790000	0.000000	2.000000	100	2.300000	1.790000	1787.770000	5.899640e+05	9.983898
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL018W	900	297000.000000	9.653430	0.898879	0.644206	0.000000	107.000000	100	7.222035	3.181869	4396.629159	1.450887e+06	12.759177
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL021W	1161	383130.000000	10.526455	0.895000	0.560000	0.000000	2.000000	100	4.085000	3.115000	4384.930000	1.447026e+06	13.980946
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL022W	1640	541200.000000	11.838211	0.840000	0.450000	0.000000	1.000000	100	5.380000	5.380000	9096.180000	3.001739e+06	16.759799
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL027C	581	191730.000000	8.318769	0.945000	0.770000	0.000000	2.000000	100	2.645000	2.030000	2225.825000	7.345220e+05	10.389238
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL030C	4096	1351680.000000	16.160008	0.660000	0.110000	0.000000	1.000000	100	9.520000	9.520000	18136.180000	5.984939e+06	23.952227
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL033C	1517	500610.000000	11.528539	0.820000	0.410000	0.000000	1.000000	100	6.640000	6.640000	10597.860000	3.497293e+06	17.552238
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL034C	961	317130.000000	9.871090	0.900000	0.620000	0.000000	2.000000	100	3.825000	2.800000	3859.825000	1.273742e+06	12.783098
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL035C	1411	465630.000000	11.248079	0.840000	0.510000	0.000000	1.000000	100	6.590000	6.590000	10555.570000	3.483338e+06	16.740342
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL039W	1554	512820.000000	11.623382	0.795000	0.515000	0.000000	2.000000	100	6.505000	4.440000	7096.635000	2.341889e+06	15.909468
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL040W	533	175890.000000	8.078420	0.900000	0.710000	0.000000	1.000000	100	3.180000	3.180000	4209.460000	1.389121e+06	10.987280
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL041W	1110	366300.000000	10.366902	0.873333	0.573333	0.000000	6.000000	100	7.948000	3.896667	5740.503333	1.894366e+06	14.049073
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL043C	985	325050.000000	9.954226	0.895000	0.632500	0.000000	8.000000	100	6.391667	2.958750	4148.436250	1.368983e+06	12.924577
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL044C	1061	350130.000000	10.208981	0.860000	0.610000	0.000000	1.000000	100	4.020000	4.020000	6025.120000	1.988289e+06	14.122962
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL047C	2907	959310.000000	14.381709	0.765000	0.205000	0.000000	2.000000	100	9.710000	8.400000	14847.155000	4.899561e+06	21.436950
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL051C	613	202290.000000	8.471801	0.928750	0.733125	0.000000	32.000000	100	7.083984	2.634688	3258.507187	1.075307e+06	10.954297
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL052C	504	166320.000000	7.926210	0.941047	0.779651	0.000000	86.000000	100	6.330105	2.166163	2331.654419	7.694450e+05	9.919963
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL053W	939	309870.000000	9.793670	0.897750	0.629750	0.000000	40.000000	100	6.716134	3.110000	4287.042250	1.414723e+06	12.904546
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL062C	616	203280.000000	8.485875	0.960000	0.746667	0.000000	3.000000	100	3.911667	2.463333	2923.516667	9.647600e+05	10.699324
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL063C	1070	353100.000000	10.238343	0.920000	0.650000	0.000000	1.000000	100	2.870000	2.870000	4103.320000	1.354095e+06	13.407661
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL064W	945	311850.000000	9.814903	0.920000	0.730000	0.000000	1.000000	100	2.710000	2.710000	3868.660000	1.276657e+06	12.343525
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL065C	599	197670.000000	8.405514	0.960000	0.780000	0.000000	1.000000	100	2.090000	2.090000	2430.350000	8.020150e+05	10.393888
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL069C	632	208560.000000	8.560182	0.925676	0.730541	0.000000	37.000000	100	6.609502	2.515946	3059.380000	1.009595e+06	10.948391
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL070C	979	323070.000000	9.933569	0.910000	0.600000	0.000000	2.000000	100	4.675000	3.500000	5078.870000	1.676027e+06	13.157701
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL074C	1583	522390.000000	11.696682	0.865000	0.450000	0.000000	2.000000	100	5.395000	3.955000	6347.570000	2.094698e+06	15.796321
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL075C	2975	981750.000000	14.495218	0.737500	0.215000	0.000000	4.000000	100	10.635000	8.592500	15126.892500	4.991874e+06	21.602643
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL076W	1030	339900.000000	10.106571	0.902000	0.604000	0.000000	5.000000	100	5.330000	2.904000	4017.100000	1.325643e+06	13.191247
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL078W	2321	765930.000000	13.321979	0.806875	0.323750	0.000000	16.000000	100	9.365446	6.630000	11301.243750	3.729410e+06	19.172117
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL079C	1221	402930.000000	10.708349	0.890000	0.630000	0.000000	1.000000	100	2.310000	2.310000	3296.520000	1.087851e+06	13.123034
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL088C	1617	533610.000000	11.781500	0.810000	0.420000	0.000000	1.000000	100	5.570000	5.570000	8583.890000	2.832683e+06	16.983535
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL090W	1941	640530.000000	12.536256	0.840000	0.340000	0.000000	1.000000	100	4.870000	4.870000	8029.910000	2.649870e+06	17.477870
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL091C	2275	750750.000000	13.231615	0.810000	0.250000	0.000000	1.000000	100	6.340000	6.340000	10967.200000	3.619176e+06	19.354875
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL093C	988	326040.000000	9.964524	0.890000	0.720000	0.000000	1.000000	100	3.500000	3.500000	4913.880000	1.621580e+06	12.659007
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL094C	1306	430980.000000	10.956198	0.864000	0.522000	0.000000	5.000000	100	7.543167	4.526000	7150.718000	2.359736e+06	15.210368
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL096C	1135	374550.000000	10.445705	0.890000	0.560000	0.000000	1.000000	100	4.520000	4.520000	6708.830000	2.213913e+06	14.494276
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL103W	1401	462330.000000	11.220912	0.800000	0.390000	0.000000	1.000000	100	6.100000	6.100000	9829.840000	3.243847e+06	17.036378
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL106W	1072	353760.000000	10.244845	0.880000	0.530000	0.000000	1.000000	100	3.220000	3.220000	4773.730000	1.575330e+06	13.649223
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL109C	2983	984390.000000	14.508459	0.706667	0.236667	0.000000	3.000000	100	11.495000	9.060000	15999.313333	5.279773e+06	21.687674
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL110W	1314	433620.000000	10.978970	0.920000	0.490000	0.000000	1.000000	100	4.240000	4.240000	6422.550000	2.119441e+06	14.812812
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL111W	556	183480.000000	8.195295	0.920000	0.790000	0.000000	1.000000	100	1.780000	1.780000	1798.570000	5.935280e+05	9.754554
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL114C	989	326370.000000	9.967952	0.900000	0.520000	0.000000	1.000000	100	4.070000	4.070000	5700.420000	1.881138e+06	13.840881
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL115C	4582	1512060.000000	16.787959	0.650000	0.150000	0.000000	1.000000	100	13.130000	13.130000	24426.360000	8.060698e+06	26.066582
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL116W	1237	408210.000000	10.755854	0.900000	0.660000	0.000000	1.000000	100	2.780000	2.780000	3987.060000	1.315729e+06	13.322674
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL117C	1160	382800.000000	10.523371	0.870000	0.580000	0.000000	1.000000	100	3.120000	3.120000	4606.450000	1.520128e+06	14.068375
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL118W	957	315810.000000	9.857102	0.900000	0.600000	0.000000	2.000000	100	4.140000	2.970000	4036.315000	1.331983e+06	13.130447
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL121W	1820	600600.000000	12.264884	0.850000	0.400000	0.000000	1.000000	100	4.880000	4.880000	7662.050000	2.528476e+06	16.973715
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL123W	1933	637890.000000	12.518665	0.835000	0.355000	0.000000	2.000000	100	6.575000	5.185000	8658.030000	2.857149e+06	17.816207
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL124W	1043	344190.000000	10.149762	0.890000	0.580000	0.000000	2.000000	100	5.690000	3.985000	5903.960000	1.948306e+06	13.954903
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL125W	3516	1160280.000000	15.342488	0.760000	0.140000	0.000000	2.000000	100	9.885000	8.685000	15347.790000	5.064770e+06	22.129978
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL126W	4284	1413720.000000	16.408467	0.740000	0.150000	0.000000	1.000000	100	9.420000	9.420000	17465.330000	5.763558e+06	23.533057
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL128W	3306	1090980.000000	15.024573	0.790000	0.160000	0.000000	1.000000	100	8.120000	8.120000	14769.450000	4.873918e+06	22.433341
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL129C	7302	2409660.000000	19.670228	0.560000	0.050000	0.000000	1.000000	100	21.730000	21.730000	40573.840000	1.338937e+07	31.687032
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL131C	1656	546480.000000	11.877354	0.850000	0.490000	0.000000	1.000000	100	5.090000	5.090000	8457.460000	2.790961e+06	16.693131
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL133C	733	241890.000000	9.002736	0.910196	0.688039	0.000000	51.000000	100	6.800087	2.810392	3645.229412	1.202925e+06	11.805088
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL137C	2962	977460.000000	14.473651	0.800000	0.240000	0.000000	1.000000	100	6.640000	6.640000	11972.060000	3.950779e+06	20.192345
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL138C	856	282480.000000	9.490307	0.896000	0.600000	0.000000	5.000000	100	6.308167	3.638000	5096.296000	1.681777e+06	13.123253
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL142W	1680	554400.000000	11.935602	0.850000	0.414000	0.000000	5.000000	100	7.766667	5.166000	8266.046000	2.727795e+06	16.908033
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL145C	1210	399300.000000	10.675450	0.860000	0.515000	0.000000	2.000000	100	6.660000	4.965000	7714.900000	2.545917e+06	15.282581
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL147C	4161	1373130.000000	16.246747	0.610000	0.100000	0.000000	1.000000	100	9.960000	9.960000	18636.520000	6.150051e+06	24.185648
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL148W	501	165330.000000	7.910137	0.934545	0.775455	0.000000	110.000000	100	6.708244	2.290273	2580.118364	8.514390e+05	10.049255
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL149C	5211	1719630.000000	17.538496	0.640000	0.090000	0.000000	1.000000	100	14.160000	14.160000	27102.080000	8.943686e+06	27.485672
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL156W-B	341	112530.000000	6.940259	0.970000	0.860000	0.000000	3.000000	100	2.240000	1.456667	1000.813333	3.302680e+05	7.983479
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL157C	771	254430.000000	9.158781	0.930000	0.720000	0.000000	1.000000	100	2.500000	2.500000	3240.220000	1.069272e+06	11.612667
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL158W	711	234630.000000	8.909941	0.890000	0.710000	0.000000	1.000000	100	2.280000	2.280000	2673.930000	8.823960e+05	11.213384
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIL162W	1858	613140.000000	12.351358	0.820000	0.410000	0.000000	1.000000	100	5.340000	5.340000	8720.240000	2.877679e+06	17.486242
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR004W	1455	480150.000000	11.366129	0.850000	0.450000	0.000000	1.000000	100	4.280000	4.280000	6776.730000	2.236320e+06	15.847182
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR006C	4614	1522620.000000	16.827731	0.695000	0.090000	0.000000	2.000000	100	12.095000	11.175000	20650.790000	6.814760e+06	24.982177
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR011C	1072	353760.000000	10.244845	0.800000	0.510000	0.000000	1.000000	100	6.170000	6.170000	9204.000000	3.037319e+06	15.378611
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR012W	1394	460020.000000	11.201818	0.810000	0.470000	0.000000	2.000000	100	7.130000	5.270000	8351.360000	2.755948e+06	16.376523
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR026C	1231	406230.000000	10.738087	0.900000	0.570000	0.000000	1.000000	100	3.110000	3.110000	4363.850000	1.440070e+06	13.853443
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR033W	3451	1138830.000000	15.245458	0.720000	0.210000	0.000000	1.000000	100	8.720000	8.720000	15674.100000	5.172452e+06	22.370277
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR036C	895	295350.000000	9.635162	0.860000	0.640000	0.000000	1.000000	100	2.870000	2.870000	4017.540000	1.325788e+06	12.633014
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR037W	673	222090.000000	8.745090	0.914000	0.706000	0.000000	5.000000	100	6.448333	2.796000	3660.996000	1.208128e+06	11.561552
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YIR038C	863	284790.000000	9.516623	0.910000	0.580000	0.000000	1.000000	100	3.550000	3.550000	5238.870000	1.728827e+06	13.178094
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL001W	838	276540.000000	9.421979	0.895000	0.647500	0.000000	4.000000	100	5.860833	3.207500	4363.227500	1.439865e+06	12.702593
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL002C	1586	523379.000000	11.704214	0.860000	0.488000	0.000000	5.000000	100	7.967167	4.846000	7687.874000	2.536998e+06	16.248868
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL003W	624	205920.000000	8.523186	0.970000	0.690000	0.000000	1.000000	100	2.200000	2.200000	2582.350000	8.521750e+05	11.031363
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL004C	895	295350.000000	9.635162	0.910000	0.600000	0.000000	1.000000	100	3.040000	3.040000	4199.700000	1.385900e+06	13.111458
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL008C	1903	627990.000000	12.452265	0.834000	0.364000	0.000000	5.000000	100	7.480500	5.164000	8540.946000	2.818512e+06	17.516488
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL010C	2121	699930.000000	12.920015	0.800000	0.350000	0.000000	1.000000	100	5.660000	5.660000	9509.420000	3.138108e+06	17.973393
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL011C	678	223740.000000	8.767127	0.950000	0.650000	0.000000	1.000000	100	1.880000	1.880000	1726.720000	5.698170e+05	10.771701
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL012C	2265	747450.000000	13.211812	0.817500	0.340000	0.000000	4.000000	100	10.155000	6.802500	11760.435000	3.880943e+06	19.293319
30C	2.000000e+04	900.000000	0.000000	1.000000e-03	1.000000e+00	1.000000e+00	NA	YJL014W	1794	592020.000000	12.205029	0.828000	0.434000	0.000000	5.000000	100	9.949833	5.838000	9587.942000	3.164020e+06	17.457541
