Variable	Term	Value
mixing_Sup	mean	0.49250656035418466
mixing_Sup	se_mean	7.38729117377678e-5
mixing_Sup	sd	0.00244351984259521
mixing_Sup	x2.5	0.4875872682141296
mixing_Sup	x25	0.4908979172785092
mixing_Sup	x50	0.49245455235209157
mixing_Sup	x75	0.49421623378844276
mixing_Sup	x97.5	0.49707966405046206
mixing_Sup	n_eff	1094.1108014045944
mixing_Sup	Rhat	1.0016601066478759
mixing_Pellet	mean	0.33672386645324087
mixing_Pellet	se_mean	4.1989095102226266e-5
mixing_Pellet	sd	0.0014688528962861873
mixing_Pellet	x2.5	0.3338906799163087
mixing_Pellet	x25	0.33570905494339093
mixing_Pellet	x50	0.33673807496446007
mixing_Pellet	x75	0.33773741804150914
mixing_Pellet	x97.5	0.339680135565638
mixing_Pellet	n_eff	1223.7242805069461
mixing_Pellet	Rhat	1.0011212309480766
phi	mean	200.82907675157776
phi	se_mean	0.1896599973726932
phi	sd	6.481687662135413
phi	x2.5	188.92071872347955
phi	x25	195.97498527537368
phi	x50	200.75901258252367
phi	x75	205.53579396453182
phi	x97.5	212.99565964422357
phi	n_eff	1167.9512576390184
phi	Rhat	1.000493966480919
lp__	mean	41315505.36519675
lp__	se_mean	0.03775788934786656
lp__	sd	1.1251365773021709
lp__	x2.5	41315502.36417294
lp__	x25	41315504.87372531
lp__	x50	41315505.662811354
lp__	x75	41315506.1583886
lp__	x97.5	41315506.66618057
lp__	n_eff	887.9634055865874
lp__	Rhat	0.9998054750116526
