Variable	Term	Value
mixing_Sup	mean	0.6403895704288112
mixing_Sup	se_mean	2.1034219147917065e-4
mixing_Sup	sd	0.005171896674337474
mixing_Sup	x2.5	0.6301962296250908
mixing_Sup	x25	0.6367277929436141
mixing_Sup	x50	0.6404387495326762
mixing_Sup	x75	0.643880543928905
mixing_Sup	x97.5	0.650161795622829
mixing_Sup	n_eff	604.5704150367304
mixing_Sup	Rhat	1.0071567057246722
mixing_Pellet	mean	0.19178824634428243
mixing_Pellet	se_mean	8.022468560107904e-5
mixing_Pellet	sd	0.0019660034567953264
mixing_Pellet	x2.5	0.1880264785154463
mixing_Pellet	x25	0.19043587710301615
mixing_Pellet	x50	0.19174317749118097
mixing_Pellet	x75	0.19316205094555472
mixing_Pellet	x97.5	0.19575207907613443
mixing_Pellet	n_eff	600.5546122057599
mixing_Pellet	Rhat	1.007196571839665
phi	mean	73.74813852561692
phi	se_mean	0.06395043541160257
phi	sd	1.923534211183724
phi	x2.5	69.95820090811887
phi	x25	72.42373666352884
phi	x50	73.72866581419498
phi	x75	75.07607212825907
phi	x97.5	77.68023447520842
phi	n_eff	904.7171402354135
phi	Rhat	1.0037370728764494
lp__	mean	25684882.31859488
lp__	se_mean	0.05412964401838823
lp__	sd	1.2920110086176697
lp__	x2.5	25684878.993826225
lp__	x25	25684881.685684178
lp__	x50	25684882.67328263
lp__	x75	25684883.26292859
lp__	x97.5	25684883.787728667
lp__	n_eff	569.7208141391803
lp__	Rhat	1.0021028139983632
