Variable	Term	Value
mixing_Sup	mean	0.5634447521619083
mixing_Sup	se_mean	7.425589797891177e-5
mixing_Sup	sd	0.002456778658703739
mixing_Sup	x2.5	0.5588201577138996
mixing_Sup	x25	0.5617929851652925
mixing_Sup	x50	0.5633935701692357
mixing_Sup	x75	0.5650500821721615
mixing_Sup	x97.5	0.5685178508631304
mixing_Sup	n_eff	1094.6370736858134
mixing_Sup	Rhat	1.0026757330138762
mixing_Pellet	mean	0.41423013569408845
mixing_Pellet	se_mean	5.612036132097454e-5
mixing_Pellet	sd	0.00186319411091083
mixing_Pellet	x2.5	0.4105154442044609
mixing_Pellet	x25	0.4129767765006542
mixing_Pellet	x50	0.4142631458470487
mixing_Pellet	x75	0.4155356590614598
mixing_Pellet	x97.5	0.4177281156972886
mixing_Pellet	n_eff	1102.23776978771
mixing_Pellet	Rhat	1.0008609089824998
phi	mean	199.31562747748043
phi	se_mean	0.18758844577240977
phi	sd	6.472286160080592
phi	x2.5	187.26908462199177
phi	x25	194.67947550238398
phi	x50	199.35432950583828
phi	x75	203.4888120472184
phi	x97.5	212.724680694466
phi	n_eff	1190.4283219484066
phi	Rhat	1.0024474425247822
lp__	mean	47987849.80948463
lp__	se_mean	0.04303330843007915
lp__	sd	1.2184832100000038
lp__	x2.5	47987846.58082461
lp__	x25	47987849.25904688
lp__	x50	47987850.103483684
lp__	x75	47987850.70293343
lp__	x97.5	47987851.197917655
lp__	n_eff	801.7327528744975
lp__	Rhat	1.0064170897937423
