Variable	Term	Value
mixing_Sup	mean	1.4242695766206173
mixing_Sup	se_mean	2.511888867612171e-4
mixing_Sup	sd	0.007820735351987624
mixing_Sup	x2.5	1.4092505766131689
mixing_Sup	x25	1.418773983477115
mixing_Sup	x50	1.4244321217495388
mixing_Sup	x75	1.429651257115272
mixing_Sup	x97.5	1.4395600014636674
mixing_Sup	n_eff	969.3806299889986
mixing_Sup	Rhat	1.0017842959588186
mixing_Pellet	mean	0.19165108370968884
mixing_Pellet	se_mean	1.2047606164195596e-4
mixing_Pellet	sd	0.003598950182394473
mixing_Pellet	x2.5	0.1847512214472825
mixing_Pellet	x25	0.1890799839415998
mixing_Pellet	x50	0.19171801835215588
mixing_Pellet	x75	0.1940674314493607
mixing_Pellet	x97.5	0.1985626733015451
mixing_Pellet	n_eff	892.3806530004978
mixing_Pellet	Rhat	1.0021810931082882
phi	mean	49.80802848357065
phi	se_mean	0.03642504613595768
phi	sd	1.1804196167178835
phi	x2.5	47.511376139391274
phi	x25	48.999279063063256
phi	x50	49.8010297577292
phi	x75	50.57512599005883
phi	x97.5	52.12962141945108
phi	n_eff	1050.2014542142779
phi	Rhat	0.9998891544601309
lp__	mean	39580599.69403943
lp__	se_mean	0.04186913413456579
lp__	sd	1.2014538891057123
lp__	x2.5	39580596.380003706
lp__	x25	39580599.212938294
lp__	x50	39580600.03309265
lp__	x75	39580600.53743144
lp__	x97.5	39580601.09752798
lp__	n_eff	823.4291851639141
lp__	Rhat	0.9990743333234312
