Variable	Term	Value
mixing_Sup	mean	0.4562284580883673
mixing_Sup	se_mean	2.0686508244566684e-4
mixing_Sup	sd	0.006498458863672895
mixing_Sup	x2.5	0.44375160044770895
mixing_Sup	x25	0.45180820538134575
mixing_Sup	x50	0.45605863512079786
mixing_Sup	x75	0.46066904303298906
mixing_Sup	x97.5	0.4691287095127411
mixing_Sup	n_eff	986.839142010784
mixing_Sup	Rhat	1.0018394408458708
mixing_Pellet	mean	0.7154927952507697
mixing_Pellet	se_mean	7.699781474430545e-5
mixing_Pellet	sd	0.0025985136312348675
mixing_Pellet	x2.5	0.7103983377953801
mixing_Pellet	x25	0.7136912782028266
mixing_Pellet	x50	0.7155124390275467
mixing_Pellet	x75	0.7172926645967284
mixing_Pellet	x97.5	0.7203169779870324
mixing_Pellet	n_eff	1138.9199470897092
mixing_Pellet	Rhat	1.0022386275300241
phi	mean	104.01067249785032
phi	se_mean	0.08303728193528843
phi	sd	2.730809098381415
phi	x2.5	98.72133670164317
phi	x25	102.27082621592851
phi	x50	103.95177563172203
phi	x75	105.72294380034107
phi	x97.5	109.55749131045408
phi	n_eff	1081.524675174226
phi	Rhat	1.0011175995629238
lp__	mean	40344479.29475553
lp__	se_mean	0.041058006728324284
lp__	sd	1.1863624079896302
lp__	x2.5	40344476.15127726
lp__	x25	40344478.76195873
lp__	x50	40344479.61052036
lp__	x75	40344480.17458993
lp__	x97.5	40344480.6426941
lp__	n_eff	834.9087846450448
lp__	Rhat	1.0028006414268589
