Variable	Term	Value
mixing_Sup	mean	0.5957094596298416
mixing_Sup	se_mean	1.3048532723209787e-4
mixing_Sup	sd	0.004156689575342557
mixing_Sup	x2.5	0.5875502772101657
mixing_Sup	x25	0.5929570711054624
mixing_Sup	x50	0.5956464809507978
mixing_Sup	x75	0.5985337954355585
mixing_Sup	x97.5	0.6039296157689236
mixing_Sup	n_eff	1014.7798300340265
mixing_Sup	Rhat	1.0021989218910474
mixing_Pellet	mean	0.6140501078537463
mixing_Pellet	se_mean	6.151339157728677e-5
mixing_Pellet	sd	0.002143698461028912
mixing_Pellet	x2.5	0.6097631236487792
mixing_Pellet	x25	0.6126067293092345
mixing_Pellet	x50	0.6140420236074748
mixing_Pellet	x75	0.615507674880942
mixing_Pellet	x97.5	0.6183309030793664
mixing_Pellet	n_eff	1214.4735109966373
mixing_Pellet	Rhat	1.0031717121258847
phi	mean	159.3307636700171
phi	se_mean	0.15674555945431481
phi	sd	4.804123393328771
phi	x2.5	149.84292303370398
phi	x25	156.00366938345945
phi	x50	159.28619655790368
phi	x75	162.60698836071373
phi	x97.5	168.735849657441
phi	n_eff	939.3724409273013
phi	Rhat	1.0019849136778902
lp__	mean	43208435.45655174
lp__	se_mean	0.0415856936191444
lp__	sd	1.19050365665349
lp__	x2.5	43208432.35234428
lp__	x25	43208434.88664755
lp__	x50	43208435.78517051
lp__	x75	43208436.342923865
lp__	x97.5	43208436.82933571
lp__	n_eff	819.5464401268912
lp__	Rhat	1.0053698296872646
