Variable	Term	Value
mixing_Sup	mean	1.2473414611383047
mixing_Sup	se_mean	2.690773794175562e-4
mixing_Sup	sd	0.008526775998037747
mixing_Sup	x2.5	1.2306880884012097
mixing_Sup	x25	1.2414898918593233
mixing_Sup	x50	1.247326477375336
mixing_Sup	x75	1.2530047136147016
mixing_Sup	x97.5	1.2635928736345294
mixing_Sup	n_eff	1004.1886984061559
mixing_Sup	Rhat	1.000231242523649
mixing_Pellet	mean	0.3654953601163508
mixing_Pellet	se_mean	2.6608545941228806e-5
mixing_Pellet	sd	9.09703820484727e-4
mixing_Pellet	x2.5	0.36373005653640156
mixing_Pellet	x25	0.36487698533712537
mixing_Pellet	x50	0.3655108430353532
mixing_Pellet	x75	0.3661088995822783
mixing_Pellet	x97.5	0.3672532727136817
mixing_Pellet	n_eff	1168.847230162936
mixing_Pellet	Rhat	1.0000402873639562
phi	mean	324.696992353512
phi	se_mean	0.44936918988614943
phi	sd	13.127600619085632
phi	x2.5	300.1685862042052
phi	x25	315.9454338701277
phi	x50	324.5512486320705
phi	x75	333.06087368079557
phi	x97.5	351.61067862400614
phi	n_eff	853.4225740795962
phi	Rhat	1.0054335283227975
lp__	mean	41962588.49431592
lp__	se_mean	0.04711125032665209
lp__	sd	1.2299315243390176
lp__	x2.5	41962585.54829064
lp__	x25	41962587.96686239
lp__	x50	41962588.80160953
lp__	x75	41962589.39359372
lp__	x97.5	41962589.87910423
lp__	n_eff	681.5733565748408
lp__	Rhat	1.0055114001540282
