Variable	Term	Value
mixing_Sup	mean	2.0121156865466157
mixing_Sup	se_mean	7.194993093934664e-4
mixing_Sup	sd	0.02015829413476862
mixing_Sup	x2.5	1.9717922637808496
mixing_Sup	x25	1.999834306360121
mixing_Sup	x50	2.0124446594977767
mixing_Sup	x75	2.024899276136942
mixing_Sup	x97.5	2.052553242059542
mixing_Sup	n_eff	784.9586738182551
mixing_Sup	Rhat	1.001717733783411
mixing_Pellet	mean	1.1234120527601135
mixing_Pellet	se_mean	2.215115387224029e-4
mixing_Pellet	sd	0.006199454269788403
mixing_Pellet	x2.5	1.1112937554612372
mixing_Pellet	x25	1.119218864274801
mixing_Pellet	x50	1.123328964407804
mixing_Pellet	x75	1.127512869897304
mixing_Pellet	x97.5	1.1358037845600815
mixing_Pellet	n_eff	783.2749070533833
mixing_Pellet	Rhat	1.0009990380285094
phi	mean	65.06465048876039
phi	se_mean	0.0531307490665374
phi	sd	1.5791243722637793
phi	x2.5	61.97761190370509
phi	x25	64.0507573049768
phi	x50	65.03962192147847
phi	x75	66.04934454351897
phi	x97.5	68.2896121235065
phi	n_eff	883.3662352153518
phi	Rhat	1.0086253540893604
lp__	mean	60600459.3495486
lp__	se_mean	0.05371645547642808
lp__	sd	1.27464488784147
lp__	x2.5	60600455.92780097
lp__	x25	60600458.82147331
lp__	x50	60600459.71931839
lp__	x75	60600460.243867785
lp__	x97.5	60600460.74653638
lp__	n_eff	563.0717277986437
lp__	Rhat	1.0004998752808285
