Variable	Term	Value
mixing_Sup	mean	0.4018602938638409
mixing_Sup	se_mean	1.1545737664798524e-4
mixing_Sup	sd	0.0033473675950652123
mixing_Sup	x2.5	0.39527475462755124
mixing_Sup	x25	0.399673718786292
mixing_Sup	x50	0.40182594230049207
mixing_Sup	x75	0.40402803740915777
mixing_Sup	x97.5	0.4083682512674877
mixing_Sup	n_eff	840.5497901373085
mixing_Sup	Rhat	1.0100134855765164
mixing_Pellet	mean	0.21957805238549466
mixing_Pellet	se_mean	6.337450307642643e-5
mixing_Pellet	sd	0.00182842369788627
mixing_Pellet	x2.5	0.21600300674972306
mixing_Pellet	x25	0.2183665678168232
mixing_Pellet	x50	0.21956014151755726
mixing_Pellet	x75	0.22078394913953847
mixing_Pellet	x97.5	0.2232061362677879
mixing_Pellet	n_eff	832.3855816800237
mixing_Pellet	Rhat	1.0099705194465864
phi	mean	57.12149867187042
phi	se_mean	0.056008838582924644
phi	sd	1.6055303065205038
phi	x2.5	53.99579778287156
phi	x25	56.05921756557949
phi	x50	57.12842673849475
phi	x75	58.195518782450144
phi	x97.5	60.20652374517659
phi	n_eff	821.7200455347935
phi	Rhat	1.0002085288759315
lp__	mean	27065306.292577263
lp__	se_mean	0.04929137263234153
lp__	sd	1.2987492872964719
lp__	x2.5	27065303.003121454
lp__	x25	27065305.720276516
lp__	x50	27065306.647916466
lp__	x75	27065307.251946677
lp__	x97.5	27065307.73979796
lp__	n_eff	694.2387006725845
lp__	Rhat	1.000529906677249
