Variable	Term	Value
mixing_Sup	mean	1.036198135354641
mixing_Sup	se_mean	6.293581665088496e-5
mixing_Sup	sd	0.0021886633512990888
mixing_Sup	x2.5	1.0317630288551183
mixing_Sup	x25	1.0347103940225766
mixing_Sup	x50	1.0361827863815816
mixing_Sup	x75	1.0377388440030466
mixing_Sup	x97.5	1.0406049656412106
mixing_Sup	n_eff	1209.3783444942014
mixing_Sup	Rhat	1.0009604823488447
mixing_Pellet	mean	0.21503984208474042
mixing_Pellet	se_mean	4.241459960548528e-5
mixing_Pellet	sd	0.0014166049797674773
mixing_Pellet	x2.5	0.2123400463683083
mixing_Pellet	x25	0.2140374951491804
mixing_Pellet	x50	0.21502946464283723
mixing_Pellet	x75	0.2159962227280514
mixing_Pellet	x97.5	0.21769811966974198
mixing_Pellet	n_eff	1115.4928349090042
mixing_Pellet	Rhat	1.0000723905519349
phi	mean	743.1507574195253
phi	se_mean	1.2244421969055832
phi	sd	35.49276071795798
phi	x2.5	674.7166217438564
phi	x25	718.4736247917493
phi	x50	743.2355065739157
phi	x75	766.9117696991646
phi	x97.5	815.0856143683538
phi	n_eff	840.2392921187421
phi	Rhat	1.0012165622053057
lp__	mean	47087134.28110396
lp__	se_mean	0.039102182207642236
lp__	sd	1.1583358092184517
lp__	x2.5	47087131.39234947
lp__	x25	47087133.77961931
lp__	x50	47087134.56268112
lp__	x75	47087135.12751554
lp__	x97.5	47087135.618138425
lp__	n_eff	877.5401074790799
lp__	Rhat	1.0023696563885716
