Variable	Term	Value
mixing_Sup	mean	0.2799402317615554
mixing_Sup	se_mean	6.0761479276122265e-5
mixing_Sup	sd	0.001879648094781027
mixing_Sup	x2.5	0.27642044647245395
mixing_Sup	x25	0.2786395789091229
mixing_Sup	x50	0.2799278915804152
mixing_Sup	x75	0.2811949999252171
mixing_Sup	x97.5	0.283736637077018
mixing_Sup	n_eff	956.9658075779654
mixing_Sup	Rhat	0.9995804906117831
mixing_Pellet	mean	0.43285358341983887
mixing_Pellet	se_mean	5.871983264109044e-5
mixing_Pellet	sd	0.0018968957546945634
mixing_Pellet	x2.5	0.42913223745580875
mixing_Pellet	x25	0.4316097641464055
mixing_Pellet	x50	0.432864453955911
mixing_Pellet	x75	0.434132474836572
mixing_Pellet	x97.5	0.43649411768961316
mixing_Pellet	n_eff	1043.5597280267293
mixing_Pellet	Rhat	0.9990008765496419
phi	mean	96.9206185234778
phi	se_mean	0.08023688574715074
phi	sd	2.439387122569932
phi	x2.5	92.19404829992764
phi	x25	95.2473475629957
phi	x50	96.939835434061
phi	x75	98.59708993290357
phi	x97.5	101.64195804817261
phi	n_eff	924.3007933296557
phi	Rhat	1.0002689603324388
lp__	mean	77537585.21341966
lp__	se_mean	0.042003018572124254
lp__	sd	1.1957461004360475
lp__	x2.5	77537582.03796035
lp__	x25	77537584.75566226
lp__	x50	77537585.51634079
lp__	x75	77537586.06620613
lp__	x97.5	77537586.56971829
lp__	n_eff	810.4326734509593
lp__	Rhat	1.0046271076872824
