Variable	Term	Value
mixing_Sup	mean	1.2607669476511092
mixing_Sup	se_mean	8.737687949486387e-5
mixing_Sup	sd	0.003030764521357488
mixing_Sup	x2.5	1.2547581002660373
mixing_Sup	x25	1.2586875865496725
mixing_Sup	x50	1.2608347772149562
mixing_Sup	x75	1.2628681221622093
mixing_Sup	x97.5	1.2663997774001974
mixing_Sup	n_eff	1203.126598292308
mixing_Sup	Rhat	0.998926129678999
mixing_Pellet	mean	0.3135782228434189
mixing_Pellet	se_mean	6.839532288775481e-5
mixing_Pellet	sd	0.0022251910565810823
mixing_Pellet	x2.5	0.3094380125330027
mixing_Pellet	x25	0.3120465899457683
mixing_Pellet	x50	0.31355140226870826
mixing_Pellet	x75	0.31501360005634715
mixing_Pellet	x97.5	0.3181172441637743
mixing_Pellet	n_eff	1058.4779205472994
mixing_Pellet	Rhat	0.9992984745988164
phi	mean	222.85104209351695
phi	se_mean	0.18686105307119355
phi	sd	5.643058165669611
phi	x2.5	211.7938362001201
phi	x25	219.17567085558267
phi	x50	222.892700937497
phi	x75	226.4935720576891
phi	x97.5	234.29202143278775
phi	n_eff	911.9929256310719
phi	Rhat	1.0025775228783531
lp__	mean	277984999.66567504
lp__	se_mean	0.04484778808450916
lp__	sd	1.1816731213179599
lp__	x2.5	277984996.70758873
lp__	x25	277984999.0930746
lp__	x50	277984999.9979638
lp__	x75	277985000.5366676
lp__	x97.5	277985001.0165688
lp__	n_eff	694.2448352165621
lp__	Rhat	1.0017443222830746
