Variable	Term	Value
mixing_Sup	mean	0.37798479828028664
mixing_Sup	se_mean	3.001684064574775e-5
mixing_Sup	sd	9.767879385810588e-4
mixing_Sup	x2.5	0.3760559751088776
mixing_Sup	x25	0.37734113635506533
mixing_Sup	x50	0.3780036502295857
mixing_Sup	x75	0.37863888192297807
mixing_Sup	x97.5	0.3798108666753299
mixing_Sup	n_eff	1058.9382049378778
mixing_Sup	Rhat	1.0028645688160456
mixing_Pellet	mean	0.11319039690822393
mixing_Pellet	se_mean	5.98362344650763e-5
mixing_Pellet	sd	0.0018732643132163965
mixing_Pellet	x2.5	0.10966579463765795
mixing_Pellet	x25	0.11195296965807966
mixing_Pellet	x50	0.11315291533216579
mixing_Pellet	x75	0.11443378074433877
mixing_Pellet	x97.5	0.11688978452329823
mixing_Pellet	n_eff	980.0982386800624
mixing_Pellet	Rhat	1.0054892854531943
phi	mean	199.36894574203257
phi	se_mean	0.18557037574874993
phi	sd	5.700499031563245
phi	x2.5	188.38141004847995
phi	x25	195.66046076155922
phi	x50	199.05194200551455
phi	x75	203.0962890072348
phi	x97.5	211.20263030304307
phi	n_eff	943.6445982902673
phi	Rhat	1.0011560617745119
lp__	mean	77412393.75681095
lp__	se_mean	0.05284421286415967
lp__	sd	1.2046849355785325
lp__	x2.5	77412390.74670322
lp__	x25	77412393.19452845
lp__	x50	77412394.087879
lp__	x75	77412394.64005126
lp__	x97.5	77412395.12799907
lp__	n_eff	519.699252994433
lp__	Rhat	1.0004055437097468
