Variable	Term	Value
mixing_Sup	mean	0.6625646288950854
mixing_Sup	se_mean	3.999436021041925e-5
mixing_Sup	sd	0.0012733238630216115
mixing_Sup	x2.5	0.6601163268639071
mixing_Sup	x25	0.6616867036985865
mixing_Sup	x50	0.6625356313945441
mixing_Sup	x75	0.663453787924982
mixing_Sup	x97.5	0.6650351506994022
mixing_Sup	n_eff	1013.6318509547501
mixing_Sup	Rhat	1.0021035225263915
mixing_Pellet	mean	0.24174731134482708
mixing_Pellet	se_mean	6.904284897865488e-5
mixing_Pellet	sd	0.0020195110834321122
mixing_Pellet	x2.5	0.23787682912867722
mixing_Pellet	x25	0.24036434535552287
mixing_Pellet	x50	0.24177659750916405
mixing_Pellet	x75	0.24316078485554005
mixing_Pellet	x97.5	0.24545236833900627
mixing_Pellet	n_eff	855.5690672702467
mixing_Pellet	Rhat	1.0021372534241677
phi	mean	323.2315423970218
phi	se_mean	0.28534435762037025
phi	sd	8.695073702762485
phi	x2.5	305.470648352265
phi	x25	317.68997066395457
phi	x50	323.33716591570965
phi	x75	329.22969724238885
phi	x97.5	340.05100180127334
phi	n_eff	928.5556922872645
phi	Rhat	1.0030735713730805
lp__	mean	224140158.55084845
lp__	se_mean	0.04094610779734257
lp__	sd	1.1755744037307034
lp__	x2.5	224140155.54202598
lp__	x25	224140158.0441386
lp__	x50	224140158.84626096
lp__	x75	224140159.42062306
lp__	x97.5	224140159.89903948
lp__	n_eff	824.2804356521018
lp__	Rhat	0.9993833759327572
