Variable	Term	Value
mixing_Sup	mean	0.2831272473208199
mixing_Sup	se_mean	1.2678221274127277e-4
mixing_Sup	sd	0.003396596655804762
mixing_Sup	x2.5	0.27690400181420505
mixing_Sup	x25	0.28085222546900335
mixing_Sup	x50	0.28299590710019046
mixing_Sup	x75	0.2853874022625926
mixing_Sup	x97.5	0.2901930551534908
mixing_Sup	n_eff	717.7468592773209
mixing_Sup	Rhat	1.0076808011905631
mixing_Pellet	mean	0.6756306023834093
mixing_Pellet	se_mean	7.559235691656566e-5
mixing_Pellet	sd	0.0022633544254853873
mixing_Pellet	x2.5	0.6711210476228278
mixing_Pellet	x25	0.6740912842875273
mixing_Pellet	x50	0.6755959709321209
mixing_Pellet	x75	0.6772019443980388
mixing_Pellet	x97.5	0.6799082759938418
mixing_Pellet	n_eff	896.4980730594331
mixing_Pellet	Rhat	1.003842555084663
phi	mean	131.8991604652547
phi	se_mean	0.10002741003662871
phi	sd	3.002171703050656
phi	x2.5	126.16802954758921
phi	x25	129.90258404927954
phi	x50	131.92034734158318
phi	x75	133.90847871103304
phi	x97.5	137.6775485940314
phi	n_eff	900.8096012977303
phi	Rhat	1.0052542735493892
lp__	mean	245001333.86899525
lp__	se_mean	0.05070950848891226
lp__	sd	1.2643297289095314
lp__	x2.5	245001330.52990815
lp__	x25	245001333.3290623
lp__	x50	245001334.1948487
lp__	x75	245001334.744553
lp__	x97.5	245001335.29082152
lp__	n_eff	621.6442165620942
lp__	Rhat	1.005880928800299
