Variable	Term	Value
mixing_Sup	mean	0.8599451765459445
mixing_Sup	se_mean	7.759223198292443e-5
mixing_Sup	sd	0.0024713467588554083
mixing_Sup	x2.5	0.8546808111216768
mixing_Sup	x25	0.8583649804183584
mixing_Sup	x50	0.8600284308271824
mixing_Sup	x75	0.861668670922797
mixing_Sup	x97.5	0.8646213951429527
mixing_Sup	n_eff	1014.4505525084213
mixing_Sup	Rhat	1.0014148682526023
mixing_Pellet	mean	0.1301343577965331
mixing_Pellet	se_mean	8.05635671451287e-5
mixing_Pellet	sd	0.0023081071363727336
mixing_Pellet	x2.5	0.12586305542329165
mixing_Pellet	x25	0.12856105136514867
mixing_Pellet	x50	0.13011208451992196
mixing_Pellet	x75	0.13165064548028205
mixing_Pellet	x97.5	0.1346906313024945
mixing_Pellet	n_eff	820.7947175550736
mixing_Pellet	Rhat	1.0027262563308597
phi	mean	101.02697123484104
phi	se_mean	0.07031368733858197
phi	sd	2.4329459021579574
phi	x2.5	96.46469815394157
phi	x25	99.23050161890072
phi	x50	101.03951804903676
phi	x75	102.78306217622189
phi	x97.5	105.69734131124446
phi	n_eff	1197.250859721247
phi	Rhat	1.0033093163395297
lp__	mean	169791716.8822169
lp__	se_mean	0.05060791586923121
lp__	sd	1.2969422505851897
lp__	x2.5	169791713.3792588
lp__	x25	169791716.36269367
lp__	x50	169791717.22388935
lp__	x75	169791717.79351497
lp__	x97.5	169791718.32427627
lp__	n_eff	656.7564880697112
lp__	Rhat	1.0095106625213086
