Variable	Term	Value
mixing_Sup	mean	1.3750748298182889
mixing_Sup	se_mean	2.7377838433676924e-4
mixing_Sup	sd	0.008257585598792343
mixing_Sup	x2.5	1.358564736627629
mixing_Sup	x25	1.3696831737125448
mixing_Sup	x50	1.3748293044253486
mixing_Sup	x75	1.3806665106482405
mixing_Sup	x97.5	1.3915286404900744
mixing_Sup	n_eff	909.7202376916049
mixing_Sup	Rhat	1.001312130068687
mixing_Pellet	mean	0.2115750740660221
mixing_Pellet	se_mean	1.3833334591748737e-4
mixing_Pellet	sd	0.004132647839430221
mixing_Pellet	x2.5	0.2033118526326961
mixing_Pellet	x25	0.2089478608334535
mixing_Pellet	x50	0.21161861156593126
mixing_Pellet	x75	0.21431484771401318
mixing_Pellet	x97.5	0.21953267770800955
mixing_Pellet	n_eff	892.489333819006
mixing_Pellet	Rhat	1.00014763244666
phi	mean	44.69498924895869
phi	se_mean	0.031304211741166516
phi	sd	1.0438218253623361
phi	x2.5	42.61336971263751
phi	x25	43.98722428326019
phi	x50	44.70483260093491
phi	x75	45.40031871499752
phi	x97.5	46.79177156730417
phi	n_eff	1111.8525634594207
phi	Rhat	1.004649685756946
lp__	mean	39557163.18413681
lp__	se_mean	0.05025619724176468
lp__	sd	1.209909624570934
lp__	x2.5	39557160.13416002
lp__	x25	39557162.63563354
lp__	x50	39557163.490969464
lp__	x75	39557164.0760623
lp__	x97.5	39557164.56851068
lp__	n_eff	579.5976498561294
lp__	Rhat	1.0092358532913082
