Variable	Term	Value
mixing_Sup	mean	0.5699701663977853
mixing_Sup	se_mean	5.9783533784586146e-5
mixing_Sup	sd	0.0018595997596353388
mixing_Sup	x2.5	0.5662269106624468
mixing_Sup	x25	0.568732035505603
mixing_Sup	x50	0.5699850364030983
mixing_Sup	x75	0.5712311413686055
mixing_Sup	x97.5	0.573496652990168
mixing_Sup	n_eff	967.5553035741456
mixing_Sup	Rhat	1.0014655727269306
mixing_Pellet	mean	0.37527527369019054
mixing_Pellet	se_mean	6.021923003212275e-5
mixing_Pellet	sd	0.0017219171693465807
mixing_Pellet	x2.5	0.37185861451191876
mixing_Pellet	x25	0.37411977414130176
mixing_Pellet	x50	0.3752543267537461
mixing_Pellet	x75	0.37636857279129105
mixing_Pellet	x97.5	0.37875600942164045
mixing_Pellet	n_eff	817.6249136747338
mixing_Pellet	Rhat	1.0017550501424661
phi	mean	360.6402475231067
phi	se_mean	0.3327925152586095
phi	sd	10.267249425872958
phi	x2.5	340.7471412308702
phi	x25	353.6389341242706
phi	x50	360.35140303305315
phi	x75	367.4844651697537
phi	x97.5	381.68424184297044
phi	n_eff	951.83380494583
phi	Rhat	1.000752523227945
lp__	mean	190560483.96755537
lp__	se_mean	0.03888790710645741
lp__	sd	1.1415637350325454
lp__	x2.5	190560481.06231713
lp__	x25	190560483.41054985
lp__	x50	190560484.28803635
lp__	x75	190560484.81685212
lp__	x97.5	190560485.28065372
lp__	n_eff	861.7299476123609
lp__	Rhat	1.001888076727065
