Variable	Term	Value
mixing_Sup	mean	0.4396157987049247
mixing_Sup	se_mean	8.899054169255365e-5
mixing_Sup	sd	0.002826865306714379
mixing_Sup	x2.5	0.4339748288763174
mixing_Sup	x25	0.43779007641647705
mixing_Sup	x50	0.43959294603018817
mixing_Sup	x75	0.44155057865278174
mixing_Sup	x97.5	0.44514331111697825
mixing_Sup	n_eff	1009.0728728260657
mixing_Sup	Rhat	1.0016544376408507
mixing_Pellet	mean	0.7047954248108604
mixing_Pellet	se_mean	6.414355873940908e-5
mixing_Pellet	sd	0.002135259685042903
mixing_Pellet	x2.5	0.7007736730217599
mixing_Pellet	x25	0.7033789135700294
mixing_Pellet	x50	0.704773937886425
mixing_Pellet	x75	0.7062170879230406
mixing_Pellet	x97.5	0.7090323581512857
mixing_Pellet	n_eff	1108.141700749695
mixing_Pellet	Rhat	1.0014653090356178
phi	mean	205.9655972051128
phi	se_mean	0.175447559706969
phi	sd	5.0723714330733545
phi	x2.5	196.39732461814754
phi	x25	202.51261868135407
phi	x50	205.91830855111377
phi	x75	209.23466888397667
phi	x97.5	216.28787176747883
phi	n_eff	835.8482393138156
phi	Rhat	1.0067119449009578
lp__	mean	259396781.9385108
lp__	se_mean	0.049180312935638
lp__	sd	1.2622438711547201
lp__	x2.5	259396778.67505622
lp__	x25	259396781.41675657
lp__	x50	259396782.25639102
lp__	x75	259396782.83499485
lp__	x97.5	259396783.3356043
lp__	n_eff	658.7247261869552
lp__	Rhat	1.0026532114222266
