Variable	Term	Value
mixing_Sup	mean	0.7500737522151464
mixing_Sup	se_mean	3.13854901441056e-5
mixing_Sup	sd	0.0011957960639705119
mixing_Sup	x2.5	0.7477019078244367
mixing_Sup	x25	0.7492640175915479
mixing_Sup	x50	0.7500625395566394
mixing_Sup	x75	0.7508719655251495
mixing_Sup	x97.5	0.7523566122819925
mixing_Sup	n_eff	1451.631582613413
mixing_Sup	Rhat	0.9987659934167851
mixing_Pellet	mean	0.24264370059385415
mixing_Pellet	se_mean	2.8303312547010354e-5
mixing_Pellet	sd	9.67857063891615e-4
mixing_Pellet	x2.5	0.24071891084771044
mixing_Pellet	x25	0.24198072821281782
mixing_Pellet	x50	0.24267923080925236
mixing_Pellet	x75	0.2433451597875128
mixing_Pellet	x97.5	0.24440839354538604
mixing_Pellet	n_eff	1169.3591379100428
mixing_Pellet	Rhat	0.9996069338657392
phi	mean	387.25015266136296
phi	se_mean	0.4126443623058127
phi	sd	11.47533622576452
phi	x2.5	364.6349193524928
phi	x25	379.4103607044226
phi	x50	386.79243853647125
phi	x75	394.72177419725614
phi	x97.5	410.54841696397335
phi	n_eff	773.35519337455
phi	Rhat	1.0093414292970742
lp__	mean	196811952.94263434
lp__	se_mean	0.04292634134532318
lp__	sd	1.1795484605549598
lp__	x2.5	196811949.8998406
lp__	x25	196811952.39963883
lp__	x50	196811953.2700234
lp__	x75	196811953.80239624
lp__	x97.5	196811954.29681155
lp__	n_eff	755.0641085325152
lp__	Rhat	1.0014625053185557
