Variable	Term	Value
mixing_Sup	mean	0.780548951657021
mixing_Sup	se_mean	3.557127379563556e-5
mixing_Sup	sd	0.0013133198490225392
mixing_Sup	x2.5	0.777982372015077
mixing_Sup	x25	0.7796483224308061
mixing_Sup	x50	0.7805349486117897
mixing_Sup	x75	0.7814434925719255
mixing_Sup	x97.5	0.7832013186845969
mixing_Sup	n_eff	1363.1453968053752
mixing_Sup	Rhat	0.9987498015332916
mixing_Pellet	mean	0.22725604586385384
mixing_Pellet	se_mean	5.487599711740417e-5
mixing_Pellet	sd	0.0018186249724578653
mixing_Pellet	x2.5	0.22359595409575017
mixing_Pellet	x25	0.2260478714183933
mixing_Pellet	x50	0.22726954706718694
mixing_Pellet	x75	0.22848065404941242
mixing_Pellet	x97.5	0.23082206668688274
mixing_Pellet	n_eff	1098.3011829999205
mixing_Pellet	Rhat	0.9989252194096522
phi	mean	373.294665671024
phi	se_mean	0.3760027239639454
phi	sd	10.827252268083202
phi	x2.5	351.887935524724
phi	x25	366.01347530722387
phi	x50	373.1386963750999
phi	x75	380.55679102280305
phi	x97.5	394.6924513432088
phi	n_eff	829.1909032551125
phi	Rhat	0.9996985826910993
lp__	mean	236418471.39374065
lp__	se_mean	0.04285440833976623
lp__	sd	1.1740363149056978
lp__	x2.5	236418468.21597302
lp__	x25	236418470.83309108
lp__	x50	236418471.69676888
lp__	x75	236418472.2668234
lp__	x97.5	236418472.73785996
lp__	n_eff	750.5369087585684
lp__	Rhat	1.001147343904162
