Variable	Term	Value
mixing_Sup	mean	0.887725246524379
mixing_Sup	se_mean	1.1334865508022784e-4
mixing_Sup	sd	0.0037511693950722886
mixing_Sup	x2.5	0.8806094409812081
mixing_Sup	x25	0.8850734764133704
mixing_Sup	x50	0.8877938967923189
mixing_Sup	x75	0.8903722907153668
mixing_Sup	x97.5	0.8947540996497757
mixing_Sup	n_eff	1095.2180936482282
mixing_Sup	Rhat	1.0009515865435104
mixing_Pellet	mean	0.17064326662862525
mixing_Pellet	se_mean	1.0163443917640624e-4
mixing_Pellet	sd	0.0031669164849917326
mixing_Pellet	x2.5	0.16469014198062293
mixing_Pellet	x25	0.1683945605173802
mixing_Pellet	x50	0.1706472528327231
mixing_Pellet	x75	0.17281682431346168
mixing_Pellet	x97.5	0.17697086236874793
mixing_Pellet	n_eff	970.937849602121
mixing_Pellet	Rhat	1.0022610435362622
phi	mean	63.21315011841684
phi	se_mean	0.04692329412897854
phi	sd	1.5496707523357605
phi	x2.5	60.109981899253256
phi	x25	62.14781056387114
phi	x50	63.240596408062245
phi	x75	64.22591337037437
phi	x97.5	66.21977796514241
phi	n_eff	1090.691395198086
phi	Rhat	1.0015435865175932
lp__	mean	50587747.01677867
lp__	se_mean	0.04373474922879716
lp__	sd	1.175460281173305
lp__	x2.5	50587743.96341104
lp__	x25	50587746.47139948
lp__	x50	50587747.30114488
lp__	x75	50587747.896020256
lp__	x97.5	50587748.38064334
lp__	n_eff	722.3748818707634
lp__	Rhat	1.0035714322955263
