Variable	Term	Value
mixing_Sup	mean	0.835167234481121
mixing_Sup	se_mean	1.175170395464606e-4
mixing_Sup	sd	0.0037990309191706195
mixing_Sup	x2.5	0.8278279723566576
mixing_Sup	x25	0.8325387974944733
mixing_Sup	x50	0.8351151356514731
mixing_Sup	x75	0.837706609726484
mixing_Sup	x97.5	0.8426982302419631
mixing_Sup	n_eff	1045.0666088213654
mixing_Sup	Rhat	1.0027157682347796
mixing_Pellet	mean	1.0799177893558844
mixing_Pellet	se_mean	8.849401299966909e-5
mixing_Pellet	sd	0.0029691166684055184
mixing_Pellet	x2.5	1.0741767999764638
mixing_Pellet	x25	1.0780028708596754
mixing_Pellet	x50	1.079959736361225
mixing_Pellet	x75	1.0819313488884612
mixing_Pellet	x97.5	1.0856966940171464
mixing_Pellet	n_eff	1125.7105767425348
mixing_Pellet	Rhat	1.0025164518458756
phi	mean	465.83226096090596
phi	se_mean	0.5369158144154077
phi	sd	15.964530058741898
phi	x2.5	434.9422856232266
phi	x25	454.55347603992027
phi	x50	465.77824699902965
phi	x75	475.8236749039551
phi	x97.5	499.13080916390356
phi	n_eff	884.0969370364528
phi	Rhat	1.0036161447943959
lp__	mean	60956684.73974968
lp__	se_mean	0.045711327141361155
lp__	sd	1.1921363038686619
lp__	x2.5	60956681.6883008
lp__	x25	60956684.181394115
lp__	x50	60956685.05347119
lp__	x75	60956685.60272829
lp__	x97.5	60956686.08450858
lp__	n_eff	680.1491607905879
lp__	Rhat	1.0000135381257484
