Variable	Term	Value
mixing_Sup	mean	1.8679847236729934
mixing_Sup	se_mean	1.239329655579898e-4
mixing_Sup	sd	0.003599655448958125
mixing_Sup	x2.5	1.860958328953784
mixing_Sup	x25	1.8655767755163646
mixing_Sup	x50	1.8679575535794883
mixing_Sup	x75	1.8702810909979992
mixing_Sup	x97.5	1.8750895185789216
mixing_Sup	n_eff	843.6225545373304
mixing_Sup	Rhat	1.0015174109664662
mixing_Pellet	mean	0.08114923278444656
mixing_Pellet	se_mean	3.1307984285848746e-5
mixing_Pellet	sd	8.691299735531583e-4
mixing_Pellet	x2.5	0.07940251480683957
mixing_Pellet	x25	0.08055319629482521
mixing_Pellet	x50	0.08115212990083417
mixing_Pellet	x75	0.08172977253751446
mixing_Pellet	x97.5	0.08282649418152013
mixing_Pellet	n_eff	770.6536522244163
mixing_Pellet	Rhat	1.000533857131358
phi	mean	500.5924177635002
phi	se_mean	0.6615398466125317
phi	sd	18.033179646532847
phi	x2.5	467.377937268748
phi	x25	487.94603358598806
phi	x50	500.63262615162364
phi	x75	513.0007268629387
phi	x97.5	536.6644841261458
phi	n_eff	743.0749173511457
phi	Rhat	1.0009859865302069
lp__	mean	94331428.70051749
lp__	se_mean	0.04750926027367899
lp__	sd	1.250149618807737
lp__	x2.5	94331425.56633385
lp__	x25	94331428.13671449
lp__	x50	94331429.02846748
lp__	x75	94331429.58904414
lp__	x97.5	94331430.10084198
lp__	n_eff	692.4165642878542
lp__	Rhat	1.0058270070295285
