Variable	Term	Value
mixing_Sup	mean	0.810859851553254
mixing_Sup	se_mean	6.37566411732492e-5
mixing_Sup	sd	0.0021338293369616247
mixing_Sup	x2.5	0.8066762299830105
mixing_Sup	x25	0.8094342286489429
mixing_Sup	x50	0.8108495863977674
mixing_Sup	x75	0.8122909660528318
mixing_Sup	x97.5	0.8149557098896595
mixing_Sup	n_eff	1120.130194870798
mixing_Sup	Rhat	0.9996269847422409
mixing_Pellet	mean	0.21931330335928625
mixing_Pellet	se_mean	4.7693699631286206e-5
mixing_Pellet	sd	0.0015230718133246563
mixing_Pellet	x2.5	0.21632912698661733
mixing_Pellet	x25	0.21825786845215023
mixing_Pellet	x50	0.21927212288675493
mixing_Pellet	x75	0.2203036073218786
mixing_Pellet	x97.5	0.22234226504648485
mixing_Pellet	n_eff	1019.808758178089
mixing_Pellet	Rhat	1.0012633289337962
phi	mean	223.85529739041246
phi	se_mean	0.18872040039582366
phi	sd	5.927671261916725
phi	x2.5	212.17629917295653
phi	x25	219.95829805412143
phi	x50	223.67347082621507
phi	x75	227.71084833259363
phi	x97.5	236.1940600683467
phi	n_eff	986.5759453265712
phi	Rhat	1.0076703285353747
lp__	mean	174709000.73598692
lp__	se_mean	0.044045923819616556
lp__	sd	1.2571441961562433
lp__	x2.5	174708997.4578132
lp__	x25	174709000.1403109
lp__	x50	174709001.04523343
lp__	x75	174709001.6818843
lp__	x97.5	174709002.212762
lp__	n_eff	814.6268922414905
lp__	Rhat	1.0013137533271952
