Variable	Term	Value
mixing_Sup	mean	0.8256438699962326
mixing_Sup	se_mean	3.981144252823007e-5
mixing_Sup	sd	0.001189977061122894
mixing_Sup	x2.5	0.8232667562741147
mixing_Sup	x25	0.8248524153888439
mixing_Sup	x50	0.8256542838477834
mixing_Sup	x75	0.8264611857069832
mixing_Sup	x97.5	0.827870673054861
mixing_Sup	n_eff	893.4316866263607
mixing_Sup	Rhat	1.0052276116842596
mixing_Pellet	mean	0.09898689172815182
mixing_Pellet	se_mean	2.9272414064331525e-5
mixing_Pellet	sd	8.183625735506665e-4
mixing_Pellet	x2.5	0.09750367420398132
mixing_Pellet	x25	0.09838825464406742
mixing_Pellet	x50	0.09896921936231409
mixing_Pellet	x75	0.09952670255651455
mixing_Pellet	x97.5	0.10071139906279761
mixing_Pellet	n_eff	781.5818029400535
mixing_Pellet	Rhat	1.0068438410418976
phi	mean	963.5150174864808
phi	se_mean	1.4468034034531538
phi	sd	42.40981257748372
phi	x2.5	885.9060202410839
phi	x25	933.8306777668336
phi	x50	961.6740541132731
phi	x75	992.7107509798506
phi	x97.5	1051.21789373097
phi	n_eff	859.238370676551
phi	Rhat	1.00362801186314
lp__	mean	87102141.73289263
lp__	se_mean	0.05763188796559733
lp__	sd	1.2273174969000662
lp__	x2.5	87102138.44757952
lp__	x25	87102141.22540566
lp__	x50	87102142.05755532
lp__	x75	87102142.58801866
lp__	x97.5	87102143.11502655
lp__	n_eff	453.5113468125368
lp__	Rhat	1.0065032911544678
