Variable	Term	Value
mixing_Sup	mean	1.0510696265632558
mixing_Sup	se_mean	2.3470808703690533e-4
mixing_Sup	sd	0.007335081978834072
mixing_Sup	x2.5	1.0372405386614731
mixing_Sup	x25	1.046246231070363
mixing_Sup	x50	1.0507188116588102
mixing_Sup	x75	1.0558395562105147
mixing_Sup	x97.5	1.0658346819050668
mixing_Sup	n_eff	976.6834675504344
mixing_Sup	Rhat	1.004501227714812
mixing_Pellet	mean	0.4611808480489205
mixing_Pellet	se_mean	6.508009781054263e-5
mixing_Pellet	sd	0.0020621167740945043
mixing_Pellet	x2.5	0.4571016952794414
mixing_Pellet	x25	0.4598925815604808
mixing_Pellet	x50	0.461211633291954
mixing_Pellet	x75	0.46258276632327516
mixing_Pellet	x97.5	0.46517392651744593
mixing_Pellet	n_eff	1003.9916849901035
mixing_Pellet	Rhat	1.0059808019832635
phi	mean	96.4770063296936
phi	se_mean	0.0746544371614082
phi	sd	2.4131316022414655
phi	x2.5	91.68597484320583
phi	x25	94.9428270423336
phi	x50	96.41933338962653
phi	x75	98.05749896599768
phi	x97.5	101.30351230429409
phi	n_eff	1044.842340270237
phi	Rhat	1.0018213244191674
lp__	mean	76275049.87677601
lp__	se_mean	0.052583517579153645
lp__	sd	1.275774383211966
lp__	x2.5	76275046.61091018
lp__	x25	76275049.23886141
lp__	x50	76275050.2048673
lp__	x75	76275050.82039079
lp__	x97.5	76275051.34383549
lp__	n_eff	588.6382579797306
lp__	Rhat	1.0096481872141396
