Variable	Term	Value
mixing_Sup	mean	0.8644760558821605
mixing_Sup	se_mean	5.273186993137408e-5
mixing_Sup	sd	0.0017072915171160543
mixing_Sup	x2.5	0.8611015848765681
mixing_Sup	x25	0.8633338600974709
mixing_Sup	x50	0.8645159345085418
mixing_Sup	x75	0.8656245526494752
mixing_Sup	x97.5	0.8678455495076899
mixing_Sup	n_eff	1048.2600157586728
mixing_Sup	Rhat	1.001449948987165
mixing_Pellet	mean	0.1612824778038801
mixing_Pellet	se_mean	5.675972438251366e-5
mixing_Pellet	sd	0.001663740310865234
mixing_Pellet	x2.5	0.1581132791380273
mixing_Pellet	x25	0.1601737063286441
mixing_Pellet	x50	0.16125909757320203
mixing_Pellet	x75	0.16236100655815144
mixing_Pellet	x97.5	0.16445836818437648
mixing_Pellet	n_eff	859.1925897805587
mixing_Pellet	Rhat	1.001810215558568
phi	mean	287.5622005911436
phi	se_mean	0.2701328423608607
phi	sd	7.50480208450138
phi	x2.5	272.9626553509721
phi	x25	282.31379711982345
phi	x50	287.49331833705287
phi	x75	292.6579675714843
phi	x97.5	302.140643502534
phi	n_eff	771.8336531740638
phi	Rhat	1.0055224347805751
lp__	mean	210996500.851145
lp__	se_mean	0.04852147483983816
lp__	sd	1.272418024860611
lp__	x2.5	210996497.53616852
lp__	x25	210996500.33832455
lp__	x50	210996501.1648209
lp__	x75	210996501.742839
lp__	x97.5	210996502.26504558
lp__	n_eff	687.6883057566283
lp__	Rhat	1.0010109131243625
