Variable	Term	Value
mixing_Sup	mean	0.6322843983780903
mixing_Sup	se_mean	4.72918902382232e-5
mixing_Sup	sd	0.0015544347486882001
mixing_Sup	x2.5	0.6293803008940442
mixing_Sup	x25	0.6312380065927283
mixing_Sup	x50	0.6322325397083387
mixing_Sup	x75	0.6332826782793586
mixing_Sup	x97.5	0.6354588800498061
mixing_Sup	n_eff	1080.3678366304116
mixing_Sup	Rhat	0.999240447627163
mixing_Pellet	mean	0.12674735051740663
mixing_Pellet	se_mean	7.734860952138634e-5
mixing_Pellet	sd	0.002236442371769414
mixing_Pellet	x2.5	0.12219222318469686
mixing_Pellet	x25	0.1253032996876992
mixing_Pellet	x50	0.12679482765985448
mixing_Pellet	x75	0.12818783850977006
mixing_Pellet	x97.5	0.1310913756987282
mixing_Pellet	n_eff	836.0079394359268
mixing_Pellet	Rhat	0.9997575403495635
phi	mean	138.3060633506909
phi	se_mean	0.13122149527884383
phi	sd	3.6921297001488895
phi	x2.5	130.74843093939577
phi	x25	135.99375156002955
phi	x50	138.3148605472859
phi	x75	140.70825825003772
phi	x97.5	145.72568870074176
phi	n_eff	791.6695358292541
phi	Rhat	1.0066745645389856
lp__	mean	105318235.66482283
lp__	se_mean	0.048882093458750865
lp__	sd	1.274616758301157
lp__	x2.5	105318232.20411025
lp__	x25	105318235.13605294
lp__	x50	105318236.02743635
lp__	x75	105318236.56724931
lp__	x97.5	105318237.04337919
lp__	n_eff	679.9228775752214
lp__	Rhat	1.000606120715375
