Variable	Term	Value
mixing_Sup	mean	0.601474486449173
mixing_Sup	se_mean	4.548843891993934e-5
mixing_Sup	sd	0.0014885102906748
mixing_Sup	x2.5	0.5985257124742633
mixing_Sup	x25	0.6004730815311401
mixing_Sup	x50	0.6014530508029403
mixing_Sup	x75	0.602485540146623
mixing_Sup	x97.5	0.6043832413308595
mixing_Sup	n_eff	1070.783368598156
mixing_Sup	Rhat	1.0068540418143357
mixing_Pellet	mean	0.14773664681125048
mixing_Pellet	se_mean	4.502670073567766e-5
mixing_Pellet	sd	0.001327693992541131
mixing_Pellet	x2.5	0.14516284588455444
mixing_Pellet	x25	0.14681487435555995
mixing_Pellet	x50	0.14774263600482135
mixing_Pellet	x75	0.14864854762425553
mixing_Pellet	x97.5	0.15031758049324995
mixing_Pellet	n_eff	869.4722560778276
mixing_Pellet	Rhat	1.0065996380462596
phi	mean	305.1552327903549
phi	se_mean	0.4096246109273872
phi	sd	12.494687270722826
phi	x2.5	282.2297936225836
phi	x25	296.72165670071104
phi	x50	304.8151846378085
phi	x75	313.5543034854004
phi	x97.5	330.44149639592246
phi	n_eff	930.4192721477447
phi	Rhat	1.0037024705745525
lp__	mean	34356363.40132512
lp__	se_mean	0.042779736458380846
lp__	sd	1.1272724771247755
lp__	x2.5	34356360.30118584
lp__	x25	34356362.87702305
lp__	x50	34356363.66715409
lp__	x75	34356364.2268793
lp__	x97.5	34356364.720813364
lp__	n_eff	694.3550487406185
lp__	Rhat	1.0034508659153347
