Variable	Term	Value
mixing_Sup	mean	1.1930142239297352
mixing_Sup	se_mean	5.934259977848512e-5
mixing_Sup	sd	0.0019598944743968658
mixing_Sup	x2.5	1.1891222177567433
mixing_Sup	x25	1.191672732794177
mixing_Sup	x50	1.1929916687726618
mixing_Sup	x75	1.1943223887103813
mixing_Sup	x97.5	1.1968733430087741
mixing_Sup	n_eff	1090.7676260258804
mixing_Sup	Rhat	1.005277933192149
mixing_Pellet	mean	0.34123710266861956
mixing_Pellet	se_mean	5.016388269710742e-5
mixing_Pellet	sd	0.0015250825263878071
mixing_Pellet	x2.5	0.338294862602592
mixing_Pellet	x25	0.34017109691650216
mixing_Pellet	x50	0.341274825172859
mixing_Pellet	x75	0.3422074628888794
mixing_Pellet	x97.5	0.34437157226246123
mixing_Pellet	n_eff	924.2818035496292
mixing_Pellet	Rhat	1.0055462442763927
phi	mean	422.796826024396
phi	se_mean	0.4516253843587721
phi	sd	12.30277322418638
phi	x2.5	399.71889081495124
phi	x25	414.36077463863546
phi	x50	422.3088316878176
phi	x75	430.89450058817516
phi	x97.5	448.98974530012777
phi	n_eff	742.0776457840959
phi	Rhat	1.002687678788328
lp__	mean	246706651.0690617
lp__	se_mean	0.044444699118903
lp__	sd	1.1349657957387616
lp__	x2.5	246706648.17594245
lp__	x25	246706650.51384324
lp__	x50	246706651.3749183
lp__	x75	246706651.93140858
lp__	x97.5	246706652.36053374
lp__	n_eff	652.117126220482
lp__	Rhat	1.0080644509101446
