Variable	Term	Value
mixing_Sup	mean	0.8343365217875429
mixing_Sup	se_mean	4.0580667776257685e-5
mixing_Sup	sd	0.0013848900641487318
mixing_Sup	x2.5	0.8314913138990401
mixing_Sup	x25	0.8334467372258028
mixing_Sup	x50	0.8343496573956354
mixing_Sup	x75	0.8352543029831808
mixing_Sup	x97.5	0.8369981689484126
mixing_Sup	n_eff	1164.6413897901223
mixing_Sup	Rhat	0.9987274601293397
mixing_Pellet	mean	0.21004289271766216
mixing_Pellet	se_mean	5.239208670321364e-5
mixing_Pellet	sd	0.0016219361692133769
mixing_Pellet	x2.5	0.20685569259470263
mixing_Pellet	x25	0.20892345505482385
mixing_Pellet	x50	0.21006621008595264
mixing_Pellet	x75	0.21108848241457762
mixing_Pellet	x97.5	0.21332981237866516
mixing_Pellet	n_eff	958.3764318457786
mixing_Pellet	Rhat	0.9995555956101642
phi	mean	390.60125294982595
phi	se_mean	0.4125301595185141
phi	sd	11.533190037061173
phi	x2.5	367.90101273201515
phi	x25	382.9353463595695
phi	x50	390.7094206499728
phi	x75	398.48217936685023
phi	x97.5	412.4514851743285
phi	n_eff	781.605284130414
phi	Rhat	1.0014768618587526
lp__	mean	249194253.33877918
lp__	se_mean	0.04399963781389732
lp__	sd	1.2673794957362812
lp__	x2.5	249194249.7931454
lp__	x25	249194252.77532923
lp__	x50	249194253.69938445
lp__	x75	249194254.2544275
lp__	x97.5	249194254.7551257
lp__	n_eff	829.6886519904192
lp__	Rhat	1.001735568500214
