Variable	Term	Value
mixing_Sup	mean	0.9542193146532014
mixing_Sup	se_mean	5.7777013375691965e-5
mixing_Sup	sd	0.0019197215987096672
mixing_Sup	x2.5	0.9503252492065201
mixing_Sup	x25	0.9529710298840166
mixing_Sup	x50	0.9541921656546525
mixing_Sup	x75	0.9555027219595743
mixing_Sup	x97.5	0.9579823654739926
mixing_Sup	n_eff	1103.993014576937
mixing_Sup	Rhat	1.000541912275587
mixing_Pellet	mean	0.2865766813545026
mixing_Pellet	se_mean	7.970532386730964e-5
mixing_Pellet	sd	0.0024566814208954995
mixing_Pellet	x2.5	0.28192252026031467
mixing_Pellet	x25	0.2848732262279696
mixing_Pellet	x50	0.28650176505136227
mixing_Pellet	x75	0.288268028011119
mixing_Pellet	x97.5	0.29129091134803453
mixing_Pellet	n_eff	949.9987224211666
mixing_Pellet	Rhat	1.0004713012680242
phi	mean	282.98431251284956
phi	se_mean	0.2970212531255924
phi	sd	7.875246731767377
phi	x2.5	266.95719303481417
phi	x25	278.04992742878306
phi	x50	283.15842707496273
phi	x75	287.9646704867903
phi	x97.5	298.94841919861574
phi	n_eff	702.9966997431657
phi	Rhat	1.0038572106613013
lp__	mean	249853072.3064156
lp__	se_mean	0.05242523348927424
lp__	sd	1.250153280992146
lp__	x2.5	249853068.91687426
lp__	x25	249853071.7524562
lp__	x50	249853072.66221339
lp__	x75	249853073.23969454
lp__	x97.5	249853073.70182663
lp__	n_eff	568.6509686411449
lp__	Rhat	1.003632703230684
