Variable	Term	Value
mixing_Sup	mean	0.408821171297909
mixing_Sup	se_mean	1.850253904795529e-4
mixing_Sup	sd	0.006309208489122801
mixing_Sup	x2.5	0.3971036680685926
mixing_Sup	x25	0.4046383182901727
mixing_Sup	x50	0.4086347647225934
mixing_Sup	x75	0.4129732188754805
mixing_Sup	x97.5	0.4215392975292616
mixing_Sup	n_eff	1162.752010579839
mixing_Sup	Rhat	1.009231933648963
mixing_Pellet	mean	0.4592566703660419
mixing_Pellet	se_mean	7.254304640060803e-5
mixing_Pellet	sd	0.0025284520769499226
mixing_Pellet	x2.5	0.4543954973649139
mixing_Pellet	x25	0.45758844016993405
mixing_Pellet	x50	0.4592534214098023
mixing_Pellet	x75	0.460973061188212
mixing_Pellet	x97.5	0.4641701550747487
mixing_Pellet	n_eff	1214.836618217674
mixing_Pellet	Rhat	1.0082366844064756
phi	mean	56.28471187624375
phi	se_mean	0.04948327178998967
phi	sd	1.534528795314659
phi	x2.5	53.270138501076104
phi	x25	55.26647256327334
phi	x50	56.2173078570555
phi	x75	57.25429556133079
phi	x97.5	59.31776380991152
phi	n_eff	961.6859486604178
phi	Rhat	1.002381455989677
lp__	mean	40046979.85462609
lp__	se_mean	0.04400766679094879
lp__	sd	1.2519116665820436
lp__	x2.5	40046976.58795167
lp__	x25	40046979.321773514
lp__	x50	40046980.20685897
lp__	x75	40046980.760446966
lp__	x97.5	40046981.248183645
lp__	n_eff	809.2648659481133
lp__	Rhat	1.0012754585279995
