Variable	Term	Value
mixing_Sup	mean	0.5270099308746088
mixing_Sup	se_mean	1.6863495239543327e-4
mixing_Sup	sd	0.00534446985076399
mixing_Sup	x2.5	0.5163446637210444
mixing_Sup	x25	0.5235514859441561
mixing_Sup	x50	0.5269786717065433
mixing_Sup	x75	0.5306489401573504
mixing_Sup	x97.5	0.537223455873202
mixing_Sup	n_eff	1004.4170452591386
mixing_Sup	Rhat	1.0000216146087657
mixing_Pellet	mean	0.4558316565958295
mixing_Pellet	se_mean	5.275475831194228e-5
mixing_Pellet	sd	0.001737232986517223
mixing_Pellet	x2.5	0.4523813910247687
mixing_Pellet	x25	0.45467483531053376
mixing_Pellet	x50	0.4557924292461528
mixing_Pellet	x75	0.45700028719748864
mixing_Pellet	x97.5	0.4593108325984292
mixing_Pellet	n_eff	1084.4083645275773
mixing_Pellet	Rhat	0.9994186460734266
phi	mean	136.47814335689472
phi	se_mean	0.14191536307770047
phi	sd	4.188131597222818
phi	x2.5	128.1366577321484
phi	x25	133.79944868256922
phi	x50	136.63740376426296
phi	x75	139.32340440569362
phi	x97.5	144.57831857169685
phi	n_eff	870.9271182625978
phi	Rhat	1.000984490342921
lp__	mean	43377591.19348639
lp__	se_mean	0.047547735565270345
lp__	sd	1.2301472096450106
lp__	x2.5	43377588.11360492
lp__	x25	43377590.58404627
lp__	x50	43377591.51559401
lp__	x75	43377592.129465856
lp__	x97.5	43377592.586118184
lp__	n_eff	669.3518903158688
lp__	Rhat	1.0046068470988976
