Variable	Term	Value
mixing_Sup	mean	0.4282831629657861
mixing_Sup	se_mean	1.8770629218172133e-4
mixing_Sup	sd	0.004835745217419286
mixing_Sup	x2.5	0.4189127532533496
mixing_Sup	x25	0.4250554473754406
mixing_Sup	x50	0.4281055886701314
mixing_Sup	x75	0.431429454612263
mixing_Sup	x97.5	0.43791035772511333
mixing_Sup	n_eff	663.6959383344799
mixing_Sup	Rhat	1.006718457745818
mixing_Pellet	mean	0.348117338906874
mixing_Pellet	se_mean	6.321431040768166e-5
mixing_Pellet	sd	0.0017770535144781777
mixing_Pellet	x2.5	0.34444096028424154
mixing_Pellet	x25	0.3469396989838001
mixing_Pellet	x50	0.3481504852228132
mixing_Pellet	x75	0.3492999392494027
mixing_Pellet	x97.5	0.35163546235157983
mixing_Pellet	n_eff	790.2603700447488
mixing_Pellet	Rhat	1.0041855762409553
phi	mean	69.49765054550691
phi	se_mean	0.05397576680987055
phi	sd	1.6783731065675138
phi	x2.5	66.34176475284899
phi	x25	68.24048539726236
phi	x50	69.52978912289257
phi	x75	70.68909014800249
phi	x97.5	72.6441568604761
phi	n_eff	966.8951509181371
phi	Rhat	1.0077159363327204
lp__	mean	29586110.08007724
lp__	se_mean	0.04222355568041917
lp__	sd	1.156723201043157
lp__	x2.5	29586107.045349482
lp__	x25	29586109.556682426
lp__	x50	29586110.368202835
lp__	x75	29586110.93280052
lp__	x97.5	29586111.450906593
lp__	n_eff	750.497564982645
lp__	Rhat	1.00203959557902
