Variable	Term	Value
mixing_Sup	mean	0.6036249556459149
mixing_Sup	se_mean	3.208168866229138e-5
mixing_Sup	sd	0.0011446807839264157
mixing_Sup	x2.5	0.6014632235392303
mixing_Sup	x25	0.6028528487396181
mixing_Sup	x50	0.6036150985492232
mixing_Sup	x75	0.6043775014572126
mixing_Sup	x97.5	0.6059530223483123
mixing_Sup	n_eff	1273.0760405918954
mixing_Sup	Rhat	1.0015598222571842
mixing_Pellet	mean	0.22210518703761303
mixing_Pellet	se_mean	5.4534980674436456e-5
mixing_Pellet	sd	0.0017810847570391786
mixing_Pellet	x2.5	0.21878919390324264
mixing_Pellet	x25	0.22085526698865227
mixing_Pellet	x50	0.22207073980282516
mixing_Pellet	x75	0.22325738194515654
mixing_Pellet	x97.5	0.22570607941552343
mixing_Pellet	n_eff	1066.6424080948661
mixing_Pellet	Rhat	1.0022400668805795
phi	mean	294.42930323620163
phi	se_mean	0.31297835012748354
phi	sd	8.864055014970596
phi	x2.5	277.1444480694129
phi	x25	288.44301989178246
phi	x50	294.3129233776712
phi	x75	300.19400970351563
phi	x97.5	311.6332698055771
phi	n_eff	802.1143611159961
phi	Rhat	0.9997851289400403
lp__	mean	196743894.19645995
lp__	se_mean	0.04395123669530005
lp__	sd	1.2400027540641796
lp__	x2.5	196743891.04989624
lp__	x25	196743893.64935648
lp__	x50	196743894.52320248
lp__	x75	196743895.10833853
lp__	x97.5	196743895.62915882
lp__	n_eff	795.9817308498455
lp__	Rhat	1.002628493430708
