Variable	Term	Value
mixing_Sup	mean	0.9109612024300222
mixing_Sup	se_mean	4.8263203907136024e-5
mixing_Sup	sd	0.0015623931346544543
mixing_Sup	x2.5	0.9078794207797886
mixing_Sup	x25	0.9098771270107844
mixing_Sup	x50	0.9109653346232439
mixing_Sup	x75	0.9120356666732241
mixing_Sup	x97.5	0.914041675214816
mixing_Sup	n_eff	1047.96878380527
mixing_Sup	Rhat	1.0036552291129845
mixing_Pellet	mean	0.2547322591922102
mixing_Pellet	se_mean	6.678905015946848e-5
mixing_Pellet	sd	0.0019663763156792437
mixing_Pellet	x2.5	0.25102502881467675
mixing_Pellet	x25	0.2533325862920535
mixing_Pellet	x50	0.2547180507501836
mixing_Pellet	x75	0.25615894400120853
mixing_Pellet	x97.5	0.2584064715926001
mixing_Pellet	n_eff	866.8076487847208
mixing_Pellet	Rhat	1.006887813756573
phi	mean	368.12896375352284
phi	se_mean	0.39537430490051884
phi	sd	10.698679011559289
phi	x2.5	347.5347517816412
phi	x25	361.03125728722307
phi	x50	367.9174425659604
phi	x75	374.7353194071723
phi	x97.5	390.71772054874515
phi	n_eff	732.2231116340309
phi	Rhat	1.0035500947410634
lp__	mean	259809443.93811852
lp__	se_mean	0.046601268018440584
lp__	sd	1.2152910048951784
lp__	x2.5	259809440.73510697
lp__	x25	259809443.42110842
lp__	x50	259809444.26331198
lp__	x75	259809444.81415653
lp__	x97.5	259809445.30601206
lp__	n_eff	680.0879796789266
lp__	Rhat	1.0039162149500682
