Variable	Term	Value
mixing_Sup	mean	1.0305193570903912
mixing_Sup	se_mean	1.2859859131788306e-4
mixing_Sup	sd	0.004227039903462596
mixing_Sup	x2.5	1.021865269846302
mixing_Sup	x25	1.0276861612523975
mixing_Sup	x50	1.0305795466845886
mixing_Sup	x75	1.033419542782391
mixing_Sup	x97.5	1.0388071337793416
mixing_Sup	n_eff	1080.4390505526992
mixing_Sup	Rhat	1.0024678077621054
mixing_Pellet	mean	0.17021876038066716
mixing_Pellet	se_mean	1.0752228401526225e-4
mixing_Pellet	sd	0.0033768736017204927
mixing_Pellet	x2.5	0.16374400950814913
mixing_Pellet	x25	0.16803128960470928
mixing_Pellet	x50	0.1702109079497921
mixing_Pellet	x75	0.17245003461137626
mixing_Pellet	x97.5	0.17698445292988516
mixing_Pellet	n_eff	986.3536311114243
mixing_Pellet	Rhat	1.0044933554409983
phi	mean	63.786689746120146
phi	se_mean	0.053937914518256004
phi	sd	1.6723097882672104
phi	x2.5	60.51908238265762
phi	x25	62.64023766480808
phi	x50	63.81486284509867
phi	x75	64.81436453163808
phi	x97.5	67.1277292331395
phi	n_eff	961.2694985073429
phi	Rhat	1.0027910191335512
lp__	mean	53746152.04831896
lp__	se_mean	0.05067273874206954
lp__	sd	1.2591503449561652
lp__	x2.5	53746148.83735479
lp__	x25	53746151.425385326
lp__	x50	53746152.363021664
lp__	x75	53746153.00803065
lp__	x97.5	53746153.51948012
lp__	n_eff	617.4565792246652
lp__	Rhat	1.005867530988793
