Variable	Term	Value
mixing_Sup	mean	1.2815210981195668
mixing_Sup	se_mean	1.199685061210158e-4
mixing_Sup	sd	0.003885761660468576
mixing_Sup	x2.5	1.273886629723709
mixing_Sup	x25	1.2789555012142044
mixing_Sup	x50	1.2816012263112642
mixing_Sup	x75	1.2842384258332833
mixing_Sup	x97.5	1.2890262629171336
mixing_Sup	n_eff	1049.1022439713613
mixing_Sup	Rhat	1.0006896034219395
mixing_Pellet	mean	0.26953326677825307
mixing_Pellet	se_mean	7.152439195684551e-5
mixing_Pellet	sd	0.0022191866196129327
mixing_Pellet	x2.5	0.2651959977037872
mixing_Pellet	x25	0.2680938933750714
mixing_Pellet	x50	0.26951794874110674
mixing_Pellet	x75	0.27097432703017793
mixing_Pellet	x97.5	0.2740833146910749
mixing_Pellet	n_eff	962.6741306806949
mixing_Pellet	Rhat	1.0012611776179805
phi	mean	231.43064403862883
phi	se_mean	0.2458186361023459
phi	sd	8.024760120840812
phi	x2.5	216.69370422092013
phi	x25	226.0020600053861
phi	x50	231.20194139827646
phi	x75	236.43361916176778
phi	x97.5	248.72559122175068
phi	n_eff	1065.698878973134
phi	Rhat	0.9991556383290586
lp__	mean	47073533.78806986
lp__	se_mean	0.04924653375337316
lp__	sd	1.320930287439928
lp__	x2.5	47073530.08717105
lp__	x25	47073533.261522666
lp__	x50	47073534.155524716
lp__	x75	47073534.720321536
lp__	x97.5	47073535.20160859
lp__	n_eff	719.4629940458101
lp__	Rhat	1.00370684004092
