Variable	Term	Value
mixing_Sup	mean	0.551689214966557
mixing_Sup	se_mean	4.019386526435195e-5
mixing_Sup	sd	0.0014187856061534088
mixing_Sup	x2.5	0.5489480899167859
mixing_Sup	x25	0.5507491584475104
mixing_Sup	x50	0.5516616246309145
mixing_Sup	x75	0.5526294640968891
mixing_Sup	x97.5	0.5545596425303329
mixing_Sup	n_eff	1245.9884109433476
mixing_Sup	Rhat	1.0036074566470101
mixing_Pellet	mean	0.17286718072955626
mixing_Pellet	se_mean	4.461884996720279e-5
mixing_Pellet	sd	0.00150749055480754
mixing_Pellet	x2.5	0.16983452295093668
mixing_Pellet	x25	0.17183992114958366
mixing_Pellet	x50	0.1729265994741105
mixing_Pellet	x75	0.17382125337514437
mixing_Pellet	x97.5	0.1758574856473925
mixing_Pellet	n_eff	1141.4909031666612
mixing_Pellet	Rhat	1.0073117713944606
phi	mean	216.17938327572054
phi	se_mean	0.16169165222369172
phi	sd	5.471721874955428
phi	x2.5	205.3212744935146
phi	x25	212.39119829757968
phi	x50	216.08031216233192
phi	x75	220.039999742676
phi	x97.5	226.4828833255033
phi	n_eff	1145.1775641218069
phi	Rhat	1.0032787346755656
lp__	mean	163042378.6717592
lp__	se_mean	0.040293159282151825
lp__	sd	1.1502737224317046
lp__	x2.5	163042375.61341846
lp__	x25	163042378.13851514
lp__	x50	163042378.9817953
lp__	x75	163042379.49885008
lp__	x97.5	163042379.9973256
lp__	n_eff	814.9664980532008
lp__	Rhat	1.0048547384476636
