Variable	Term	Value
mixing_Sup	mean	0.7925558876472841
mixing_Sup	se_mean	5.208897699384088e-5
mixing_Sup	sd	0.0017470538988364843
mixing_Sup	x2.5	0.7891693492947551
mixing_Sup	x25	0.7913526114113653
mixing_Sup	x50	0.792573219262867
mixing_Sup	x75	0.7937264450333023
mixing_Sup	x97.5	0.7961737591256325
mixing_Sup	n_eff	1124.918220430928
mixing_Sup	Rhat	1.0047003640661238
mixing_Pellet	mean	0.18696702312770233
mixing_Pellet	se_mean	3.70922464071563e-5
mixing_Pellet	sd	0.00121927909140379
mixing_Pellet	x2.5	0.18457007737388284
mixing_Pellet	x25	0.18615914660754276
mixing_Pellet	x50	0.18695989072376562
mixing_Pellet	x75	0.18778381030260838
mixing_Pellet	x97.5	0.18938587601156848
mixing_Pellet	n_eff	1080.537840555631
mixing_Pellet	Rhat	1.0040843929703258
phi	mean	170.02678685437687
phi	se_mean	0.13494186285542156
phi	sd	4.12717705750615
phi	x2.5	161.96542168507494
phi	x25	167.2649217227264
phi	x50	169.87659187772812
phi	x75	172.58624688227405
phi	x97.5	178.37315297832419
phi	n_eff	935.4332414299391
phi	Rhat	1.0007273888405752
lp__	mean	204836599.59420738
lp__	se_mean	0.04481257442040389
lp__	sd	1.24898287115955
lp__	x2.5	204836596.48735377
lp__	x25	204836599.10865247
lp__	x50	204836599.93829012
lp__	x75	204836600.45892343
lp__	x97.5	204836600.93769097
lp__	n_eff	776.8070820162211
lp__	Rhat	1.003468129522369
