Variable	Term	Value
mixing_Sup	mean	1.0826549078893668
mixing_Sup	se_mean	6.109782010467437e-5
mixing_Sup	sd	0.001947242478408528
mixing_Sup	x2.5	1.078925817903972
mixing_Sup	x25	1.0813015273795243
mixing_Sup	x50	1.082637650660088
mixing_Sup	x75	1.0839292667426048
mixing_Sup	x97.5	1.0864569960354689
mixing_Sup	n_eff	1015.7542288707599
mixing_Sup	Rhat	1.0033057521266602
mixing_Pellet	mean	0.12164078409529694
mixing_Pellet	se_mean	3.907717834070396e-5
mixing_Pellet	sd	0.0010546324999712489
mixing_Pellet	x2.5	0.11949574862690111
mixing_Pellet	x25	0.12095523713334876
mixing_Pellet	x50	0.12166651065473251
mixing_Pellet	x75	0.122366155863863
mixing_Pellet	x97.5	0.12360430039625979
mixing_Pellet	n_eff	728.3764695675313
mixing_Pellet	Rhat	1.0034641012367087
phi	mean	503.039535413923
phi	se_mean	0.6131219821610248
phi	sd	18.60964365919253
phi	x2.5	469.7943440937342
phi	x25	490.41476890661244
phi	x50	502.3941217862845
phi	x75	515.096981436963
phi	x97.5	544.4131133007186
phi	n_eff	921.260265807235
phi	Rhat	1.0018142500252427
lp__	mean	81376597.00364006
lp__	se_mean	0.047351316685418504
lp__	sd	1.2525914461139838
lp__	x2.5	81376593.70378172
lp__	x25	81376596.45947754
lp__	x50	81376597.33975418
lp__	x75	81376597.92327732
lp__	x97.5	81376598.40907703
lp__	n_eff	699.7691037350636
lp__	Rhat	1.006571279700612
