"Distance","Absorbance","Fraction.Number","Fraction.Volume.ml.","Strain","Treatment","Rep","Sample.index","Protein","Offset","Distance.adj","Absorbance.adj","Absorbance.norm"
16.08,0.066376,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.08,0.063376,0.000129836041720621
16.11,0.066201,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.11,0.063201,0.000129477525763459
16.14,0.066062,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.14,0.063062,0.000129192761660341
16.17,0.065925,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.17,0.062925,0.000128912094882449
16.2,0.065688,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.2,0.062688,0.00012842656184332
16.24,0.065427,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.24,0.062427,0.000127891860901496
16.26,0.065256,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.26,0.062256,0.000127541539594783
16.29,0.065047,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.29,0.062047,0.000127113369108801
16.32,0.064815,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.32,0.061815,0.000126638079382734
16.35,0.064562,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.35,0.061562,0.000126119767741808
16.38,0.064346,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.38,0.061346,0.00012567725661754
16.41,0.064108,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.41,0.061108,0.000125189674915799
16.45,0.063905,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.45,0.060905,0.000124773796405491
16.47,0.063699,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.47,0.060699,0.000124351771907346
16.5,0.063429,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.5,0.060429,0.00012379863300201
16.53,0.063255,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.53,0.060255,0.00012344216570746
16.56,0.063036,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.56,0.060036,0.000122993508595355
16.59,0.062731,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.59,0.059731,0.000122368666498586
16.62,0.062551,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.62,0.059551,0.000121999907228362
16.65,0.062335,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.65,0.059335,0.000121557396104094
16.68,0.062084,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.68,0.059084,0.000121043181788392
16.72,0.061865,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.72,0.058865,0.000120594524676287
16.74,0.061631,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.74,0.058631,0.000120115137624995
16.77,0.061444,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.77,0.058444,0.000119732037716485
16.8,0.061237,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.8,0.058237,0.000119307964555728
16.83,0.061063,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.83,0.058063,0.000118951497261178
16.86,0.060898,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.86,0.057898,0.000118613467930139
16.89,0.060727,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.89,0.057727,0.000118263146623426
16.92,0.060552,NA,NA,"yHG55","mock","rep1",1,"eIF4B",0,16.92,0.057552,0.000117904630666264
